taxId	organismName	commonName	assemblyAccession	assemblyName	bioProjectAccession	biosampleAccession	lastUpdated	submitter	totalSequenceLength (bp)	totalUngappedLength (bp)	numberOfSequence	L50	N50 (kb)
979223	Oreocharis arfaki	tit berrypecker	CNA0003483	B10K-DU-029-42	CNP0000505	CNS0103207	################	Guangji Chen	1040000000	1040000000	57467	453	636
181839	Struthidea cinerea	NA	CNA0003476	B10K-DU-029-33	CNP0000505	CNS0103200	################	Guangji Chen	1040000000	1040000000	27475	257	1098
98964	Cardinalis cardinalis	northern cardinal	CNA0003357	B10K-DU-001-69	CNP0000505	CNS0103084	################	Guangji Chen	1050000000	1040000000	94555	565	445
142471	Passerina amoena	NA	CNA0003556	OUT-0017	CNP0000505	CNS0103247	################	Guangji Chen	1070000000	1040000000	57188	397	652
2585810	Edolisoma coerulescens	NA	CNA0003321	B10K-DU-001-25	CNP0000505	CNS0103280	################	Guangji Chen	1050000000	1040000000	37143	212	1332
449367	Pachycephala philippinensis	yellow-belllied whistler	CNA0003324	B10K-DU-001-28	CNP0000505	CNS0103052	################	Guangji Chen	1050000000	1040000000	77877	556	488
176938	Chloroceryle aenea	American pygmy kingfisher	CNA0003349	B10K-DU-001-61	CNP0000505	CNS0103076	################	Guangji Chen	1070000000	1040000000	67943	918	323
269412	Xiphorhynchus elegans	elegant woodcreeper	CNA0003576	OUT-0059	CNP0000505	CNS0103271	################	Guangji Chen	1060000000	1040000000	89570	1704	172
221966	Chaetops frenatus	Rufous rock-jumper	CNA0003449	B10K-DU-012-41	CNP0000505	CNS0103174	################	Guangji Chen	1080000000	1040000000	190320	1048	243
2585820	Sterrhoptilus dennistouni	NA	CNA0003323	B10K-DU-001-27	CNP0000505	CNS0103281	################	Guangji Chen	1060000000	1040000000	74587	284	955
135441	Peucedramus taeniatus	olive warbler	CNA0003402	B10K-DU-002-52	CNP0000505	CNS0103128	################	Guangji Chen	1050000000	1040000000	115841	1368	180
254652	Promerops cafer	Cape sugarbird	CNA0003516	B10K-UC-030-53	CNP0000505	CNS0103237	################	Guangji Chen	1050000000	1040000000	51358	240	1169
43150	Hirundo rustica	Barn swallow	CNA0003355	B10K-DU-001-67	CNP0000505	CNS0103082	################	Guangji Chen	1040000000	1040000000	13052	400	693
1160894	Machaerirhynchus nigripectus	NA	CNA0003484	B10K-DU-029-43	CNP0000505	CNS0103208	################	Guangji Chen	1050000000	1040000000	53113	297	996
461245	Ifrita kowaldi	blue-capped ifrita	CNA0003482	B10K-DU-029-41	CNP0000505	CNS0103206	################	Guangji Chen	1050000000	1040000000	55465	697	422
156170	Rhagologus leucostigma	NA	CNA0003481	B10K-DU-029-40	CNP0000505	CNS0103205	################	Guangji Chen	1050000000	1040000000	27236	204	1433
265632	Sclerurus mexicanus	tawny-throated leaftosser	CNA0003305	B10K-DU-001-03	CNP0000505	CNS0103036	################	Guangji Chen	1050000000	1040000000	32772	287	1025
39617	Aphelocoma coerulescens	scrub jay	CNA0003561	OUT-0022	CNP0000505	CNS0103252	################	Guangji Chen	1060000000	1040000000	1678	40	7660
40210	Spizella passerina	chipping sparrow	CNA0003468	B10K-DU-023-52	CNP0000505	CNS0103193	################	Guangji Chen	1110000000	1040000000	1248106	20357	10
1118560	Formicarius rufipectus	NA	CNA0003337	B10K-DU-001-43	CNP0000505	CNS0103064	################	Guangji Chen	1050000000	1040000000	38730	317	836
64278	Quiscalus mexicanus	Great-tailed grackle	CNA0003327	B10K-DU-001-31	CNP0000505	CNS0103055	################	Guangji Chen	1050000000	1040000000	104221	2984	92
39621	Acrocephalus arundinaceus	great reed warbler	CNA0003573	OUT-0054	CNP0000505	CNS0103268	################	Guangji Chen	1180000000	1040000000	29469	932	336
938393	Hirundichthys speculiger	mirrorwing flyingfish	CNA0013731	Hirundichthys speculiger genome assembly	CNP0000961	CNS0203371	################	Jieming Chen	1040000000	1040000000	3052	215	1152
1961834	Ceuthmochares aereus	NA	CNA0003287	B10K-CU-031-02	CNP0000505	CNS0103278	################	Guangji Chen	1120000000	1040000000	29921	1800	163
381031	Myiagra hebetior	NA	CNA0003329	B10K-DU-001-33	CNP0000505	CNS0103057	################	Guangji Chen	1050000000	1040000000	55333	350	826
296036	Phyllanthus emblica	emblic	CNA0002528	TKP_PhEmbl_genome	CNP0000405	CNS0064431	################	燕南 范	1050000000	1040000000	644771	29253	7
114369	Piprites chloris	white-winged piprites	CNA0003428	B10K-DU-007-02	CNP0000505	CNS0103154	################	Guangji Chen	1050000000	1040000000	2144	83	3588
36268	Paradisaea raggiana	Raggiana bird of paradise	CNA0003382	B10K-DU-002-22	CNP0000505	CNS0103109	################	Guangji Chen	1050000000	1040000000	54526	326	862
254448	Cnemophilus loriae	Loria's bird-of-paradise	CNA0003479	B10K-DU-029-38	CNP0000505	CNS0103203	################	Guangji Chen	1050000000	1040000000	79172	203	1419
1196302	Corvus moneduloides	New Caledonian crow	CNA0003577	OUT-0060	CNP0000505	CNS0103272	################	Guangji Chen	1060000000	1040000000	2591	27	11959
2585818	Rhadina sibilatrix	NA	CNA0003386	B10K-DU-002-26	CNP0000505	CNS0103283	################	Guangji Chen	1050000000	1040000000	113319	777	331
135972	Calyptomena viridis	green broadbill	CNA0003404	B10K-DU-002-55	CNP0000505	CNS0103130	################	Guangji Chen	1080000000	1040000000	238827	1600	162
201329	Illadopsis cleaveri	blackcap illadopsis	CNA0003366	B10K-DU-002-01	CNP0000505	CNS0103093	################	Guangji Chen	1060000000	1040000000	123122	705	373
159581	Catharus fuscescens	veery	CNA0003313	B10K-DU-001-17	CNP0000505	CNS0103044	################	Guangji Chen	1060000000	1050000000	183458	938	270
190295	Campylorhamphus procurvoides	NA	CNA0003310	B10K-DU-001-09	CNP0000505	CNS0103041	################	Guangji Chen	1050000000	1050000000	69660	280	1019
337173	Sinosuthora webbiana	crow tit	CNA0003371	B10K-DU-002-08	CNP0000505	CNS0103098	################	Guangji Chen	1060000000	1050000000	78953	286	959
461220	Aleadryas rufinucha	rufous-naped whistler	CNA0003477	B10K-DU-029-36	CNP0000505	CNS0103201	################	Guangji Chen	1050000000	1050000000	67323	774	366
495162	Tachuris rubrigastra	NA	CNA0003294	B10K-CU-031-13	CNP0000505	CNS0103025	################	Guangji Chen	1060000000	1050000000	3878	108	2775
310571	Epinephelus lanceolatus	king grouper	CNA0002408	genome of Epinephelus lanceolatus	CNP0000333	CNS0046686	################	haoyang Gao	1090000000	1050000000	4207	11	46227
68497	Hippolais icterina	icterine warbler	CNA0003379	B10K-DU-002-18	CNP0000505	CNS0103106	################	Guangji Chen	1060000000	1050000000	127926	535	494
9132	Gymnorhina tibicen	Australian magpie	CNA0003369	B10K-DU-002-05	CNP0000505	CNS0103096	################	Guangji Chen	1060000000	1050000000	43674	241	1189
254539	Falcunculus frontatus	Eastern shriketit	CNA0003498	B10K-DU-029-77	CNP0000505	CNS0103221	################	Guangji Chen	1050000000	1050000000	107002	242	1180
161873	Nyssa yunnanensis	NA	CNA0002527	TKP_NyYunn_genome	CNP0000405	CNS0064406	################	燕南 范	1080000000	1050000000	467617	25880	8
9050	Pavo muticus	green peafowl	CNA0038269	Pmut	CNP0002498	CNS0489581	################	海盟 李(haimeng li)	1050000000	1050000000	115	5	75521
237420	Donacobius atricapilla	NA	CNA0003351	B10K-DU-001-63	CNP0000505	CNS0103078	################	Guangji Chen	1060000000	1050000000	78558	537	539
381881	Nesospiza acunhae	NA	CNA0003572	OUT-0053	CNP0000505	CNS0103267	################	Guangji Chen	1060000000	1050000000	53184	275	1018
47692	Menura novaehollandiae	superb lyrebird	CNA0003285	B10K-CU-030-46	CNP0000505	CNS0103017	################	Guangji Chen	1060000000	1050000000	4041	127	2362
47695	Climacteris rufus	rufous treecreeper	CNA0003492	B10K-DU-029-53	CNP0000505	CNS0103216	################	Guangji Chen	1060000000	1050000000	38497	332	864
312124	Scytalopus superciliaris	NA	CNA0003396	B10K-DU-002-46	CNP0000505	CNS0103122	################	Guangji Chen	1070000000	1050000000	46063	442	627
369605	Pachyramphus minor	NA	CNA0003360	B10K-DU-001-72	CNP0000505	CNS0103087	################	Guangji Chen	1060000000	1050000000	74959	504	556
1160851	Platysteira castanea	NA	CNA0003359	B10K-DU-001-71	CNP0000505	CNS0103086	################	Guangji Chen	1060000000	1050000000	62269	386	715
449594	Atrichornis clamosus	NA	CNA0003494	B10K-DU-029-61	CNP0000505	CNS0103218	################	Guangji Chen	1050000000	1050000000	85575	2031	146
2485327	Zosterops hypoxanthus	NA	CNA0003332	B10K-DU-001-36	CNP0000505	CNS0103059	################	Guangji Chen	1060000000	1050000000	131449	873	300
28724	Ptilonorhynchus violaceus	satin bowerbird	CNA0003444	B10K-DU-012-10	CNP0000505	CNS0103169	################	Guangji Chen	1060000000	1050000000	49977	232	1215
2989510	Zoroaster sp. YZ-2022	NA	CNA0051991	SQW42HX01_v1	CNP0003969	CNS0678492	################	周洋(zhouyang)	1060000000	1050000000	6445	10	38901
298831	Setophaga kirtlandii	Kirtland's warbler	CNA0003339	B10K-DU-001-45	CNP0000505	CNS0103066	################	Guangji Chen	1070000000	1060000000	200287	468	560
33598	Crotophaga sulcirostris	groove-billed ani	CNA0003420	B10K-DU-003-44	CNP0000505	CNS0103146	################	Guangji Chen	1080000000	1060000000	4068	172	1745
117165	Grallaria varia	variegated antpitta	CNA0003304	B10K-DU-001-02	CNP0000505	CNS0103035	################	Guangji Chen	1070000000	1060000000	100121	560	474
114331	Oxyruncus cristatus	sharpbill	CNA0003370	B10K-DU-002-07	CNP0000505	CNS0103097	################	Guangji Chen	1060000000	1060000000	31587	261	1136
137541	Tyrannus savana	Fork-tailed flycatcher	CNA0003333	B10K-DU-001-37	CNP0000505	CNS0103060	################	Guangji Chen	1070000000	1060000000	128031	686	428
44397	Melospiza melodia	song sparrow	CNA0003551	OUT-0008	CNP0000505	CNS0103242	################	Guangji Chen	1060000000	1060000000	6043	32	9239
114276	Cephalopterus ornatus	amazonian umbrellabird	CNA0003303	B10K-DU-001-01	CNP0000505	CNS0103034	################	Guangji Chen	1070000000	1060000000	66317	924	290
237433	Nicator chloris	NA	CNA0003393	B10K-DU-002-40	CNP0000505	CNS0103119	################	Guangji Chen	1060000000	1060000000	326630	2281	95
39638	Agelaius phoeniceus	red-winged blackbird	CNA0003570	OUT-0050	CNP0000505	CNS0103265	################	Guangji Chen	1090000000	1060000000	42259	162	1731
360224	Onychorhynchus coronatus	NA	CNA0003472	B10K-DU-028-75	CNP0000505	CNS0103196	################	Guangji Chen	1070000000	1060000000	3365	98	3110
1347786	Callaeas wilsoni	North Island kokako	CNA0003281	B10K-Callaeas-wilsoni	CNP0000505	CNS0103013	################	Guangji Chen	1060000000	1060000000	154270	2157	131
34956	Vireo altiloquus	black-whiskered vireo	CNA0003318	B10K-DU-001-22	CNP0000505	CNS0103049	################	Guangji Chen	1070000000	1060000000	82244	455	659
390723	Ceyx cyanopectus	Indigo-banded kingfisher	CNA0003460	B10K-DU-013-51	CNP0000505	CNS0103185	################	Guangji Chen	1150000000	1060000000	617116	8972	23
626378	Drymodes brunneopygia	NA	CNA0003500	B10K-DU-030-03	CNP0000505	CNS0103223	################	Guangji Chen	1080000000	1070000000	252737	587	431
670337	Alaudala cheleensis	Asian short-toed lark	CNA0003311	B10K-DU-001-15	CNP0000505	CNS0103042	################	Guangji Chen	1080000000	1070000000	178216	687	388
81927	Vidua chalybeata	NA	CNA0003568	OUT-0048	CNP0000505	CNS0103263	################	Guangji Chen	1070000000	1070000000	2961	260	1178
382315	Nyctiprogne leucopyga	NA	CNA0003422	B10K-DU-005-01	CNP0000505	CNS0103148	################	Guangji Chen	1120000000	1070000000	18787	1500	191
419690	Sakesphorus luctuosus	NA	CNA0003307	B10K-DU-001-06	CNP0000505	CNS0103038	################	Guangji Chen	1090000000	1070000000	70433	468	560
91796	Semnornis frantzii	NA	CNA0003336	B10K-DU-001-42	CNP0000505	CNS0103063	################	Guangji Chen	1100000000	1070000000	494102	15292	15
135165	Brachypteracias leptosomus	short-legged ground-roller	CNA0003453	B10K-DU-012-52	CNP0000505	CNS0103178	################	Guangji Chen	1140000000	1070000000	186452	1981	127
68486	Cettia cetti	NA	CNA0003575	OUT-0056	CNP0000505	CNS0103270	################	Guangji Chen	1070000000	1070000000	320169	4716	63
2585816	Pterocles burchelli	NA	CNA0003471	B10K-DU-027-49	CNP0000505	CNS0103285	################	Guangji Chen	1100000000	1070000000	6903	440	594
450177	Dicrurus megarhynchus	NA	CNA0003342	B10K-DU-001-48	CNP0000505	CNS0103069	################	Guangji Chen	1080000000	1080000000	274599	289	1020
48278	Aegotheles bennettii	NA	CNA0003497	B10K-DU-029-76	CNP0000505	CNS0103220	################	Guangji Chen	1090000000	1080000000	53892	843	322
9163	Pitta sordida	hooded pitta	CNA0003403	B10K-DU-002-53	CNP0000505	CNS0103129	################	Guangji Chen	1100000000	1080000000	146496	1452	173
300413	Epinephelus moara	kelp grouper	CNA0013977	genome of Epinephelus moara	CNP0001058	CNS0228083	################	haoyang Gao	1080000000	1080000000	4562	12	44928
54508	Jacana jacana	wattled jacana	CNA0003408	B10K-DU-002-59	CNP0000505	CNS0103134	################	Guangji Chen	1110000000	1080000000	282285	2035	120
161742	Thinocorus orbignyianus	NA	CNA0003397	B10K-DU-002-47	CNP0000505	CNS0103123	################	Guangji Chen	1100000000	1090000000	42478	354	838
56311	Trogon melanurus	black-tailed trogon	CNA0003429	B10K-DU-007-40	CNP0000505	CNS0103155	################	Guangji Chen	1110000000	1090000000	5781	491	601
54369	Heliornis fulica	sungrebe	CNA0003345	B10K-DU-001-55	CNP0000505	CNS0103072	################	Guangji Chen	1100000000	1090000000	85378	744	385
118793	Rostratula benghalensis	greater painted-snipe	CNA0003427	B10K-DU-006-20	CNP0000505	CNS0103153	################	Guangji Chen	1100000000	1090000000	3501	85	3413
172689	Lophotis ruficrista	NA	CNA0003299	B10K-CU-031-23	CNP0000505	CNS0103030	################	Guangji Chen	1110000000	1090000000	4977	427	707
38762	Tanichthys albonubes	white cloud mountain minnow	CNA0013720	Tanichthys_albonubes.genome	CNP0000961	CNS0203364	################	Jieming Chen	1100000000	1100000000	1401	223	1444
153643	Bucorvus abyssinicus	Abyssinian ground-hornbill	CNA0003458	B10K-DU-012-80	CNP0000505	CNS0103183	################	Guangji Chen	1100000000	1100000000	29128	263	1077
7917	Atractosteus spatula	alligator gar	CNA0007308	BGI_Aspa_1.0	CNP0000841	CNS0186507	################	xupeng bi	1160000000	1100000000	869345	251	1230
75869	Asarcornis scutulata	NA	CNA0003571	OUT-0051	CNP0000505	CNS0103266	################	Guangji Chen	1120000000	1100000000	9117	60	6085
297813	Phaetusa simplex	large-billed tern	CNA0003435	B10K-DU-009-16	CNP0000505	CNS0103161	################	Guangji Chen	1150000000	1100000000	13693	618	531
302527	Syrrhaptes paradoxus	Pallas's sandgrouse	CNA0003419	B10K-DU-003-42	CNP0000505	CNS0103145	################	Guangji Chen	1130000000	1100000000	395545	3525	81
54017	Thalassarche chlororhynchos	Atlantic yellow-nosed albatross	CNA0003473	B10K-DU-029-24	CNP0000505	CNS0103197	################	Guangji Chen	1120000000	1110000000	340786	5354	45
458196	Urocolius indicus	NA	CNA0003505	B10K-DU-030-59	CNP0000505	CNS0103228	################	Guangji Chen	1120000000	1110000000	82749	1164	262
2743191	Chiridota heheva	NA	CNA0035936	Chiridota_heheva.fa	CNP0002134	CNS0409921	################	张龙(Zhang Long)	1110000000	1110000000	4610	268	1221
33584	Balaeniceps rex	shoebill	CNA0003455	B10K-DU-012-56	CNP0000505	CNS0103180	################	Guangji Chen	1230000000	1110000000	425162	5014	57
176943	Baryphthengus martii	NA	CNA0003317	B10K-DU-001-21	CNP0000505	CNS0103048	################	Guangji Chen	1120000000	1110000000	157739	1279	219
54386	Rhynochetos jubatus	kagu	CNA0003493	B10K-DU-029-58	CNP0000505	CNS0103217	################	Guangji Chen	1120000000	1110000000	34089	318	962
89386	Ardeotis kori	NA	CNA0003286	B10K-CU-031-01	CNP0000505	CNS0103018	################	Guangji Chen	1150000000	1110000000	9397	481	640
79628	Fregetta grallaria	white-bellied storm-petrel	CNA0003426	B10K-DU-006-09	CNP0000505	CNS0103152	################	Guangji Chen	1170000000	1110000000	16427	927	345
2585822	Zapornia atra	NA	CNA0003442	B10K-DU-011-47	CNP0000505	CNS0103284	################	Guangji Chen	1130000000	1120000000	120944	2081	132
33581	Scopus umbretta	hamerkop	CNA0003411	B10K-DU-002-70	CNP0000505	CNS0103137	################	Guangji Chen	1130000000	1120000000	514647	9361	30
342381	Halcyon senegalensis	NA	CNA0003469	B10K-DU-024-03	CNP0000505	CNS0103194	################	Guangji Chen	1140000000	1120000000	3682	146	2092
545262	Indicator maculatus	spotted honeyguide	CNA0003364	B10K-DU-001-78	CNP0000505	CNS0103091	################	Guangji Chen	1140000000	1120000000	99030	605	457
227226	Nycticryphes semicollaris	NA	CNA0003376	B10K-DU-002-14	CNP0000505	CNS0103103	################	Guangji Chen	1130000000	1120000000	50062	466	700
54971	Arenaria interpres	turnstone	CNA0003423	B10K-DU-005-73	CNP0000505	CNS0103149	################	Guangji Chen	1130000000	1120000000	99114	1627	179
8851	Anseranas semipalmata	magpie goose	CNA0003347	B10K-DU-001-57	CNP0000505	CNS0103074	################	Guangji Chen	1130000000	1120000000	26934	505	621
287016	Chroicocephalus maculipennis	brown-hooded gull	CNA0003467	B10K-DU-021-33	CNP0000505	CNS0103192	################	Guangji Chen	1150000000	1120000000	11588	672	478
243314	Hemiprocne comata	NA	CNA0003319	B10K-DU-001-23	CNP0000505	CNS0103050	################	Guangji Chen	1150000000	1130000000	80594	821	355
227192	Pedionomus torquatus	plains-wanderer	CNA0003499	B10K-DU-029-80	CNP0000505	CNS0103222	################	Guangji Chen	1150000000	1130000000	127742	1171	250
175529	Amazona guildingii	NA	CNA0003340	B10K-DU-001-46	CNP0000505	CNS0103067	################	Guangji Chen	1140000000	1130000000	97853	1085	271
262131	Alopecoenas beccarii	Western bronze ground-dove	CNA0003425	B10K-DU-006-06	CNP0000505	CNS0103151	################	Guangji Chen	1130000000	1130000000	204001	458	664
325343	Eurystomus gularis	NA	CNA0003401	B10K-DU-002-51	CNP0000505	CNS0103127	################	Guangji Chen	1140000000	1130000000	102877	1428	194
48426	Nyctibius bracteatus	Rufous potoo	CNA0003291	B10K-CU-031-10	CNP0000505	CNS0103022	################	Guangji Chen	1170000000	1130000000	12620	599	381
1679276	Castanopsis ferox	NA	CNA0002508	TKP_CaFero_genome	CNP0000405	CNS0064420	################	燕南 范	1180000000	1130000000	375516	10776	19
30388	Chauna torquata	southern screamer	CNA0003439	B10K-DU-011-36	CNP0000505	CNS0103165	################	Guangji Chen	1170000000	1140000000	96439	1360	231
56258	Sagittarius serpentarius	NA	CNA0003440	B10K-DU-011-38	CNP0000505	CNS0103166	################	Guangji Chen	1150000000	1140000000	156714	2280	126
118183	Chordeiles acutipennis	lesser nighthawk	CNA0003432	B10K-DU-008-62	CNP0000505	CNS0103158	################	Guangji Chen	1170000000	1140000000	9469	448	667
43316	Glareola pratincola	NA	CNA0003290	B10K-CU-031-08	CNP0000505	CNS0103021	################	Guangji Chen	1170000000	1140000000	12285	768	414
56068	Sula dactylatra	masked booby	CNA0003399	B10K-DU-002-49	CNP0000505	CNS0103125	################	Guangji Chen	1170000000	1150000000	268457	1745	149
2843483	Balanophora fungosa var. globosa	NA	CNA0050684	Denovo assembly of LC23-F-DNA	CNP0003054	CNS0552500	################	陈晓丽(Xiaoli Chen)	1150000000	1150000000	72586	268	533
1495044	Quercus aquifolioides	NA	CNA0030129	Q.aquifolioides	CNP0002058	CNS0398251	################	杜芳(Fang K. Du)	1150000000	1150000000	1445	304	1202
240209	Rhinoptilus africanus	double-banded courser	CNA0003391	B10K-DU-002-36	CNP0000505	CNS0103117	################	Guangji Chen	1160000000	1150000000	82369	839	379
79653	Oceanites oceanicus	Wilson's storm-petrel	CNA0003292	B10K-CU-031-11	CNP0000505	CNS0103023	################	Guangji Chen	1180000000	1150000000	8410	835	408
9117	Grus americana	Whooping crane	CNA0003457	B10K-DU-012-65	CNP0000505	CNS0103182	################	Guangji Chen	1160000000	1150000000	87503	1208	263
56262	Pandion haliaetus	osprey	CNA0003456	B10K-DU-012-58	CNP0000505	CNS0103181	################	Guangji Chen	1170000000	1150000000	260671	2824	100
33601	Piaya cayana	squirrel cuckoo	CNA0003431	B10K-DU-008-47	CNP0000505	CNS0103157	################	Guangji Chen	1170000000	1150000000	292329	2268	130
48427	Nyctibius grandis	NA	CNA0003346	B10K-DU-001-56	CNP0000505	CNS0103073	################	Guangji Chen	1160000000	1150000000	113716	1679	157
13746	Uria aalge	Guillemot	CNA0003558	OUT-0019	CNP0000505	CNS0103249	################	Guangji Chen	1200000000	1150000000	219191	34	10927
54059	Stercorarius parasiticus	NA	CNA0003316	B10K-DU-001-20	CNP0000505	CNS0103047	################	Guangji Chen	1160000000	1150000000	38292	514	641
458190	Dromas ardeola	NA	CNA0003454	B10K-DU-012-55	CNP0000505	CNS0103179	################	Guangji Chen	1200000000	1150000000	71618	1026	311
78217	Glaucidium brasilianum	ferruginous pygmy-owl	CNA0003433	B10K-DU-008-63	CNP0000505	CNS0103159	################	Guangji Chen	1170000000	1160000000	3529	183	1728
4111	Solanum melongena	brinjal	CNA0007245	guiqie1	CNP0000734	CNS0136267	################	jinmin lian	1160000000	1160000000	319	6	93893
56067	Anhinga anhinga	American anhinga	CNA0003300	B10K-CU-031-38	CNP0000505	CNS0103031	################	Guangji Chen	1180000000	1160000000	10146	1013	338
110676	Cochlearius cochlearius	boat-billed heron	CNA0003288	B10K-CU-031-03	CNP0000505	CNS0103019	################	Guangji Chen	1170000000	1160000000	3767	195	1677
1352770	Chunga burmeisteri	Black-legged seriema	CNA0003298	B10K-CU-031-22	CNP0000505	CNS0103029	################	Guangji Chen	1170000000	1160000000	3565	223	1426
56324	Lanius collurio	red-backed shrike	CNA0004110	Lanius_collurio_V01.fasta.gz	CNP0000684	CNS0127208	################	Guangji Chen	1220000000	1160000000	43950	15	23757
28689	Alca torda	razorbill	CNA0003548	OUT-0003	CNP0000505	CNS0103239	################	Guangji Chen	1170000000	1160000000	93234	1291	239
54359	Psophia crepitans	common trumpeter	CNA0003348	B10K-DU-001-60	CNP0000505	CNS0103075	################	Guangji Chen	1170000000	1160000000	36535	631	468
321084	Circaetus pectoralis	black-chested snake-eagle	CNA0003437	B10K-DU-010-60	CNP0000505	CNS0103163	################	Guangji Chen	1180000000	1160000000	4165	260	1335
56343	Herpetotheres cachinnans	NA	CNA0003424	B10K-DU-005-78	CNP0000505	CNS0103150	################	Guangji Chen	1180000000	1160000000	2770	188	1838
54356	Aramus guarauna	limpkin	CNA0003374	B10K-DU-002-11	CNP0000505	CNS0103101	################	Guangji Chen	1170000000	1160000000	43910	386	803
103956	Corythaixoides concolor	grey go-away-bird	CNA0003438	B10K-DU-011-20	CNP0000505	CNS0103164	################	Guangji Chen	1190000000	1170000000	6352	243	1398
328946	Calidris temminckii	NA	CNA0022757	D2003004766	CNP0001928	CNS0386261	################	Guangji Chen	1230000000	1170000000	71988	39	8190
9252	Podilymbus podiceps	NA	CNA0003434	B10K-DU-009-04	CNP0000505	CNS0103160	################	Guangji Chen	1200000000	1170000000	5985	461	723
227184	Rynchops niger	black skimmer	CNA0003378	B10K-DU-002-16	CNP0000505	CNS0103105	################	Guangji Chen	1180000000	1170000000	42920	633	520
227182	Chionis minor	black-faced sheathbill	CNA0003515	B10K-UC-030-51	CNP0000505	CNS0103236	################	Guangji Chen	1180000000	1170000000	37247	545	596
8905	Podargus strigoides	tawny frogmouth	CNA0003335	B10K-DU-001-40	CNP0000505	CNS0103062	################	Guangji Chen	1180000000	1170000000	447120	1609	166
252798	Spizaetus tyrannus	black hawk-eagle	CNA0003430	B10K-DU-007-42	CNP0000505	CNS0103156	################	Guangji Chen	1180000000	1170000000	3273	208	1693
8790	Dromaius novaehollandiae	emu	CNA0003302	B10K-Dromaius-novaehollandiae	CNP0000505	CNS0103033	################	Guangji Chen	1200000000	1170000000	3301	77	4151
1679278	Castanopsis echidnocarpa	NA	CNA0002507	TKP_CaEchi_genome	CNP0000405	CNS0064434	################	燕南 范	1280000000	1180000000	358769	3599	49
1118524	Ciccaba nigrolineata	NA	CNA0003308	B10K-DU-001-07	CNP0000505	CNS0103039	################	Guangji Chen	1190000000	1180000000	72569	770	415
322582	Ramphastos sulfuratus	NA	CNA0003326	B10K-DU-001-30	CNP0000505	CNS0103054	################	Guangji Chen	1200000000	1180000000	247521	3275	83
227228	Pluvianellus socialis	magellanic plover	CNA0003445	B10K-DU-012-14	CNP0000505	CNS0103170	################	Guangji Chen	1190000000	1180000000	106680	2707	120
1323832	Calonectris borealis	Cory's shearwater	CNA0003564	OUT-0025	CNP0000505	CNS0103255	################	Guangji Chen	1180000000	1180000000	183884	4880	64
8787	Casuarius casuarius	Australian cassowary	CNA0003282	B10K-Casuarius-casuarius	CNP0000505	CNS0103014	################	Guangji Chen	1200000000	1180000000	3215	66	5669
37042	Fregata magnificens	NA	CNA0003398	B10K-DU-002-48	CNP0000505	CNS0103124	################	Guangji Chen	1210000000	1180000000	295417	2064	139
79633	Oceanodroma tethys	Wedge-rumped storm-petrel	CNA0003328	B10K-DU-001-32	CNP0000505	CNS0103056	################	Guangji Chen	1200000000	1180000000	86879	895	367
670340	Calidris minuta	NA	CNA0022756	D2003004765	CNP0001928	CNS0386260	################	Guangji Chen	1330000000	1190000000	152067	158	1909
92688	Eudyptes sclateri	Erect-crested penguin	CNA0003605	scaffold_Eudyptes_sclateri.fa.gz	CNP0000605	CNS0106305	################	Hailin Pan	1210000000	1190000000	3644	174	1921
190246	Pterospermum menglunense	NA	CNA0002530	TKP_PtMeng_genome	CNP0000405	CNS0064423	################	燕南 范	1210000000	1190000000	346536	20760	14
225398	Himantopus himantopus	black-winged stilt	CNA0003375	B10K-DU-002-13	CNP0000505	CNS0103102	################	Guangji Chen	1200000000	1190000000	62022	470	710
8919	Calidris alpina	dunlin	CNA0022754	D2003004763	CNP0001928	CNS0386258	################	Guangji Chen	1270000000	1190000000	81395	26	13982
52777	Ciconia maguari	NA	CNA0003341	B10K-DU-001-47	CNP0000505	CNS0103068	################	Guangji Chen	1210000000	1190000000	81876	944	364
243888	Larus smithsonianus	American herring gull	CNA0003387	B10K-DU-002-28	CNP0000505	CNS0103113	################	Guangji Chen	1200000000	1190000000	284258	3475	79
1419345	Eudyptes filholi	Southern rockhopper penguin	CNA0003599	scaffold_Eudyptes_chrysocome_filholi.fa.gz	CNP0000605	CNS0106304	################	Hailin Pan	1220000000	1190000000	2312	49	6429
425643	Ibidorhyncha struthersii	NA	CNA0003503	B10K-DU-030-25	CNP0000505	CNS0103226	################	Guangji Chen	1210000000	1190000000	88555	648	504
1118748	Mesembrinibis cayennensis	NA	CNA0003338	B10K-DU-001-44	CNP0000505	CNS0103065	################	Guangji Chen	1200000000	1200000000	98463	669	478
8969	Haliaeetus albicilla	white-tailed eagle	CNA0003567	OUT-0040	CNP0000505	CNS0103260	################	Guangji Chen	1220000000	1200000000	6415	75	4702
167853	Eudyptes chrysocome chrysocome	NA	CNA0003598	scaffold_Eudyptes_chrysocome.fa.gz	CNP0000605	CNS0106303	################	Hailin Pan	1230000000	1200000000	3374	169	1949
84834	Molothrus ater	NA	CNA0003569	OUT-0049	CNP0000505	CNS0103264	################	Guangji Chen	1230000000	1200000000	144369	163	2048
2478892	Atlantisia rogersi	Inaccessible Island rail	CNA0003574	OUT-0055	CNP0000505	CNS0103269	################	Guangji Chen	1200000000	1200000000	498408	8560	35
