projectGoldId	projectName	legacyGoldId	studyGoldId	biosampleGoldId	organismGoldId	itsProposalId	itsSpid	itsSampleId	pmoProjectId	gptsProposalId	ncbiBioProjectAccession	ncbiBioSampleAccession	projectStatus	sequencingStatus	jgiFundingProgram	jgiFundingYear	hmpId	modDate	addDate	sequencingStrategy	sequencingCenters	seqMethod	genomePublications	otherPublications	sraExperimentIds	ncbiTaxId
Gp0110614	Hydnopolyporus fimbriatus CBS384.51 Standard Draft		Gs0000001		Go0110143	662	1051179			300789	PRJNA334190	SAMN05446005	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-02-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2124808', 'SRX2124809']	378272
Gp0114543	Sporopachydermia lactativora Phaff 68-199 Standard Draft		Gs0000001		Go0112295	662	1063589			300789	PRJNA332930	SAMN05442979	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX5208616']	45794
Gp0114595	Pascua guehoae 60-59 Standard Draft		Gs0000001		Go0112328	662	1063583			300789	PRJNA332935	SAMN05445931	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2139624']	105714
Gp0116464	Blyttiomyces helicus Perch Fen Single Cell Genome		Gs0000001		Go0113118	662	1069920	89222		300789	PRJNA332782	SAMN05443170	incomplete	Complete	CSP	2012		2016-09-09	2015-06-23	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[{'pubmedId': 30297742, 'journalName': 'Nat Microbiol', 'volume': '3', 'issue': '12', 'page': '1417-1428', 'title': 'Leveraging single-cell genomics to expand the fungal tree of life.', 'publicationDate': '2018-02-01', 'doi': '10.1038/s41564-018-0261-0'}]	[]	['SRX2143322', 'SRX2143323', 'SRX2143324', 'SRX2143335', 'SRX2143325', 'SRX2143330', 'SRX2143321', 'SRX2143326', 'SRX2143327', 'SRX2143328']	388810
Gp0036250	Leucogyrophana mollusca KUC20120723A-06	Gi0042412	Gs0000001		Go0036250	662	1018591			300789	PRJNA239087	SAMN02744841	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX711942']	85980
Gp0120278	Rickenella mellea SZMC22713 Standard Draft		Gs0000001		Go0115973	662	1075324			300789	PRJNA334780	SAMN05445462	Permanent Draft	Complete	CSP	2012		2023-02-13	2015-08-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX5208748', 'SRX5208749']	50990
Gp0120236	Pholiota molesta CBS 144467 Standard Draft		Gs0000001		Go0115941	662	1075443			300789	PRJNA347042	SAMN05877770	incomplete	Complete	CSP	2012		2023-01-31	2015-08-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX3886459', 'SRX3886457', 'SRX3886458', 'SRX3886455', 'SRX3886456', 'SRX3886453', 'SRX3886464', 'SRX3886465', 'SRX3886454', 'SRX3886451', 'SRX3886462', 'SRX3886452', 'SRX3886463', 'SRX3886460', 'SRX3886450', 'SRX3886461']	2066989
Gp0120268	Quambalaria pitereka CMW5583 Standard Draft		Gs0000001		Go0115965	662	1081729			300789	PRJNA347053	SAMN05878405	incomplete	In progress	CSP	2012		2022-07-25	2015-08-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel II']	[]	[]	[]	363178
Gp0120324	Typhula sp. TRa3160C Standard Draft		Gs0000001		Go0116011	662	1081721			300789	PRJNA347070	SAMN05880604	incomplete	Complete	CSP	2012		2023-02-15	2015-08-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX6381685', 'SRX6381686', 'SRX6381683', 'SRX6381684']	1907243
Gp0124154	Mycotypha africana NRRL 2978 Standard Draft		Gs0000001		Go0118597	662	1085227			300789	PRJNA332250	SAMN05445191	Permanent Draft	Complete	CSP	2012		2023-01-05	2015-11-06	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX2483911', 'SRX2483910', 'SRX2483904', 'SRX2483914', 'SRX2483913', 'SRX2483912', 'SRX2483908', 'SRX2483907', 'SRX2483906', 'SRX2483905', 'SRX2483909']	64632
Gp0128153	Blakeslea trispora NRRL 2456 Standard Draft		Gs0000001		Go0120276	662	1085219			300789	PRJNA334931	SAMN05444963	Permanent Draft	Complete	CSP	2012		2023-01-06	2016-01-29	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX2483859', 'SRX2483858', 'SRX2483860']	4850
Gp0146603	Cytidiella melzeri FP 102339 Standard Draft		Gs0000001		Go0141478	662	1106168			300789	PRJNA331562	SAMN05519187	Permanent Draft	Complete	CSP	2012		2022-12-23	2016-05-24	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX3006958', 'SRX3006959', 'SRX3006960', 'SRX3006967', 'SRX3006956', 'SRX3006957', 'SRX3006965', 'SRX3006954', 'SRX3006955', 'SRX3006966', 'SRX3006963', 'SRX3006964', 'SRX3006953', 'SRX3006961', 'SRX3006962']	1883072
Gp0191679	Cristinia sonorae KKN 215 Standard Draft		Gs0000001		Go0357135	662	1119263			300789	PRJNA363661	SAMN06281765	incomplete	Complete	CSP	2012		2022-12-29	2016-12-15	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX4640055', 'SRX4640054', 'SRX4640053', 'SRX4640052', 'SRX4640051', 'SRX4640050']	1940300
Gp0191681	Dendrothele microspora FP 101998 Minimal Draft		Gs0000001		Go0357137	662	1119269			300789	PRJNA363663	SAMN06265514	incomplete	Complete	CSP	2012		2022-12-29	2016-12-15	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX5634576']	1124678
Gp0191683	Fenestella fenestrata ATCC 66461 Standard Draft		Gs0000001		Go0357139	662	1119275			300789	PRJNA363665	SAMN06265515	incomplete	Complete	CSP	2012		2022-12-29	2016-12-15	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX4365289', 'SRX4365288', 'SRX4365287', 'SRX4365286', 'SRX4365285', 'SRX4365284', 'SRX4365291', 'SRX4365290']	914049
Gp0191684	Mycobernardia incrustans CBS 104901 Standard Draft		Gs0000001		Go0357140	662	1119277			300789	PRJNA363666	SAMN06265516	incomplete	Complete	CSP	2012		2022-12-29	2016-12-15	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX4917269', 'SRX4917268', 'SRX4917270', 'SRX4917267', 'SRX4917266', 'SRX4917277', 'SRX4917276', 'SRX4917265', 'SRX4917275', 'SRX4917264', 'SRX4917274', 'SRX4917263', 'SRX4917273', 'SRX4917262', 'SRX4917272', 'SRX4917271']	202708
Gp0191694	Symmetrospora gracilis NRRL Y-5504		Gs0000001		Go0357150	662	1125761			300789	PRJNA368370	SAMN06266700	incomplete	Complete	CSP	2012		2022-12-27	2016-12-15	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX5059454', 'SRX5059453', 'SRX5059452', 'SRX5059451', 'SRX5059447', 'SRX5059446', 'SRX5059445', 'SRX5059444', 'SRX5059455', 'SRX5059449', 'SRX5059448', 'SRX5059450']	5435
Gp0230245	Syncephalis pseudoplumigaleata Benny S71-1 - Syn4K3		Gs0000001		Go0036342	662	1019525	101903		300789	PRJNA421600	SAMN08148441	incomplete	Complete	CSP	2012		2017-12-08	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[]	[]	[]	1712513
Gp0234574	Thamnocephalis sphaerospora RSA 1356 - Tham5hM19		Gs0000001		Go0118503	662	1090758	101906		300789	PRJNA421754	SAMN08153359	incomplete	Complete	CSP	2012		2022-08-14	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[]	[]	[]	78915
Gp0234567	Thamnocephalis sphaerospora RSA 1356 - Tham5hE12		Gs0000001		Go0118503	662	1090758	101910		300789	PRJNA421747	SAMN08153358	incomplete	Complete	CSP	2012		2022-08-14	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[]	[]	[]	78915
Gp0234572	Thamnocephalis sphaerospora RSA 1356 - Tham5hL03		Gs0000001		Go0118503	662	1090758	101907		300789	PRJNA421752	SAMN08153351	incomplete	Complete	CSP	2012		2022-08-14	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[]	[]	[]	78915
Gp0457374	Ustanciosporium gigantosporum RK316 Standard Draft		Gs0000001		Go0529074	662	1249685			300789	PRJNA697997	SAMN17703989	incomplete	Complete	CSP	2012		2021-11-07	2019-10-30	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel II']	[]	[]	['SRX10085607']	1134041
Gp0305070	Urocystis occulta CBS 102.71 Standard Draft		Gs0000001		Go0411497	662	1185590			300789	PRJNA500121	SAMN10362768	incomplete	Complete	CSP	2012		2023-01-08	2018-03-17	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX5249380', 'SRX5249379']	1983702
Gp0568759	Gnomoniopsis castanea Behrend Standard Draft		Gs0000001		Go0580157	662	1292173			300789			incomplete	Complete	CSP	2012		2022-07-23	2021-05-28	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel II']	[]	[]	[]	1940663
Gp0024397	Rhizopus microsporus sv. van Tieghem	Gi21428	Gs0000001		Go0024397	662	1006125			300789	PRJNA205957	SAMN02745869	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-09-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[{'pubmedId': 27956601, 'journalName': 'Proceedings of the National Academy of Sciences of the United States of America', 'volume': '113', 'issue': '52', 'page': '15102-15107', 'title': 'Lipid metabolic changes in an early divergent fungus govern the establishment of a mutualistic symbiosis with endobacteria.', 'publicationDate': '2016-02-01', 'doi': '10.1073/pnas.1615148113'}]	[]	['SRX871850', 'SRX871851']	1340429
Gp0110544	Bulgaria inquinans CBS118.31 Standard Draft		Gs0000001		Go0110073	662	1051161			300789	PRJNA333781	SAMN05447058	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-02-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2124799', 'SRX2124800']	73172
Gp0110917	Usnea florida ATCC18376 Standard Draft		Gs0000001		Go0110444	662	1051215			300789	PRJNA333495	SAMN05446913	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-02-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina NextSeq-MO', 'Illumina HiSeq 2500-1TB']	[]	[]	['SRX4341798', 'SRX2124818', 'SRX2124819']	111620
Gp0110654	Plectania melastoma CBS 918.72 Standard Draft		Gs0000001		Go0110182	662	1040543			300789	PRJNA334197	SAMN05446856	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-02-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2112567', 'SRX2112566']	1280572
Gp0033164	Microascus trigonosporus CBS 218.31	Gi22531	Gs0000001		Go0033164	662	1015503			300789	PRJNA196081	SAMN02745848	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-11-01	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX875106', 'SRX875107']	36921
Gp0033118	Amniculicola lignicola CBS 123094	Gi38951	Gs0000001		Go0033166	662	1011329			300789	PRJNA217192	SAMN02745971	Permanent Draft	Complete	CSP	2012		2022-12-30	2012-11-01	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX1670894', 'SRX1670893', 'SRX1670892']	1392246
Gp0033174	Dothidotthia symphoricarpi CBS 119687	Gi38954	Gs0000001		Go0033173	662	1011345			300789	PRJNA217191	SAMN02745847	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-11-01	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX711591', 'SRX711592', 'SRX711593']	1392245
Gp0019399	Umbelopsis ramanniana AG	Gi22198	Gs0000001		Go0019399	662	1006137		408235	300789	PRJNA196032	SAMN02745731	Permanent Draft	Complete	CSP	2012		2022-12-30	2012-03-06	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX874542']	41833
Gp0019419	Aplosporella prunicola CBS 121167	Gi21413	Gs0000001		Go0019342	662	1006427		407837	300789	PRJNA196034	SAMN02745735	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-03-06	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	[]	462254
Gp0019431	Gymnascella citrina NRRL 5970	Gi38928	Gs0000001		Go0019369	662	1006435		407824	300789	PRJNA205958	SAMN02745737	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-03-06	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX874552']	37245
Gp0034229	Dendrothele bispora CBS 962.96	Gi22663	Gs0000001		Go0034229	662	1016303			300789	PRJNA196017	SAMN02744998	Permanent Draft	Complete	CSP	2012		2022-12-27	2012-12-12	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[{'pubmedId': 30886374, 'journalName': 'Nature ecology & evolution', 'volume': None, 'issue': None, 'page': None, 'title': 'Megaphylogeny resolves global patterns of mushroom evolution.', 'publicationDate': '2019-02-01', 'doi': '10.1038/s41559-019-0834-1'}]	[]	['SRX875134', 'SRX875135']	1314803
Gp0034307	Melampsora x columbiana Clatskanie	Gi0054936	Gs0000001		Go0034307	662	1027455			300789	PRJNA346795	SAMN05920704	incomplete	Complete	CSP	2012		2023-02-17	2013-10-08	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio Sequel']	[]	[]	['SRX6766560', 'SRX6766561', 'SRX6766562', 'SRX6766563', 'SRX6766564', 'SRX6766555', 'SRX6766556', 'SRX6766557', 'SRX6766558', 'SRX6766559']	1195720
Gp0033623	Eremomyces bilateralis CBS 781.70	Gi38965	Gs0000001		Go0033623	662	1011349			300789	PRJNA217190	SAMN02744867	Permanent Draft	Complete	CSP	2012		2023-02-17	2012-11-13	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX711615', 'SRX711616']	1392243
Gp0036310	Polyplosphaeria fusca CBS 125425	Gi0042312	Gs0000001		Go0036311	662	1019777			300789	PRJNA245626	SAMN02744848	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-11	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2050866']	682080
Gp0036337	Trichodelitschia bisporula CBS 262.69	Gi0042326	Gs0000001		Go0036337	662	1019741			300789	PRJNA245628	SAMN02744851	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-11	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2050817', 'SRX2050816']	703511
Gp0036344	Xylona heveae TC161	Gi0042448	Gs0000001		Go0036344	662	1019529			300789	PRJNA200619	SAMN02744854	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[{'pubmedId': 26693682, 'journalName': 'Fungal Biol', 'volume': '120', 'issue': '1', 'page': '26-42', 'title': 'The genome of Xylona heveae provides a window into fungal endophytism.', 'publicationDate': '2016-02-01', 'doi': '10.1016/j.funbio.2015.10.002'}]	[]	['SRX872596', 'SRX872597']	1328760
Gp0036376	Cystobasidium minutum MCA 4210	Gi0042472	Gs0000001		Go0036640	662	1019581			300789	PRJNA218034	SAMN02744856	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-03-18	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX712028', 'SRX712027']	1397322
Gp0039185	Delitschia confertaspora ATCC 74209	Gi0045340	Gs0000001		Go0039185	662	1020481			300789	PRJNA251766	SAMN02841240	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-04-05	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX1726667']	1504671
Gp0039950	Coniochaeta sp. PMI_546	Gi0045691	Gs0000001		Go0039950	662	1021558			300789	PRJNA234867	SAMN05660370	Permanent Draft	Complete	CSP	2012		2022-12-27	2013-04-30	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2112411', 'SRX2112412']	1450552
Gp0039954	Flagelloscypha sp. PMI_526	Gi0045695	Gs0000001		Go0039954	662	1021566			300789	PRJNA243949	SAMN02744647	incomplete	Complete	CSP	2012		2023-02-17	2013-04-30	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'PacBio Sequel']	[]	[]	['SRX5009210', 'SRX5009211', 'SRX5009212']	1485228
Gp0093945	Ramicandelaber brevisporus CBS 109374	Gi0073702	Gs0000001		Go0093945	662	1040174			300789	PRJNA251765	SAMN02841238	Permanent Draft	Complete	CSP	2012		2022-12-27	2014-05-05	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX2112539', 'SRX2112540']	304332
Gp0108471	Septobasidium sp. PNB30-8B	Gi0079762	Gs0000001		Go0108471	662	1047727			300789	PRJNA333941	SAMN05519274	Permanent Draft	Complete	CSP	2012		2022-12-27	2014-10-31	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2118883', 'SRX2118884']	1884257
Gp0106655	Heliocybe sulcata OMC1185	Gi0078887	Gs0000001		Go0106655	662	1047715			300789	PRJNA265455	SAMN03159491	Permanent Draft	Complete	CSP	2012		2022-12-27	2014-09-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[{'pubmedId': 30886374, 'journalName': 'Nature ecology & evolution', 'volume': None, 'issue': None, 'page': None, 'title': 'Megaphylogeny resolves global patterns of mushroom evolution.', 'publicationDate': '2019-02-01', 'doi': '10.1038/s41559-019-0834-1'}]	[]	['SRX2118894', 'SRX2118893']	5364
Gp0110605	Fibulobasidium inconspicuum UCDFST 89-39 Standard Draft		Gs0000001		Go0110134	662	1052658			300789	PRJNA334185	SAMN05446637	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-02-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2126081', 'SRX2126082']	57688
Gp0114195	Rhizina undulata CBS 300.56 Minimal Draft		Gs0000001		Go0112002	662	1042903			300789	PRJNA333148	SAMN05446294	incomplete	Complete	CSP	2012		2023-02-14	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[]	[]	['SRX7140849']	44645
Gp0114232	Pseudomicrostroma glucosiphilum gen et sp. nov MCA4718 Standard Draft		Gs0000001		Go0106754	662	1036204			300789	PRJNA330883	SAMN05428992	Permanent Draft	Complete	CSP	2012		2023-02-14	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500']	[{'pubmedId': 29771364, 'journalName': 'Molecular biology and evolution', 'volume': '35', 'issue': '8', 'page': '1840-1854', 'title': 'Broad Genomic Sampling Reveals a Smut Pathogenic Ancestry of the Fungal Clade Ustilaginomycotina.', 'publicationDate': '2018-02-01', 'doi': '10.1093/molbev/msy072'}]	[]	['SRX2064630', 'SRX2064631']	1684307
Gp0113817	Nia vibrissa CBS 119815 Minimal Draft		Gs0000001		Go0111708	662	1054464			300789	PRJNA346287	SAMN05920723	incomplete	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX4632514']	155003
Gp0113718	Hygrophoropsis aurantiaca ATCC 28755 Standard Draft		Gs0000001		Go0111657	662	1045297			300789	PRJNA346268	SAMN05877903	incomplete	Complete	CSP	2012		2023-01-06	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2330963']	72124
Gp0113507	Coccomyces strobi CBS 202.91 Standard Draft		Gs0000001		Go0111513	662	1040519			300789	PRJNA340577	SAMN05720430	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500', 'Illumina HiSeq 2500-Rapid']	[]	[]	['SRX2330926', 'SRX2330927']	380015
Gp0114256	Scytinostroma sp. KUC9413 Standard Draft		Gs0000001		Go0112034	662	1036200			300789	PRJNA333305	SAMN05518937	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB', 'PacBio RS II']	[]	[]	['SRX2482216', 'SRX2482217', 'SRX2482225', 'SRX2482218', 'SRX2482219', 'SRX2482220', 'SRX2482223', 'SRX2482224', 'SRX2482221', 'SRX2482222']	1884260
Gp0114071	Paxillus ammoniavirescens Pou09.2 Standard Draft		Gs0000001		Go0111951	662	1047709			300789	PRJNA333096	SAMN05445971	Permanent Draft	Complete	CSP	2012		2022-12-30	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2118876']	1132860
Gp0113499	Clohesyomyces aquaticus CBS 115471 Standard Draft		Gs0000001		Go0111506	662	1054410			300789	PRJNA330694	SAMN05421902	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX1973202', 'SRX1973201', 'SRX1973200', 'SRX1973199', 'SRX1973198', 'SRX1973204', 'SRX1973203']	1231657
Gp0110883	Sugiyamaella americana NRRL YB-2067 Standard Draft		Gs0000001		Go0110410	662	1040555			300789	PRJNA333475	SAMN05446011	Permanent Draft	Complete	CSP	2012		2022-12-27	2015-02-25	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2112580', 'SRX2112579']	796026
Gp0114575	Thelephora ganbajun P2 Standard Draft		Gs0000001		Go0112315	662	1050999			300789	PRJNA332932	SAMN05445929	Permanent Draft	Complete	CSP	2012		2023-02-17	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2124801']	370292
Gp0114617	Xylaria hypoxylon OSC100004 Standard Draft		Gs0000001		Go0112340	662	1050987			300789	PRJNA332938	SAMN05445933	Permanent Draft	Complete	CSP	2012		2023-02-13	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB']	[]	[]	['SRX2124810', 'SRX2124811']	37992
Gp0113302	Entomophaga maimaga ARSEF 7190 Standard Draft		Gs0000001		Go0111360	662	1042522			300789	PRJNA346853	SAMN05920707	incomplete	Complete	CSP	2012		2023-02-13	2015-04-20	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina HiSeq 2500-1TB', 'Illumina HiSeq X Ten']	[]	[]	['SRX4632519']	42810
Gp0119912	Calycina marina TRa3180A Minimal Draft		Gs0000001		Go0115657	662	1081727			300789	PRJNA347008	SAMN05877805	incomplete	Complete	CSP	2012		2022-07-25	2015-08-22	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina NovaSeq']	[]	[]	['SRX5780893']	1763456
Gp0141669	Lophodermium nitens PLMe3-1-3 Standard Draft		Gs0000001		Go0136819	662	1104858			300789	PRJNA335148	SAMN05444519	incomplete	Complete	CSP	2012		2022-12-27	2016-05-06	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX4364852', 'SRX4364841', 'SRX4364851', 'SRX4364840', 'SRX4364850', 'SRX4364839', 'SRX4364838', 'SRX4364849', 'SRX4364848', 'SRX4364837', 'SRX4364836', 'SRX4364847', 'SRX4364846', 'SRX4364857', 'SRX4364845', 'SRX4364856', 'SRX4364844', 'SRX4364855', 'SRX4364854', 'SRX4364843', 'SRX4364842', 'SRX4364853']	190466
Gp0155036	Sparassis latifolia CCMJ1100 Standard Draft		Gs0000001		Go0146365	662	1105659			300789	PRJNA347223	SAMN05878664	Permanent Draft	Complete	CSP	2012		2022-12-27	2016-08-30	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX2485705', 'SRX2485706', 'SRX2485707', 'SRX2485708', 'SRX2485712', 'SRX2485713', 'SRX2485704', 'SRX2485710', 'SRX2485711', 'SRX2485709']	1202976
Gp0191689	Myxozyma melibiosi Phaff 52-87 Standard Draft		Gs0000001		Go0357145	662	1119291			300789	PRJNA368365	SAMN06266867	incomplete	Complete	CSP	2012		2022-12-27	2016-12-15	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX4644550', 'SRX4644545', 'SRX4644544', 'SRX4644547', 'SRX4644546', 'SRX4644549', 'SRX4644548']	54550
Gp0196961	Tilletiopsis sp TKC30 Standard Draft		Gs0000001		Go0358350	662	1105661			300789	PRJNA370063	SAMN06310398	Permanent Draft	Complete	CSP	2012		2022-12-27	2017-01-31	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['PacBio RS II']	[]	[]	['SRX3538967', 'SRX3538968', 'SRX3538965', 'SRX3538966', 'SRX3538963', 'SRX3538964']	1954214
Gp0234557	Thamnocephalis sphaerospora RSA 1356 - Nex5hB06		Gs0000001		Go0118503	662	1090758	107211		300789	PRJNA421755	SAMN08153366	incomplete	Complete	CSP	2012		2022-08-14	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[]	[]	[]	78915
Gp0234558	Thamnocephalis sphaerospora RSA 1356 - Nex5hE12		Gs0000001		Go0118503	662	1090758	107210		300789	PRJNA421756	SAMN08153363	incomplete	Complete	CSP	2012		2022-08-14	2017-08-26	Whole Genome Sequencing	['DOE Joint Genome Institute (JGI)']	['Illumina MiSeq', 'Illumina HiSeq 2500-1TB']	[]	[]	[]	78915
