available_samples_ready	common_name	desc	family	family_representative	family_representative_link	genome_notes	genus	infra_epithet	lab_work_status	marked_done	material_status	order_group	prefix	project_code	sample_count	scientific_name	sequencing_material_status_updated_at	sequencing_status	species_id	submitted_gals	taxon_group	taxon_id	taxon_uri	tissue_depleted	tissue_status	sequencing_status_simple	sequencing_status_dtol	sequencing_status_asg	sequencing_status_ergapi	sequencing_status_vgp	sequencing_status_blax	sequencing_status_durb	sequencing_status_rnd	sequencing_status_lawn	sequencing_status_berri	sequencing_status_meier	sequencing_status_misk	sample_collected	sample_acquired	in_progress
Yes	Painted Nomad Bee	ACCEPTED	Apidae				Nomada		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-26T18:00:23.245829'}]			Hymenoptera	iyNomFuca	['DTOL']	4	Nomada fucata		[{'name': 'PACBIO', 'updated_at': '2022-12-09T12:49:33.675778', 'status': 'COMPLETE'}]	2228	UNIVERSITY OF OXFORD	Arthropoda	481570			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Gooden's Nomad Bee	ACCEPTED	Apidae				Nomada		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': '2022-03-14T00:00:00'}]			Hymenoptera	iyNomGood	['DTOL']	5	Nomada goodeniana			2220	UNIVERSITY OF OXFORD	Arthropoda	544954			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
No	Long-horned Nomad Bee	ACCEPTED	Apidae				Nomada		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:25:43.428174'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:18:54.523235'}]			Hymenoptera	iyNomHirt	['DTOL']	1	Nomada hirtipes		[{'name': 'HIC', 'updated_at': '2022-06-21T03:03:12.380758', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-11-02T08:42:15.716527', 'status': 'COMPLETE'}]	2347	UNIVERSITY OF OXFORD	Arthropoda	601583		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Lathbury's Nomad Bee	ACCEPTED	Apidae				Nomada		[{'status': 'RNA_EXTRACTED', 'updated_at': '2022-08-10T14:30:19.646799'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-08-05T08:26:10.170578'}]			Hymenoptera	iyNomLath	['DTOL']	6	Nomada lathburiana			2231	UNIVERSITY OF OXFORD	Arthropoda	601640			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Marsham's Nomad Bee	ACCEPTED	Apidae				Nomada		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:22:47.913466'}]			Hymenoptera	iyNomMars	['DTOL']	2	Nomada marshamella		[{'name': 'HIC', 'updated_at': '2022-06-08T10:22:47.95621', 'status': 'IN_PROGRESS'}]	2221	UNIVERSITY OF OXFORD	Arthropoda	601673			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Panzer's Nomad Bee	ACCEPTED	Apidae				Nomada		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': '2022-03-14T00:00:00'}]			Hymenoptera	iyNomPanz	['DTOL']	6	Nomada panzeri			2211	UNIVERSITY OF OXFORD	Arthropoda	601768			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
Yes	Fork-jawed Nomad Bee	ACCEPTED	Apidae				Nomada		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:22:47.093407'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:18:54.054438'}]			Hymenoptera	iyNomRufi	['DTOL']	3	Nomada ruficornis		[{'name': 'HIC', 'updated_at': '2022-06-16T03:00:12.608084', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-11-01T15:18:54.093419', 'status': 'IN_PROGRESS'}]	2235	UNIVERSITY OF OXFORD	Arthropoda	601849			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Variable Nomad Bee	ACCEPTED	Apidae				Nomada		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:23:28.597573'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-04T11:07:06.61458'}]		RECOLLECTION_REQUIRED	Hymenoptera	iyNomZona	['DTOL']	3	Nomada zonata	2022-07-08 10:35:35	[{'name': 'HIC', 'updated_at': '2022-06-08T10:29:45.808976', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-10-04T11:07:06.647956', 'status': 'IN_PROGRESS'}]	2212	UNIVERSITY OF OXFORD	Arthropoda	601990		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Daffodil Fly	ACCEPTED	Scathophagidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28391172%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Norellia		[{'status': 'RNA_EXTRACTED', 'updated_at': '2022-11-28T13:30:17.79091'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-11-08T16:54:10.52878'}]			Diptera	idNorSpin	['DTOL']	5	Norellia spinipes			2137	UNIVERSITY OF OXFORD	Arthropoda	391172			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Noteridae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28110027%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Noterus		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-25T00:10:00.8969'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:21:20.870469'}]		RECOLLECTION_REQUIRED	Coleoptera	icNotClav	['DTOL']	2	Noterus clavicornis	2022-09-22 11:22:38	[{'name': 'HIC', 'updated_at': '2021-12-19T21:20:56.960023', 'status': 'COMPLETE'}, {'name': '10X', 'updated_at': '2021-12-19T21:22:45.560808', 'status': 'COMPLETE'}]	365	NATURAL HISTORY MUSEUM	Arthropoda	110027			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	NA	ACCEPTED	Chrysopidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28417553%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Nothochrysa		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-06-21T17:00:29.984118'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-05-17T17:42:30.985938'}]			Neuroptera	inNotFulv	['DTOL']	3	Nothochrysa fulviceps			1521	UNIVERSITY OF OXFORD	Arthropoda	417553			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	NA	ACCEPTED	Carabidae				Notiophilus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-11-02T20:00:26.661584'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:43:45.513867'}]			Coleoptera	icNotBigu	['DTOL']	2	Notiophilus biguttatus		[{'name': 'HIC', 'updated_at': '2022-11-02T20:00:26.704467', 'status': 'IN_PROGRESS'}, {'name': 'PACBIO', 'updated_at': '2021-12-19T21:20:27.308341', 'status': 'COMPLETE'}]	1474	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	346812		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	NA	ACCEPTED	Carabidae				Notiophilus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:34:41.752933'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-04T11:07:40.119153'}]		RECOLLECTION_REQUIRED	Coleoptera	icNotSubs	['DTOL']	1	Notiophilus substriatus	2022-10-13 12:42:45	[{'name': 'HIC', 'updated_at': '2021-12-19T21:21:31.536615', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-10-04T11:07:40.152831', 'status': 'IN_PROGRESS'}]	1473	UNIVERSITY OF OXFORD	Arthropoda	878160		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	Bramble shoot moth	ACCEPTED	Tortricidae				Notocelia		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': '2019-09-11T00:00:00'}]			Lepidoptera	ilNotUddm	['DTOL']	2	Notocelia uddmanniana			70	UNIVERSITY OF OXFORD	Arthropoda	1594315			Unk	sample_acquired	sample_acquired											DTOL	DTOL	
No	Iron prominent	ACCEPTED	Notodontidae				Notodonta		[{'status': 'DNA_EXTRACTED', 'updated_at': '2020-11-06T16:41:10.629226'}]			Lepidoptera	ilNotDrom	['DTOL']	2	Notodonta dromedarius	2022-11-02 09:14:06		136	UNIVERSITY OF OXFORD	Arthropoda	753204			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Pebble prominent	ACCEPTED	Notodontidae				Notodonta		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:35:29.871585'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:27:34.291094'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:35:29.871585'}, {'status': 'RNASEQ_SUBMITTED', 'updated_at': '2022-02-01T12:48:42.889757'}]			Lepidoptera	ilNotZicz	['DTOL']	3	Notodonta ziczac		[{'name': 'HIC', 'updated_at': '2021-12-19T21:21:07.43663', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2021-12-19T21:19:52.893554', 'status': 'COMPLETE'}, {'name': 'RNASEQ', 'updated_at': '2022-10-05T14:00:12.382231', 'status': 'COMPLETE'}, {'name': '10X', 'updated_at': '2021-12-19T21:25:00.064531', 'status': 'COMPLETE'}]	1161	UNIVERSITY OF OXFORD	Arthropoda	988002			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Antarctic jonasfish		Paralepididae				Notolepis		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:12:15.204747'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-03-17T13:43:54.887932'}, {'status': 'RNASEQ_SUBMITTED', 'updated_at': '2022-01-04T14:12:49.447391'}]			Aulopiformes	fNotCoa	['VGP']	4	Notolepis coatsi		[{'name': 'HIC', 'updated_at': '2021-12-19T21:21:57.565586', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-10-04T11:40:20.872479', 'status': 'COMPLETE'}, {'name': 'RNASEQ', 'updated_at': '2022-01-04T14:12:49.447391', 'status': 'IN_PROGRESS'}]	2091	SANGER INSTITUTE	Chordata	948063			Unk	in_progress				in_progress								VGP	VGP	VGP
Yes		ACCEPTED	Capitellidae				Notomastus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-11-07T20:00:13.00122'}]			Capitellida	wxNotLate	['DTOL']	3	Notomastus latericeus		[{'name': 'HIC', 'updated_at': '2022-11-07T20:00:13.042335', 'status': 'IN_PROGRESS'}]	3661	NATURAL HISTORY MUSEUM	Annelida	167831		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Backswimmer / Water Boatman	ACCEPTED	Notonectidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28260537%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Notonecta		[{'status': 'DNA_EXTRACTED', 'updated_at': '2022-08-23T13:10:25.790324'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:54:38.522867'}]			Hemiptera	ihNotGlau	['DTOL']	13	Notonecta glauca		[{'name': 'HIC', 'updated_at': '2022-10-04T11:42:52.676354', 'status': 'COMPLETE'}]	315	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	260537		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
No	marbled rockcod		Nototheniidae				Notothenia		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-31T19:00:10.088756'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-09-16T14:50:13.77061'}]			Perciformes	fNotRos	['VGP']	1	Notothenia rossii		[{'name': 'PACBIO', 'updated_at': '2022-10-31T19:00:10.139905', 'status': 'IN_PROGRESS'}]	3070	SANGER INSTITUTE	Chordata	101497		False	Yes	in_progress				in_progress								VGP	VGP	VGP
Yes	Wood-rust	ACCEPTED	Cephaloziaceae				Nowellia		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': '2022-10-05T09:34:40.219098'}]			Jungermanniales	cjNowCurv	['DTOL']	16	Nowellia curvifolia			3827	ROYAL BOTANIC GARDEN EDINBURGH	Marchantiophyta	280839		False	Yes	sample_acquired	sample_acquired											DTOL	DTOL	
No		ACCEPTED	Tachinidae				Nowickia		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:27:14.454212'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:31:06.323773'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-07-13T14:05:05.50456'}]			Diptera	idNowFero	['DTOL']	8	Nowickia ferox		[{'name': 'HIC', 'updated_at': '2021-12-19T21:21:07.018238', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2021-12-19T21:19:09.814655', 'status': 'COMPLETE'}]	1128	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	613196		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
No	Dog whelk	ACCEPTED	Muricidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%2851631%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Nucella		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:24:56.481984'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:02:49.688274'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:46:49.992441'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-09-06T15:20:01.900394'}]			Neogastropoda	xgNucLapi	['DTOL']	34	Nucella lapillus		[{'name': 'HIC', 'updated_at': '2021-12-19T21:21:03.559058', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2021-11-24T23:46:49.992441', 'status': 'IN_PROGRESS'}, {'name': '10X', 'updated_at': '2021-12-19T21:25:57.723875', 'status': 'COMPLETE'}]	807	MARINE BIOLOGICAL ASSOCIATION	Mollusca	51631		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Walnut Orb-Weaver	ACCEPTED	Araneidae				Nuctenea		[{'status': 'DNA_EXTRACTED', 'updated_at': '2022-05-25T15:50:47.621412'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-05-25T15:50:47.62149'}]			Araneae	qqNucUmbr	['DTOL']	6	Nuctenea umbratica			2188	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	1872065		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
No	(A nut shell)	ACCEPTED	Nuculidae				Nucula		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-08-04T15:46:08.825528'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:09:38.298563'}]			Nuculida	xbNucHanl	['DTOL']	2	Nucula hanleyi		[{'name': 'HIC', 'updated_at': '2021-12-19T21:22:09.30666', 'status': 'COMPLETE'}]	1641	MARINE BIOLOGICAL ASSOCIATION	Mollusca	2589379			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Common Nut Clam	ACCEPTED	Nuculidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%2847129%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Nucula		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-21T12:41:27.979175'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-04T11:08:14.893435'}]			Nuculida	xbNucNucl	['DTOL']	5	Nucula nucleus		[{'name': 'HIC', 'updated_at': '2022-09-22T07:33:58.784369', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-10-04T11:08:14.936357', 'status': 'IN_PROGRESS'}]	3514	MARINE BIOLOGICAL ASSOCIATION	Mollusca	47129			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Nymphaeaceae				Nuphar		[{'status': 'DNA_EXTRACTED', 'updated_at': '2022-08-16T13:10:20.515642'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:23:28.314672'}]			Nymphaeales	dmNupLute	['DTOL']	4	Nuphar lutea		[{'name': 'HIC', 'updated_at': '2022-06-15T03:00:15.34342', 'status': 'COMPLETE'}]	2423	ROYAL BOTANIC GARDENS KEW	Tracheophyta	77113		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	yellow pond lily	ACCEPTED	Nymphaeaceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%2838861%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Nuphar		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-08-17T16:34:46.924915'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:06:59.76926'}]			Nymphaeales	dmNupPumi	['DTOL']	4	Nuphar pumila		[{'name': 'HIC', 'updated_at': '2021-12-19T21:22:17.953915', 'status': 'COMPLETE'}]	1989	ROYAL BOTANIC GARDENS KEW	Tracheophyta	38861		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
No	Oak Nycteoline	ACCEPTED	Nolidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28988004%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Nycteola		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:23:28.02073'}]			Lepidoptera	ilNycReva	['DTOL']	2	Nycteola revayana		[{'name': 'HIC', 'updated_at': '2022-06-08T10:29:48.465477', 'status': 'COMPLETE'}]	2150	UNIVERSITY OF OXFORD	Arthropoda	988004		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Sarcophagidae				Nyctia		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-10T18:00:08.60586'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-05-17T19:21:11.297567'}]			Diptera	idNycHalt	['DTOL']	2	Nyctia halterata		[{'name': 'PACBIO', 'updated_at': '2022-10-10T18:00:08.640917', 'status': 'IN_PROGRESS'}]	1412	NATURAL HISTORY MUSEUM	Arthropoda	2173307		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Nymphaeaceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%2834301%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Nymphaea		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:55:41.452488'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:18:27.558315'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-10-03T15:35:14.192919'}]			Nymphaeales	dmNymAlba	['DTOL']	4	Nymphaea alba		[{'name': 'HIC', 'updated_at': '2022-10-04T11:43:37.285976', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-11-01T15:18:27.596914', 'status': 'IN_PROGRESS'}]	2424	ROYAL BOTANIC GARDENS KEW	Tracheophyta	34301		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
No	blackleg tortoiseshell	ACCEPTED	Nymphalidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28171594%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Nymphalis		[{'status': 'DNA_EXTRACTED', 'updated_at': '2020-11-06T16:41:10.629226'}]			Lepidoptera	ilNymPoly	['DTOL']	2	Nymphalis polychloros	2022-11-02 09:14:17		677	SANGER INSTITUTE	Arthropoda	171594			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Menyanthaceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%2849614%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Nymphoides		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:33:51.623433'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:38:32.64231'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-06-21T08:23:52.457194'}]			Asterales	daNymPelt	['DTOL']	8	Nymphoides peltata		[{'name': 'PACBIO', 'updated_at': '2021-11-24T23:38:32.64231', 'status': 'IN_PROGRESS'}, {'name': '10X', 'updated_at': '2021-12-19T21:23:39.394521', 'status': 'COMPLETE'}]	536	ROYAL BOTANIC GARDENS KEW	Tracheophyta	49614		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	(Pycnogonid)	ACCEPTED	Nymphonidae				Nymphon		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-12-07T20:00:18.022983'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-12-01T04:20:08.761881'}]			Pantopoda	qyNymBrei	['DTOL']	9	Nymphon brevitarse		[{'name': 'HIC', 'updated_at': '2022-12-07T20:00:18.107669', 'status': 'IN_PROGRESS'}, {'name': 'PACBIO', 'updated_at': '2022-12-01T04:20:08.854871', 'status': 'IN_PROGRESS'}]	4733	MARINE BIOLOGICAL ASSOCIATION	Arthropoda	2571220			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	gangly lancer	ACCEPTED	Nymphonidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28136195%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Nymphon		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-12-01T04:20:16.193654'}]			Pantopoda	qyNymGrac	['DTOL']	5	Nymphon gracile		[{'name': 'PACBIO', 'updated_at': '2022-12-01T04:20:16.277664', 'status': 'IN_PROGRESS'}]	599	MARINE BIOLOGICAL ASSOCIATION,SANGER INSTITUTE	Arthropoda	136195			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Beautiful china-mark 	ACCEPTED	Crambidae				Nymphula		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:39:47.417861'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:56:05.381348'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:39:47.417861'}]			Lepidoptera	ilNymNiti	['DTOL']	2	Nymphula nitidulata		[{'name': 'HIC', 'updated_at': '2022-10-04T11:42:35.564411', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-01-13T04:02:42.939103', 'status': 'COMPLETE'}, {'name': '10X', 'updated_at': '2021-12-19T21:25:34.324376', 'status': 'COMPLETE'}]	904	UNIVERSITY OF OXFORD	Arthropoda	1594316		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	Large Spurred Digger Wasp	ACCEPTED	Crabronidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%282495127%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Nysson		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T21:23:05.447963'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-25T20:52:05.972175'}]			Hymenoptera	iyNysSpin	['DTOL']	2	Nysson spinosus		[{'name': 'HIC', 'updated_at': '2021-12-19T21:20:50.404964', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-10-05T14:01:56.403965', 'status': 'COMPLETE'}]	305	UNIVERSITY OF OXFORD	Arthropoda	2495127			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Kelp fir	ACCEPTED	Obeliidae				Obelia		[{'status': 'DNA_EXTRACTED', 'updated_at': '2022-12-13T15:05:48.203852'}]			Leptothecata	jhObeGeni	['DTOL']	5	Obelia geniculata			4792	MARINE BIOLOGICAL ASSOCIATION	Cnidaria	185004			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Oyster drill	ACCEPTED	Muricidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28146274%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Ocenebra		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:07:30.742046'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-12-07T04:20:07.443126'}]			Neogastropoda	xgOceErin	['DTOL']	7	Ocenebra erinaceus		[{'name': 'HIC', 'updated_at': '2021-12-19T21:21:53.018754', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-12-07T04:20:07.527831', 'status': 'IN_PROGRESS'}]	1625	MARINE BIOLOGICAL ASSOCIATION	Mollusca	146274		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Anobiidae				Ochina		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-04T11:06:56.086805'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-05-12T22:49:35.135084'}]		RECOLLECTION_REQUIRED	Coleoptera	icOchPtin	['DTOL']	1	Ochina ptinoides		[{'name': 'PACBIO', 'updated_at': '2022-10-04T11:06:56.136127', 'status': 'IN_PROGRESS'}]	2063	NATURAL HISTORY MUSEUM	Arthropoda	347411		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Culicidae				Ochlerotatus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-06-08T10:23:22.4148'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:18:01.627462'}]			Diptera	idOchAnnu	['DTOL']	3	Ochlerotatus annulipes		[{'name': 'HIC', 'updated_at': '2022-06-08T10:29:40.950494', 'status': 'COMPLETE'}, {'name': 'PACBIO', 'updated_at': '2022-11-02T08:43:17.697238', 'status': 'COMPLETE'}]	2577	NATURAL HISTORY MUSEUM	Arthropoda	866103		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
