	Species_name	Subspecies	Common Name	Family	Phase	sample_collected	sample_acquired	in_progress	insdc_submitted	sequencing_status	long_list	other_priority	family_representative
6571	Oreothraupis arremonops		Yellow-breasted Tanager Finch	Passerellidae		nan	nan	nan	nan	nan	B10K		
6572	Oreotrochilus adela		Wedge-tailed Hillstar	Trochilidae		nan	nan	nan	nan	nan	B10K		
6573	Oreotrochilus chimborazo		Ecuadorian Hillstar	Trochilidae		nan	nan	nan	nan	nan	B10K		
6574	Oreotrochilus estella		Andean Hillstar	Trochilidae		nan	nan	nan	nan	nan	B10K		
6575	Oreotrochilus leucopleurus		White-sided Hillstar	Trochilidae		nan	nan	nan	nan	nan	B10K		
6576	Oreotrochilus melanogaster		Black-breasted Hillstar	Trochilidae	Phase Family	B10K	B10K	B10K	nan	in_progress	B10K		B10K
6577	Origma solitaria		Rock-warbler	Acanthizidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
6578	Oriolia bernieri		Bernier's Vanga	Vangidae		nan	nan	nan	nan	nan	B10K		
6579	Oriolus albiloris		White-lored Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6580	Oriolus auratus		African Golden Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6581	Oriolus bouroensis		Black-eared Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6582	Oriolus brachyrynchus	laetior	Western Black-headed Oriole	Oriolidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
6583	Oriolus chinensis		Black-naped Oriole	Oriolidae		B10K	nan	nan	nan	sample_collected	B10K		
6584	Oriolus chlorocephalus		Green-headed Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6585	Oriolus crassirostris		São Tomé Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6586	Oriolus cruentus		Black-and-crimson Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6587	Oriolus flavocinctus		Green Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6588	Oriolus forsteni		Grey-collared Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6589	Oriolus hosii		Black Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6590	Oriolus isabellae		Isabela Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6591	Oriolus kundoo		Indian Golden Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6592	Oriolus larvatus		Eastern Black-headed Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6593	Oriolus melanotis		Olive-brown Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6594	Oriolus mellianus		Silver Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6595	Oriolus monacha		Abyssinian Black-headed Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6596	Oriolus nigripennis		Black-winged Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6597	Oriolus oriolus		Eurasian Golden Oriole	Oriolidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
6598	Oriolus percivali		Mountain Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6599	Oriolus phaeochromus		Dusky-brown Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6600	Oriolus sagittatus		Olive-backed Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6601	Oriolus steerii		Philippine Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6602	Oriolus szalayi		Brown Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6603	Oriolus tenuirostris		Slender-billed Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6604	Oriolus traillii		Maroon Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6605	Oriolus xanthonotus		Dark-throated Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6606	Oriolus xanthornus		Black-hooded Oriole	Oriolidae		nan	nan	nan	nan	nan	B10K		
6607	Oriturus superciliosus		Striped Sparrow	Passerellidae		B10K	B10K	B10K	nan	in_progress	B10K		
6608	Ornithion brunneicapillus		Brown-capped Tyrannulet	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6609	Ornithion brunneicapillus		Brown-capped Tyrannulet	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6610	Ornithion inerme		White-lored Tyrannulet	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6611	Ornithion semiflavum		Yellow-bellied Tyrannulet	Tyrannidae		nan	nan	nan	nan	nan	B10K		
6612	Ornorectes cristatus		Piping Bellbird	Oreoicidae		nan	nan	nan	nan	nan	B10K		
6613	Orochelidon andecola		Andean Swallow	Hirundinidae		nan	nan	nan	nan	nan	B10K		
6614	Orochelidon flavipes		Pale-footed Swallow	Hirundinidae		nan	nan	nan	nan	nan	B10K		
6615	Orochelidon murina		Brown-bellied Swallow	Hirundinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6616	Orospingus goeringi		Slaty-backed Hemispingus	Thraupidae		nan	nan	nan	nan	nan	B10K		
6617	Orospingus rufosuperciliaris		Rufous-browed Hemispingus	Thraupidae		nan	nan	nan	nan	nan	B10K		
6618	Ortalis araucuan		East Brazilian Chachalaca	Cracidae		nan	nan	nan	nan	nan	B10K		
6619	Ortalis canicollis		Chaco Chachalaca	Cracidae		nan	nan	nan	nan	nan	B10K		
6620	Ortalis cinereiceps		Gray-headed Chachalaca	Cracidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6621	Ortalis columbiana		Colombian Chachalaca	Cracidae		nan	nan	nan	nan	nan	B10K		
6622	Ortalis erythroptera		Rufous-headed Chachalaca	Cracidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
6623	Ortalis garrula		Chestnut-winged Chachalaca	Cracidae		nan	nan	nan	nan	nan	B10K		
6624	Ortalis guttata		Speckled Chachalaca	Cracidae		nan	nan	nan	nan	nan	B10K		
6625	Ortalis leucogastra		White-bellied Chachalaca	Cracidae		nan	nan	nan	nan	nan	B10K		
6626	Ortalis motmot		Variable Chachalaca	Cracidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
6627	Ortalis poliocephala		West Mexican Chachalaca	Cracidae		nan	nan	nan	nan	nan	B10K		
6628	Ortalis ruficauda		Rufous-vented Chachalaca	Cracidae		nan	nan	nan	nan	nan	B10K		
6629	Ortalis squamata		Scaled Chachalaca	Cracidae		nan	nan	nan	nan	nan	B10K		
6630	Ortalis superciliaris		Buff-browed Chachalaca	Cracidae		nan	nan	nan	nan	nan	B10K		
6631	Ortalis vetula		Plain Chachalaca	Cracidae		nan	nan	nan	nan	nan	B10K		
6632	Ortalis wagleri		Rufous-bellied Chachalaca	Cracidae		nan	nan	nan	nan	nan	B10K		
6633	Orthogonys chloricterus		Olive-green Tanager	Mitrospingidae		nan	nan	nan	nan	nan	B10K		
6634	Orthonyx novaeguineae		Papuan Logrunner	Orthonychidae		nan	nan	nan	nan	nan	B10K		
6635	Orthonyx spaldingii		Chowchilla	Orthonychidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
6636	Orthonyx temminckii		Australian Logrunner	Orthonychidae		nan	nan	nan	nan	nan	B10K		
6637	Orthopsittaca manilatus		Red-bellied Macaw	Psittacidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
6638	Orthorhyncus cristatus		Antillean Crested Hummingbird	Trochilidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
6639	Orthotomus atrogularis		Dark-necked Tailorbird	Cisticolidae		nan	nan	nan	nan	nan	B10K		
6640	Orthotomus castaneiceps		Philippine Tailorbird	Cisticolidae		nan	nan	nan	nan	nan	B10K		
6641	Orthotomus chaktomuk		Cambodian Tailorbird	Cisticolidae		nan	nan	nan	nan	nan	B10K		
6642	Orthotomus chloronotus		Trilling Tailorbird	Cisticolidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6643	Orthotomus cinereiceps		White-eared Tailorbird	Cisticolidae		nan	nan	nan	nan	nan	B10K		
6644	Orthotomus derbianus		Grey-backed Tailorbird	Cisticolidae		nan	nan	nan	nan	nan	B10K		
6645	Orthotomus frontalis		Rufous-fronted Tailorbird	Cisticolidae		nan	nan	nan	nan	nan	B10K		
6646	Orthotomus nigriceps		Black-headed Tailorbird	Cisticolidae		nan	nan	nan	nan	nan	B10K		
6647	Orthotomus ruficeps		Ashy Tailorbird	Cisticolidae		nan	nan	nan	nan	nan	B10K		
6648	Orthotomus samarensis		Yellow-breasted Tailorbird	Cisticolidae		nan	nan	nan	nan	nan	B10K		
6649	Orthotomus sepium		Olive-backed Tailorbird	Cisticolidae		nan	nan	nan	nan	nan	B10K		
6650	Orthotomus sericeus		Rufous-tailed Tailorbird	Cisticolidae		nan	nan	nan	nan	nan	B10K		
6651	Orthotomus sutorius		Common Tailorbird	Cisticolidae		nan	nan	nan	nan	nan	B10K		
6652	Ortygospiza atricollis		Black-faced Quailfinch	Estrildidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6653	Ortygospiza fuscocrissa		African Quailfinch	Estrildidae		nan	nan	nan	nan	nan	B10K		
6654	Ortygospiza gabonensis		Black-chinned Quailfinch	Estrildidae		nan	nan	nan	nan	nan	B10K		
6655	Ortyxelos meiffrenii		Quail-plover	Turnicidae		nan	nan	nan	nan	nan	B10K		
6656	Otidiphaps nobilis		Pheasant Pigeon	Columbidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
6657	Otis tarda		Great Bustard	Otididae		nan	nan	nan	nan	nan	B10K		
6658	Otocichla mupinensis		Chinese Thrush	Turdidae		B10K	B10K	B10K	nan	in_progress	B10K		
6659	Otus alfredi		Flores Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6660	Otus alius		Nicobar Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6661	Otus angelinae		Javan Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6662	Otus bakkamoena		Collared Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6663	Otus balli		Andaman Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6664	Otus beccarii		Biak Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6665	Otus brookii		Rajah Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6666	Otus brucei		Pallid Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6667	Otus capnodes		Anjouan Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6668	Otus collari		Sangir Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6669	Otus elegans		Elegant Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6670	Otus everetti		Mindanao Lowland Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6671	Otus fuliginosus		Palawan Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6672	Otus hartlaubi		São Tomé Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6673	Otus icterorhynchus		Sandy Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6674	Otus insularis		Seychelles Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6675	Otus ireneae		Sokoke Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6676	Otus longicornis		Luzon Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6677	Otus magicus		Moluccan Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6678	Otus manadensis		Sulawesi Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6679	Otus mantananensis		Mantanani Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6680	Otus mayottensis		Mayotte Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6681	Otus megalotis		Luzon Lowland Scops Owl	Strigidae	Phase Genus	B10K	nan	nan	nan	sample_collected	B10K	B10K	
6682	Otus mentawi		Mentawai Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6683	Otus mindorensis		Mindoro Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6684	Otus mirus		Mindanao Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6685	Otus moheliensis		Moheli Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6686	Otus nigrorum		Visayan Lowland Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6687	Otus pauliani		Grand Comoro Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6688	Otus pembaensis		Pemba Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6689	Otus rufescens		Reddish Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6690	Otus rutilus		Madagascar Scops Owl	Strigidae		B10K	nan	nan	nan	sample_collected	B10K		
6691	Otus sagittatus		White-fronted Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6692	Otus scops		Eurasian Scops Owl	Strigidae		B10K	B10K	B10K	nan	in_progress	B10K		
6693	Otus senegalensis		African Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6694	Otus silvicola		Wallace's Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6695	Otus spilocephalus		Mountain Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6696	Otus sunia		Oriental Scops Owl	Strigidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6697	Otus thilohoffmanni		Serendib Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6698	Otus umbra		Simeulue Scops Owl	Strigidae		nan	nan	nan	nan	nan	B10K		
6699	Oxylabes madagascariensis		White-throated Oxylabes	Bernieridae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
6700	Oxypogon guerinii		Bearded Helmetcrest	Trochilidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
6701	Oxyruncus cristatus		Sharpbill	Oxyruncidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
6702	Oxyura australis		Blue-billed Duck	Anatidae		nan	nan	nan	nan	nan	B10K		
6703	Oxyura jamaicensis		Ruddy Duck	Anatidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6704	Oxyura jamaicensis		Ruddy Duck	Anatidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6705	Oxyura leucocephala		White-headed Duck	Anatidae		nan	nan	nan	nan	nan	B10K		
6706	Oxyura maccoa		Maccoa Duck	Anatidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
6707	Oxyura vittata		Lake Duck	Anatidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
6708	Pachycare flavogriseum		Goldenface	Acanthizidae		nan	nan	nan	nan	nan	B10K		
6709	Pachycephala albiventris		Green-backed Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6710	Pachycephala arctitorquis		Wallacean Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6711	Pachycephala aurea		Golden-backed Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6712	Pachycephala caledonica		New Caledonian Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6713	Pachycephala cinerea		Mangrove Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6714	Pachycephala citreogaster		Bismarck Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6715	Pachycephala flavifrons		Samoan Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6716	Pachycephala fulvotincta		Fulvous-tinted Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6717	Pachycephala griseonota		Drab Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6718	Pachycephala homeyeri		White-vented Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6719	Pachycephala hyperythra		Rusty Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6720	Pachycephala hypoxantha		Bornean Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6721	Pachycephala implicata		Hooded Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6722	Pachycephala inornata		Gilbert's Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6723	Pachycephala jacquinoti		Tongan Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6724	Pachycephala lanioides		White-breasted Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6725	Pachycephala leucogastra		White-bellied Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6726	Pachycephala lorentzi		Lorentz's Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6727	Pachycephala macrorhyncha		Banda Sea Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6728	Pachycephala melanura		Mangrove Golden Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6729	Pachycephala mentalis		Black-chinned Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6730	Pachycephala meyeri		Vogelkop Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6731	Pachycephala modesta		Brown-backed Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6732	Pachycephala monacha		Black-headed Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6733	Pachycephala nudigula		Bare-throated Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6734	Pachycephala olivacea		Olive Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6735	Pachycephala orioloides		Oriole Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6736	Pachycephala orpheus		Fawn-breasted Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6737	Pachycephala pectoralis		Australian Golden Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6738	Pachycephala phaionota		Island Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6739	Pachycephala philippinensis		Yellow-bellied Whistler	Pachycephalidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
6740	Pachycephala philippinensis	philippensis	Yellow-bellied Whistler	Pachycephalidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6741	Pachycephala rufiventris		Rufous Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6742	Pachycephala rufogularis		Red-lored Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6743	Pachycephala schlegelii		Regent Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6744	Pachycephala simplex		Grey Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6745	Pachycephala soror		Sclater's Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6746	Pachycephala sulfuriventer		Sulphur-bellied Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6747	Pachycephala tenebrosa		Morning Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6748	Pachycephala vitiensis		Fiji Whistler	Pachycephalidae		nan	nan	nan	nan	nan	B10K		
6749	Pachycephalopsis hattamensis		Green-backed Robin	Petroicidae		nan	nan	nan	nan	nan	B10K		
6750	Pachycephalopsis poliosoma		White-eyed Robin	Petroicidae	Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
6751	Pachycoccyx audeberti		Thick-billed Cuckoo	Cuculidae		nan	nan	nan	nan	nan	B10K		
6752	Pachyptila belcheri		Slender-billed Prion	Procellariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6753	Pachyptila crassirostris		Fulmar Prion	Procellariidae		nan	nan	nan	nan	nan	B10K		
6754	Pachyptila desolata		Antarctic Prion	Procellariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6755	Pachyptila salvini		Salvin's Prion	Procellariidae		nan	nan	nan	nan	nan	B10K		
6756	Pachyptila turtur		Fairy Prion	Procellariidae		nan	nan	nan	nan	nan	B10K		
6757	Pachyptila vittata		Broad-billed Prion	Procellariidae		nan	nan	nan	nan	nan	B10K		
6758	Pachyramphus aglaiae		Rose-throated Becard	Tityridae		nan	nan	nan	nan	nan	B10K		
6759	Pachyramphus albogriseus	salvini	Black-and-white Becard	Tityridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
6760	Pachyramphus castaneus		Chestnut-crowned Becard	Tityridae		nan	nan	nan	nan	nan	B10K		
6761	Pachyramphus cinnamomeus		Cinnamon Becard	Tityridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
6762	Pachyramphus homochrous	homochrous	One-colored Becard	Tityridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
6763	Pachyramphus major		Gray-collared Becard	Tityridae		nan	nan	nan	nan	nan	B10K		
6764	Pachyramphus marginatus	nanus	Black-capped Becard	Tityridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
6765	Pachyramphus minor		Pink-throated Becard	Tityridae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
6766	Pachyramphus minor		Pink-throated Becard	Tityridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6767	Pachyramphus niger		Jamaican Becard	Tityridae		nan	nan	nan	nan	nan	B10K		
6768	Pachyramphus polychopterus		White-winged Becard	Tityridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
6769	Pachyramphus rufus		Cinereous Becard	Tityridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
6770	Pachyramphus spodiurus		Slaty Becard	Tityridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
6771	Pachyramphus surinamus		Glossy-backed Becard	Tityridae		nan	nan	nan	nan	nan	B10K		
6772	Pachyramphus validus	audax	Crested Becard	Tityridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6773	Pachyramphus versicolor		Barred Becard	Tityridae		nan	nan	nan	nan	nan	B10K		
6774	Pachyramphus viridis		Green-backed Becard	Tityridae		nan	nan	nan	nan	nan	B10K		
6775	Pachyramphus xanthogenys		Yellow-cheeked Becard	Tityridae		nan	nan	nan	nan	nan	B10K		
6776	Pagodroma nivea		Snow Petrel	Procellariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6777	Pagodroma nivea		Snow Petrel	Procellariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6778	Pagophila eburnea		Ivory Gull	Laridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6779	Palmeria dolei		Akohekohe	Fringillidae		nan	nan	nan	nan	nan	B10K		
6780	Paludipasser locustella		Locust Finch	Estrildidae		nan	nan	nan	nan	nan	B10K		
6781	Pandion haliaetus		Osprey	Pandionidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
6782	Pandion haliaetus		Osprey	Pandionidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6783	Panterpe insignis		Fiery-throated Hummingbird	Trochilidae		nan	nan	nan	nan	nan	B10K		
6784	Panurus biarmicus		Bearded Reedling	Panuridae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
6785	Panurus biarmicus		Bearded Reedling	Panuridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6786	Panyptila cayennensis		Lesser Swallow-tailed Swift	Apodidae		B10K	B10K	B10K	nan	in_progress	B10K		
6787	Panyptila sanctihieronymi		Great Swallow-tailed Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
6788	Papasula abbotti		Abbott's Booby	Sulidae		nan	nan	nan	nan	nan	B10K		
6789	Parabuteo leucorrhous		White-rumped Hawk	Accipitridae		nan	nan	nan	nan	nan	B10K		
6790	Parabuteo unicinctus		Harris's Hawk	Accipitridae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
6791	Paradisaea apoda		Greater Bird-of-paradise	Paradisaeidae		nan	nan	nan	nan	nan	B10K		
6792	Paradisaea decora		Goldie's Bird-of-paradise	Paradisaeidae		nan	nan	nan	nan	nan	B10K		
6793	Paradisaea guilielmi		Emperor Bird-of-paradise	Paradisaeidae		nan	nan	nan	nan	nan	B10K		
6794	Paradisaea minor		Lesser Bird-of-paradise	Paradisaeidae		nan	nan	nan	nan	nan	B10K		
6795	Paradisaea raggiana		Raggiana Bird-of-paradise	Paradisaeidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
6796	Paradisaea raggiana		Raggiana Bird-of-paradise	Paradisaeidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6797	Paradisaea rubra		Red Bird-of-paradise	Paradisaeidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6798	Paradisaea rudolphi		Blue Bird-of-paradise	Paradisaeidae		nan	nan	nan	nan	nan	B10K		
6799	Paradoxornis flavirostris		Black-breasted Parrotbill	Sylviidae		nan	nan	nan	nan	nan	B10K		
6800	Paradoxornis guttaticollis		Spot-breasted Parrotbill	Sylviidae		nan	nan	nan	nan	nan	B10K		
6801	Paradoxornis heudei		Reed Parrotbill	Sylviidae		nan	nan	nan	nan	nan	B10K		
6802	Paramythia montium		Crested Berrypecker	Paramythiidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6803	Pardaliparus amabilis		Palawan Tit	Paridae		nan	nan	nan	nan	nan	B10K		
6804	Pardaliparus elegans	montigenus	Elegant Tit	Paridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6805	Pardaliparus venustulus		Yellow-bellied Tit	Paridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6806	Pardaliparus venustulus		Yellow-bellied Tit	Paridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6807	Pardalotus punctatus		Spotted Pardalote	Pardalotidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
6808	Pardalotus quadragintus		Forty-spotted Pardalote	Pardalotidae		nan	nan	nan	nan	nan	B10K		
6809	Pardalotus rubricatus		Red-browed Pardalote	Pardalotidae		nan	nan	nan	nan	nan	B10K		
6810	Pardalotus striatus		Striated Pardalote	Pardalotidae		nan	nan	nan	nan	nan	B10K		
6811	Pardirallus maculatus		Spotted Rail	Rallidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6812	Pardirallus nigricans		Blackish Rail	Rallidae		nan	nan	nan	nan	nan	B10K		
6813	Pardirallus sanguinolentus		Plumbeous Rail	Rallidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
6814	Pareudiastes pacificus		Samoan Woodhen	Rallidae		nan	nan	nan	nan	nan	B10K		
6815	Pareudiastes silvestris		Makira Moorhen	Rallidae		nan	nan	nan	nan	nan	B10K		
6816	Parkerthraustes humeralis		Yellow-shouldered Grosbeak	Thraupidae		nan	nan	nan	nan	nan	B10K		
6817	Parkesia motacilla		Louisiana Waterthrush	Parulidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
