distribution,max,median,minimum,resolved_name
17,17,17,17,Viguiera splendens
17,17,17,17,Viguiera spooneri
17-33-34,34,17,17,Viguiera stenoloba
12-17,17,12,12,Viguiera tenuis
17,17,17,17,Viguiera trachyphylla
17,17,17,17,Viguiera trichophylla
34,34,34,34,Viguiera tucumanensis
16,16,16,16,Villadia acuta
15,15,15,15,Villadia albiflora
15,15,,15,Villadia andina
15,15,15,15,Villadia aperta
10,10,10,10,Villadia aristata
11,11,11,11,Villadia cucullata
20-21,21,20,20,Villadia guatemalensis
12,12,12,12,Villadia imbricata
88-89,89,88,88,Villadia incarum
14,14,14,14,Villadia laxa
21,21,21,21,Villadia minutiflora
33-42-44-48-49,49,44,33,Villadia misera
20,20,20,20,Villadia nelsoni
15,15,15,15,Villadia painteri
13,13,13,13,Villadia patula
16,16,16,16,Villadia pringlei
14,14,14,14,Villadia recurva
17,17,17,17,Villadia squamulosa
9,9,9,9,Villanova achillioides
20,20,20,20,Villanova oppositifolia
20,20,20,20,Villanova titicacensis
18,18,18,18,Villarsia capensis
18,18,18,18,Villarsia goldblattiana
27,27,27,27,Villarsia umbricola
9,9,9,9,Viminaria juncea
23-115,115,23,23,Vinca difformis
23,23,23,23,Vinca difformis subsp. sardoa
23-46,46,23,23,Vinca herbacea
8-45-46,46,46,8,Vinca major
8,8,8,8,Vinca major subsp. hirsuta
16-23,23,23,16,Vinca minor
11,11,11,11,Vincetoxicum canescens
11,11,11,11,Vincetoxicum fuscatum
11-12-22,22,11,11,Vincetoxicum hirundinaria
11,11,11,11,Vincetoxicum hirundinaria subsp. adriaticum
11,11,11,11,Vincetoxicum hirundinaria subsp. luteolum
11,11,11,11,Vincetoxicum hirundinaria subsp. nivale
22,22,22,22,Vincetoxicum inamoenum
11-12,12,11,11,Vincetoxicum japonicum
11-22,22,11,11,Vincetoxicum nigrum
22,22,22,22,Vincetoxicum pannonicum
11,11,11,11,Vincetoxicum scandens
9-11,11,11,9,Vincetoxicum sibiricum
11,11,11,11,Vincetoxicum speciosum
11,11,11,11,Vincetoxicum stocksii
36,36,36,36,Viola abyssinica
10-12-20,20,10,10,Viola acuminata
5-9-10-15-20,20,10,5,Viola adunca
20,20,20,20,Viola aethnensis
8-9-10-15,15,8,8,Viola aetolica
10,10,10,10,Viola alba
10,10,10,10,Viola alba subsp. cretica
10-12,12,10,10,Viola alba subsp. dehnhardtii
10,10,10,10,Viola alba subsp. scotophylla
12,12,12,12,Viola albida
12-13,13,12,12,Viola albida var. takahashii
10-25,25,10,10,Viola allchariensis
11-25,25,11,11,Viola alpina
16-24-27,27,27,16,Viola altaica
10-20,20,20,10,Viola ambigua
6,6,6,6,Viola angustifolia
26-70,70,26,26,Viola arborescens
12-22,22,12,12,Viola arcuata
10,10,10,10,Viola arsenica
13-15-17-18-21,21,17,13,Viola arvensis
10,10,10,10,Viola athois
6-12,12,12,6,Viola aurea
24,24,24,24,Viola bakeri
10,10,10,10,Viola beckiana
6-12,12,6,6,Viola beckwithii
12,12,12,12,Viola belophylla
10-20,20,20,10,Viola bertolonii
20,20,20,20,Viola bertolonii subsp. messanensis
7-24-36,36,24,7,Viola betonicifolia
17,17,17,17,Viola bicolor
6-9-10-17,17,6,6,Viola biflora
24,24,24,24,Viola biflora subsp. carlottae
22,22,22,22,Viola blanda
10,10,10,10,Viola brachyceras
17-21-26-34-60-64,64,26,17,Viola bubanii
12,12,12,12,Viola bulbosa
10-20,20,20,10,Viola calcarata
20,20,20,20,Viola calcarata subsp. villarsiana
20,20,20,20,Viola calcarata subsp. zoysii
12,12,12,12,Viola canadensis
6,6,6,6,Viola canescens
10-15-20,20,20,10,Viola canina
20-78,78,20,20,Viola canina subsp. montana
20,20,20,20,Viola canina subsp. schultzii
10,10,10,10,Viola cazorlensis
10,10,10,10,Viola cenisia
10,10,10,10,Viola cephalonica
12-13,13,12,12,Viola chaerophylloides
10,10,10,10,Viola chelmea
10-20,20,10,10,Viola collina
11,11,11,11,Viola comollia
10,10,10,10,Viola conspersa
10-11-17-21-22,22,11,10,Viola cornuta
26-60,60,26,26,Viola corsica
26,26,26,26,Viola corsica subsp. ilvensis
17,17,17,17,Viola crassiuscula
10,10,10,10,Viola dacica
12,12,12,12,Viola dactyloides
10-13,13,10,10,Viola declinata
10,10,10,10,Viola delphinantha
12,12,12,12,Viola demetria
13-37,37,13,13,Viola diffusa
12-20-24,24,12,12,Viola dissecta
17-20-26-27,27,20,17,Viola diversifolia
10,10,10,10,Viola doerfleri
10,10,10,10,Viola dubyana
20,20,20,20,Viola elatior
10-12,12,10,10,Viola elegantula
12-18-24,24,12,12,Viola epipsila
12,12,12,12,Viola epipsiloides
17,17,17,17,Viola eugeniae
17,17,17,17,Viola eugeniae subsp. levieri
12-14-17-18,18,14,12,Viola eximia
12,12,12,12,Viola fargesii
11-13,13,11,11,Viola formosana
11,11,11,11,Viola formosana var. kawakamii
10,10,10,10,Viola frondosa
12,12,12,12,Viola glabella
12,12,12,12,Viola gmeliniana
10,10,10,10,Viola gracilis
11,11,11,11,Viola grisebachiana
10,10,10,10,Viola grypoceras
30-36,36,30,30,Viola hallii
12,12,12,12,Viola hancockii
6,6,6,6,Viola hastata
18,18,18,18,Viola heldreichiana
9-10-13-20,20,10,9,Viola hirta
12,12,12,12,Viola hirtipes
17,17,17,17,Viola hispida
10,10,10,10,Viola hondoensis
40,40,40,40,Viola howellii
8-12,12,8,8,Viola hymettia
12-24,24,12,12,Viola incisa
22,22,22,22,Viola incognita
12-13-24-36,36,13,12,Viola inconspicua
10-12,12,12,10,Viola ircutiana
10,10,10,10,Viola jaubertiana
12,12,12,12,Viola jooi
20,20,20,20,Viola jordanii
7-8-9-12-18-20-24,24,12,7,Viola kitaibeliana
10,10,10,10,Viola kosanensis
10,10,10,10,Viola kunawurensis
10,10,10,10,Viola kusanoana
10-20,20,10,10,Viola labradorica
29,29,29,29,Viola lactea
24,24,24,24,Viola lactiflora
12,12,12,12,Viola lanceolata
26,26,26,26,Viola langeana
30-32-36-48-60,60,36,30,Viola langsdorffii
24-25,25,24,24,Viola lutea
24-26,26,24,24,Viola lutea subsp. calaminaria
24-25,25,24,24,Viola lutea subsp. sudetica
26,26,26,26,Viola lutea var. westfalica
12,12,12,12,Viola macloskeyi
12,12,12,12,Viola macroceras
11,11,11,11,Viola magellensis
12-24,24,12,12,Viola mandshurica
6-10-12,12,10,6,Viola mauritii
41-43,43,41,41,Viola maviensis
5,5,5,5,Viola mercurii
12,12,12,12,Viola milanae
10,10,10,10,Viola mirabilis
2,2,2,2,Viola modesta
11,11,11,11,Viola montcaunica
12,12,12,12,Viola muehldorfii
10-24-26,26,26,10,Viola munbyana
24,24,24,24,Viola nagasawae
40,40,40,40,Viola nannei
10-26,26,10,10,Viola nebrodensis
10-20,20,10,10,Viola nemoralis
27,27,27,27,Viola nephrophylla
7,7,7,7,Viola nummulariifolia
12-24-42,42,24,12,Viola nuttallii
12,12,12,12,Viola oahuensis
27,27,27,27,Viola obliqua
10,10,10,10,Viola occulta
9-10-30,30,10,9,Viola odorata
10-13,13,10,10,Viola orbelica
6-12,12,6,6,Viola orientalis
9-10-11,11,10,9,Viola orphanidis
12,12,12,12,Viola painteri
27,27,27,27,Viola palmata
12-22-23-24,24,24,12,Viola palustris
24,24,24,24,Viola palustris subsp. juressi
12,12,12,12,Viola papilionacea
5,5,5,5,Viola parvula
6-12-18,18,12,6,Viola patrinii
27-28,28,27,27,Viola pedata
27,27,27,27,Viola pedatifida
11,11,11,11,Viola perinensis
10,10,10,10,Viola persicifolia
12,12,12,12,Viola phalacrocarpa
10-12-24,24,24,10,Viola philippica
12,12,12,12,Viola philippica var. pseudojaponica
6-9-10-24,24,9,6,Viola pilosa
10-24,24,24,10,Viola pinnata
18-24,24,18,18,Viola praemorsa
18,18,18,18,Viola praemorsa var. altior
24,24,24,24,Viola prionantha
17,17,17,17,Viola pseudogracilis
17,17,17,17,Viola pseudogracilis subsp. cassinensis
6,6,6,6,Viola pubescens
6,6,6,6,Viola pubescens var. scabriuscula
20,20,20,20,Viola pumila
6,6,6,6,Viola purpurea subsp. venosa
10,10,10,10,Viola pyrenaica
12,12,12,12,Viola raddeana
10-20,20,10,10,Viola reichenbachiana
12,12,12,12,Viola renifolia
10,10,10,10,Viola renifolia var. brainerdii
10-15-17-18-20-21-23-24-25,25,20,10,Viola riviniana
38,38,38,38,Viola robusta
7,7,7,7,Viola roigii
12,12,12,12,Viola rossii
10,10,10,10,Viola rostrata
12,12,12,12,Viola rugulosa
9-10-12,12,10,9,Viola rupestris
10,10,10,10,Viola sacchalinensis
12,12,12,12,Viola sacchalinensis var. alpicola
27,27,27,27,Viola sagittata
10,10,10,10,Viola schariensis
6-12,12,12,6,Viola selkirkii
6-12-24,24,12,6,Viola sempervirens
12,12,12,12,Viola senzanensis
20-30,30,20,20,Viola sieheana
27,27,27,27,Viola sororia
24-27,27,24,24,Viola sororia var. missouriensis
20,20,20,20,Viola splendida
10,10,10,10,Viola stewardiana
11,11,11,11,Viola stocksii
13,13,13,13,Viola stojanowii
11,11,11,11,Viola stoloniflora
10,10,10,10,Viola striata
12,12,12,12,Viola striatella
20,20,20,20,Viola suavis
23,23,23,23,Viola sumatrana
12,12,12,12,Viola tenuicornis
10-12,12,12,10,Viola tenuicornis subsp. trichosepala
10,10,10,10,Viola thomasiana
6,6,6,6,Viola tomentosa
40,40,40,40,Viola tracheliifolia
13-14-17-21-23,23,13,13,Viola tricolor
13,13,13,13,Viola tricolor subsp. curtisii
13,13,13,13,Viola tricolor subsp. macedonica
13,13,13,13,Viola tricolor subsp. subalpina
10-20,20,10,10,Viola uliginosa
6-12,12,12,6,Viola uniflora
12,12,12,12,Viola utahensis
10,10,10,10,Viola valderia
6-24,24,6,6,Viola vallicola
12,12,12,12,Viola variegata
10,10,10,10,Viola walteri
20,20,20,20,Viola willkommii
20,20,20,20,Viola wolffiana
20,20,20,20,Viola Ã adriatica
20,20,20,20,Viola × contempta
20-22-24-25-26,26,24,20,Viola × dukadjinica
27,27,27,27,Virgilia oroboides
10,10,10,10,Viscum album
10,10,10,10,Viscum album subsp. austriacum
11-12,12,12,11,Viscum articulatum
10,10,10,10,Viscum capense
10-20,20,10,10,Viscum coloratum
14,14,14,14,Viscum combreticola
14,14,14,14,Viscum continuum
12,12,12,12,Viscum crassulae
10-13-20,20,10,10,Viscum cruciatum
13,13,13,13,Viscum cuneifolium
13,13,13,13,Viscum decaryi
14,14,14,14,Viscum decurrens
11,11,11,11,Viscum echinocarpum
14,14,14,14,Viscum engleri
11-23,23,11,11,Viscum fischeri
14,14,14,14,Viscum goetzei
13,13,13,13,Viscum hexapterum
14,14,14,14,Viscum hildebrandtii
10,10,10,10,Viscum hoolei
11,11,11,11,Viscum liquidambaricola
14,14,14,14,Viscum menyharthii
14,14,14,14,Viscum minimum
13,13,13,13,Viscum multinerve
14,14,14,14,Viscum nervosum
12,12,12,12,Viscum obovatum
15,15,15,15,Viscum obscurum
14,14,14,14,Viscum oreophilum
11-22,22,22,11,Viscum ovalifolium
14,14,14,14,Viscum pauciflorum
14,14,14,14,Viscum rhipsaloides
14,14,14,14,Viscum rotundifolium
28,28,28,28,Viscum schimperi
23,23,23,23,Viscum spragueanum
11-22-24,24,22,11,Viscum subserratum
14,14,14,14,Viscum tenue
13,13,13,13,Viscum trachycarpum
23,23,23,23,Viscum tuberculatum
14,14,14,14,Viscum verrucosum
16-20-40,40,20,16,Vitaliana primuliflora
20,20,20,20,Vitaliana primuliflora subsp. assoana
20,20,20,20,Vitaliana primuliflora subsp. canescens
20,20,20,20,Vitaliana primuliflora subsp. cinerea
20,20,20,20,Vitaliana primuliflora subsp. praetutiana
26-27-28,28,27,26,Vitekorchis excavata
12,12,12,12,Vitellaria paradoxa
12-16,16,16,12,Vitex agnus-castus
12,12,12,12,Vitex altissima
16,16,16,16,Vitex doniana
16,16,16,16,Vitex ferruginea
16,16,16,16,Vitex grandifolia
16,16,16,16,Vitex leucoxylon
32,32,32,32,Vitex lucens
20,20,20,20,Vitex megapotamica
16,16,16,16,Vitex micrantha
12-13-16-17,17,16,12,Vitex negundo
17,17,17,17,Vitex peduncularis
12,12,12,12,Vitex pinnata
16,16,16,16,Vitex quinata
13-16-17,17,16,13,Vitex trifolia
16-17,17,16,16,Vitex trifolia subsp. litoralis
9-12,12,9,9,Viticella aurita
19,19,19,19,Vitis acerifolia
19,19,19,19,Vitis aestivalis
19,19,19,19,Vitis aestivalis var. argentifolia
19,19,19,19,Vitis amurensis
19,19,19,19,Vitis amurensis var. shiragae
19,19,19,19,Vitis arizonica
19,19,19,19,Vitis berlandieri
19,19,19,19,Vitis betulifolia
19,19,19,19,Vitis californica
19,19,19,19,Vitis cinerea
19,19,19,19,Vitis coignetiae
19,19,19,19,Vitis flexuosa
19,19,19,19,Vitis labrusca
19,19,19,19,Vitis monticola
20,20,20,20,Vitis rotundifolia
19,19,19,19,Vitis rupestris
19,19,19,19,Vitis thunbergii
19,19,19,19,Vitis tiliifolia
19,19,19,19,Vitis treleasei
19-38,38,19,19,Vitis vinifera
19-20,20,19,19,Vitis vulpina
9-18,18,9,9,Vittadinia australis
9,9,9,9,Vittadinia cuneata
9,9,9,9,Vittadinia dissecta var. hirta
9,9,9,9,Vittadinia gracilis
9,9,9,9,Vittadinia muelleri
9,9,9,9,Vittadinia pterochaeta
9,9,9,9,Vittadinia pustulata
9,9,9,9,Vittadinia sulcata
9,9,9,9,Vittadinia triloba
10,10,10,10,Vittetia orbiculata
11,11,11,11,Voacanga africana
11,11,11,11,Voacanga bracteata
11,11,11,11,Voacanga caudiflora
11,11,11,11,Voacanga grandifolia
11,11,11,11,Voacanga thouarsii
275-298,298,298,275,Voanioala gerardii
11,11,11,11,Vochysia lomatophylla
12,12,12,12,Volkameria aculeata
23-24,24,23,23,Volkameria inermis
16,16,16,16,Volutarella albicaulis
16,16,16,16,Volutaria boranensis
16,16,16,16,Volutaria canariensis
13,13,13,13,Volutaria crupinoides
16,16,16,16,Volutaria dhofarica
16-20-32,32,16,16,Volutaria lippii
16,16,16,16,Volutaria lippii subsp. medians
12,12,12,12,Volutaria muricata
32,32,32,32,Volutaria saharae
14,14,14,14,Volutaria sinaica
16-32,32,32,16,Volutaria tubuliflora
10-20,20,10,10,Vossia cuspidata
18,18,18,18,Voyria tenella
25,25,25,25,Vriesea carinata
25,25,25,25,Vriesea elata
25,25,25,25,Vriesea ensiformis
25,25,25,25,Vriesea erythrodactylon
25,25,25,25,Vriesea flammea
25,25,25,25,Vriesea fosteriana
25,25,25,25,Vriesea friburgensis
25,25,25,25,Vriesea guttata
25,25,25,25,Vriesea harmsiana
28,28,28,28,Vriesea hieroglyphica
25,25,25,25,Vriesea incurvata
25,25,25,25,Vriesea neoglutinosa
25,25,25,25,Vriesea picta
25,25,25,25,Vriesea platynema
25,25,25,25,Vriesea platzmannii
25,25,25,25,Vriesea psittacina
25,25,25,25,Vriesea saundersii
25,25,25,25,Vriesea schwackeana
24-25,25,24,24,Vriesea splendens
25,25,25,25,Vriesea triligulata
25,25,25,25,Vriesea viridiflora
25,25,25,25,Vriesea werckleana
25,25,25,25,Vriesea zamorensis
7,7,7,7,Vulpia alopecuros
7-17-35,35,7,7,Vulpia australis
7,7,7,7,Vulpia brevis
7-21,21,7,7,Vulpia bromoides
7-14,14,14,7,Vulpia ciliata
7,7,7,7,Vulpia delicatula
21,21,21,21,Vulpia elliotea
14-21,21,14,14,Vulpia fasciculata
7,7,7,7,Vulpia fontquerana
7,7,7,7,Vulpia geniculata
7,7,7,7,Vulpia gypsophila
7,7,7,7,Vulpia ligustica
7-14-21,21,7,7,Vulpia membranacea
7,7,7,7,Vulpia microstachys var. ciliata
7-14-21,21,7,7,Vulpia muralis
7-14-21-24,24,21,7,Vulpia myuros
7,7,7,7,Vulpia octoflora
14-21,21,21,14,Vulpia persica
7,7,7,7,Vulpia sicula
7-35,35,7,7,Vulpia unilateralis
15,15,15,15,Wachendorfia thyrsiflora
8,8,8,8,Wahlenbergia abyssinica
36,36,36,36,Wahlenbergia akaroa
8,8,8,8,Wahlenbergia albens
18,18,18,18,Wahlenbergia albomarginata
18,18,18,18,Wahlenbergia albomarginata subsp. flexilis
18,18,18,18,Wahlenbergia albomarginata subsp. laxa
9,9,9,9,Wahlenbergia androsacea
8,8,8,8,Wahlenbergia annua
9-18,18,9,9,Wahlenbergia aridicola
11,11,11,11,Wahlenbergia berteroi
8,8,8,8,Wahlenbergia capillacea subsp. tenuior
8-9-18,18,9,8,Wahlenbergia capillaris
18,18,18,18,Wahlenbergia cartilaginea
9,9,9,9,Wahlenbergia ceracea
18-45,45,18,18,Wahlenbergia congesta
9,9,9,9,Wahlenbergia densifolia
11,11,11,11,Wahlenbergia fernandeziana
18,18,18,18,Wahlenbergia fluminalis
9,9,9,9,Wahlenbergia glabra
9,9,9,9,Wahlenbergia gloriosa
9-18,18,9,9,Wahlenbergia gracilenta
9-36,36,9,9,Wahlenbergia gracilis
9-18,18,9,9,Wahlenbergia graniticola
18,18,18,18,Wahlenbergia hederacea
21,21,21,21,Wahlenbergia hirsuta
9,9,9,9,Wahlenbergia islensis
7,7,7,7,Wahlenbergia krebsii subsp. arguta
11,11,11,11,Wahlenbergia larrainii
9,9,9,9,Wahlenbergia littoralis
27-36,36,27,27,Wahlenbergia littoricola
9,9,9,9,Wahlenbergia lobelioides
9-18,18,9,9,Wahlenbergia luteola
9-18-27-36-45,45,36,9,Wahlenbergia marginata
11,11,11,11,Wahlenbergia masafuerae
18,18,18,18,Wahlenbergia matthewsii
18-27-36,36,27,18,Wahlenbergia multicaulis
8,8,8,8,Wahlenbergia napiformis
8,8,8,8,Wahlenbergia perrottetii
18-27,27,18,18,Wahlenbergia planiflora
8,8,8,8,Wahlenbergia polycephala
7,7,7,7,Wahlenbergia pusilla
18,18,18,18,Wahlenbergia pygmaea
27,27,27,27,Wahlenbergia quadrifida
9-18,18,9,9,Wahlenbergia queenslandica
36,36,36,36,Wahlenbergia ramosa
36,36,36,36,Wahlenbergia rupestris
36,36,36,36,Wahlenbergia saxicola
9,9,9,9,Wahlenbergia scopulicola
9-18,18,9,9,Wahlenbergia silenoides
9-18,18,18,9,Wahlenbergia stricta
11,11,11,11,Wahlenbergia tuberosa
27,27,27,27,Wahlenbergia tumidifructa
27,27,27,27,Wahlenbergia vernicosa
36,36,36,36,Wahlenbergia violacea
9,9,9,9,Wahlenbergia virgata
20-23,23,20,20,Waireia stenopetala
12,12,12,12,Waitzia acuminata
10-12,12,10,10,Waitzia nitida
12,12,12,12,Waitzia suaveolens
12,12,12,12,Waldheimia glabra
7-21,21,7,7,Waldsteinia fragarioides
7,7,7,7,Waldsteinia geoides
14-21,21,21,14,Waldsteinia ternata
13,13,13,13,Wallaceodendron celebicum
21,21,21,21,Wallenia yunquensis
12,12,12,12,Walleria gracilis
12,12,12,12,Walleria mackenziei
12,12,12,12,Walleria nutans
16,16,16,16,Wallichia disticha
16,16,16,16,Wallichia oblongifolia
5,5,5,5,Waltheria acuminata
6,6,6,6,Waltheria communis
7-9-12-13-20,20,13,7,Waltheria indica
7,7,7,7,Waltheria ovata
89-96-102-108-110,110,102,89,Wamalchitamia dionysi
7,7,7,7,Wangenheimia lima
24,24,24,24,Warczewiczella discolor
12,12,12,12,Warea carteri
17,17,17,17,Warionia saharae
12,12,12,12,Warneckea cinnamomoides
7,7,7,7,Warneckea guineensis
10,10,10,10,Warnockia scutellarioides
26,26,26,26,Warrea costaricensis
12-18,18,18,12,Washingtonia filifera
18,18,18,18,Washingtonia robusta
9,9,9,9,Watsonia aletroides
9,9,9,9,Watsonia amatolae
9,9,9,9,Watsonia angusta
9-10,10,9,9,Watsonia borbonica
8-9,9,8,8,Watsonia borbonica subsp. ardernei
9,9,9,9,Watsonia coccinea
9,9,9,9,Watsonia confusa
9,9,9,9,Watsonia densiflora
9,9,9,9,Watsonia dubia
9,9,9,9,Watsonia fergusoniae
9,9,9,9,Watsonia fourcadei
9,9,9,9,Watsonia fulgens
9,9,9,9,Watsonia galpinii
9-15,15,9,9,Watsonia humilis
9,9,9,9,Watsonia hysterantha
9,9,9,9,Watsonia laccata
9,9,9,9,Watsonia latifolia
9,9,9,9,Watsonia marginata
9,9,9,9,Watsonia meriana
9,9,,9,Watsonia meriana var. bulbillifera
9,9,9,9,Watsonia minima
9,9,9,9,Watsonia mtamvunae
9,9,9,9,Watsonia occulta
9,9,9,9,Watsonia pillansii
9,9,9,9,Watsonia pondoensis
9,9,9,9,Watsonia rogersii
9,9,9,9,Watsonia spectabilis
9,9,9,9,Watsonia stenosiphon
9,9,9,9,Watsonia strubeniae
9,9,9,9,Watsonia tabularis
9,9,9,9,Watsonia transvaalensis
9,9,9,9,Watsonia vanderspuyae
9,9,9,9,Watsonia versfeldii
9,9,9,9,Watsonia watsonioides
9,9,9,9,Watsonia zeyheri
7,7,7,7,Weberbauera colchaguensis
26,26,26,26,Weberbauera spathulifolia
44,44,44,44,Weberbauerocereus winterianus
11,11,11,11,Weberocereus glaber
20,20,20,20,Weddellina squamulosa
12-23,23,12,12,Wedelia acapulcensis
26,26,26,26,Wedelia acapulcensis var. hispida
11-12-23,23,12,11,Wedelia acapulcensis var. parviceps
24,24,24,24,Wedelia ayerscottiana
24,24,24,24,Wedelia ehrenbergii
11-22-23-30,30,22,11,Wedelia filipes
11-12-22-23-24,24,12,11,Wedelia fruticosa
12-30,30,30,12,Wedelia glauca
12,12,12,12,Wedelia grandiflora
14-20-21-22-23,23,22,14,Wedelia helianthoides
11,11,11,11,Wedelia hintoniorum
26,26,26,26,Wedelia hispida var. ramosissima
11,11,11,11,Wedelia holowayi
11,11,11,11,Wedelia iners
22,22,22,22,Wedelia keilii
23,23,23,23,Wedelia kerrii
12,12,12,12,Wedelia latifolia
12-13,13,12,12,Wedelia mexicana
36-37,37,36,36,Wedelia montana
15,15,15,15,Wedelia prostrata
15,15,15,15,Wedelia prostrata var. robusta
13-14,14,13,13,Wedelia purpurea
14,14,14,14,Wedelia reticulata
26,26,26,26,Wedelia rosei
14,14,14,14,Wedelia rudis
12,12,12,12,Wedelia scabra
23,23,23,23,Wedelia simsioides
33,33,33,33,Wedelia subvaginata
36,36,36,36,Wedelia subvelutina
12,12,12,12,Wedelia talpana
38,38,38,38,Wedelia urticaefolia
15-36-38,38,36,15,Wedelia urticifolia
18,18,18,18,Weigela florida
9,9,9,9,Weigela japonica
18,18,18,18,Weigela praecox
9-10-12,12,10,9,Weldenia candida
21,21,21,21,Welwitschia mirabilis
22,22,22,22,Wendlandia bicuspidata
11,11,11,11,Wendlandia coriacea
11,11,11,11,Wendlandia formosana
11,11,11,11,Wendlandia heynei
11,11,11,11,Wendlandia puberula
10-12,12,12,10,Wendlandia thyrsoidea
11,11,11,11,Wendlandia tinctoria
11,11,11,11,Wendlandia wallichii
14,14,14,14,Wendlandiella gracilis
9,9,9,9,Wendtia gracilis
103,103,103,103,Werneria apiculata
77,77,77,77,Werneria caespitosa
50,50,50,50,Werneria nubigena
50,50,50,50,Werneria orbignyana
50-106,106,50,50,Werneria pygmaea
50,50,,50,Werneria solivifolia
53,53,53,53,Werneria spathulata
75,75,75,75,Werneria villosa
9,9,9,9,Whiteochloa cymbiformis
17,17,17,17,Whitfieldia elongata
9,9,9,9,Whytockia bijieensis
9,9,9,9,Whytockia hekouensis
9,9,9,9,Whytockia purpurascens
9,9,9,9,Whytockia tsiangiana
9,9,9,9,Wiborgia leptoptera
9,9,9,9,Wiborgia mucronata
9,9,9,9,Wiborgia obcordata
9,9,9,9,Wiborgia tetraptera
10,10,10,10,Wiesneria triandra
19,19,19,19,Wigandia urens
6-9-10-13,13,9,6,Wikstroemia canescens
9,9,9,9,Wikstroemia forbesii
9,9,9,9,Wikstroemia furcata
9-18-26,26,18,9,Wikstroemia indica
10,10,10,10,Wikstroemia ligustrina
9,9,9,9,Wikstroemia oahuensis
10,10,10,10,Wikstroemia ovata
9,9,9,9,Wikstroemia phillyreifolia
9,9,9,9,Wikstroemia pseudoretusa
18,18,18,18,Wikstroemia pulcherrima
9,9,9,9,Wikstroemia sandwicensis
14,14,14,14,Wikstroemia trichotoma
9,9,9,9,Wikstroemia uva-ursi
25-30-33-34-35-36-50-55,55,33,25,Wilhelmsia physodes
12-14,14,14,12,Wilkesia gymnoxiphium
14,14,14,14,Wilkesia hobdyi
11,11,11,11,Willardia schiedeana
5,5,5,5,Willemetia stipitata
20,20,20,20,Wislizenia californica
20,20,20,20,Wislizenia palmeri
20,20,20,20,Wislizenia refracta
7,7,7,7,Wissadula amplissima
7,7,7,7,Wissadula contracta
7,7,7,7,Wissadula densiflora
7,7,7,7,Wissadula excelsior
7,7,7,7,Wissadula fadyenii
7,7,7,7,Wissadula paraguariensis
7,7,7,7,Wissadula subpeltata
8,8,8,8,Wisteria brachybotrys
8-12,12,8,8,Wisteria floribunda
8,8,8,8,Wisteria frutescens
8-12-16,16,8,8,Wisteria sinensis
8,8,8,8,Wisteria sinensis f. alba
8,8,8,8,Wisteria venusta
24,24,24,24,Withania coagulans
12-24-36,36,24,12,Withania somnifera
12,12,12,12,Witheringia coccoloboides
12,12,12,12,Witheringia correana
12,12,12,12,Witheringia cuneata
12,12,12,12,Witheringia mortonii
12,12,12,12,Witheringia stellata
16,16,16,16,Witsenia maura
20,20,20,20,Wolffia angusta
15-20-21-22-23-25-30-31-35-40,40,25,15,Wolffia arrhiza
10-20,20,10,10,Wolffia australiana
10-11-15-20,20,15,10,Wolffia borealis
10-20-21-25-30-40,40,21,10,Wolffia brasiliensis
15-20-21-25-35,35,20,15,Wolffia columbiana
8-15-20-23-25-30,30,20,8,Wolffia globosa
20-35-40,40,35,20,Wolffia microscopica
10-20,20,10,10,Wolffiella denticulata
20-21,21,20,20,Wolffiella gladiata
20,20,20,20,Wolffiella hyalina
10-20-21-25,25,20,10,Wolffiella lingulata
20,20,20,20,Wolffiella neotropica
20-21-35,35,20,20,Wolffiella oblonga
20,20,20,20,Wolffiella welwitschii
15-25,25,15,15,Wollastonia biflora
8,8,8,8,Woodfordia fruticosa
8,8,8,8,Woodfordia uniflora
13,13,13,13,Woollsia pungens
15,15,15,15,Woronowia speciosa
21,21,21,21,Worsleya procera
11,11,11,11,Wrightia arborea
11,11,11,11,Wrightia coccinea
11,11,11,11,Wrightia laevis
11,11,11,11,Wrightia religiosa
10-11,11,10,10,Wrightia tinctoria
9,9,9,9,Wulfenia baldaccii
9,9,9,9,Wulfenia carinthiaca
8-16,16,8,8,Wulfeniopsis amherstiana
10-20,20,10,10,Wurmbea dioica
7,7,7,7,Wurmbea marginata
10,10,10,10,Wurmbea stricta
7,7,7,7,Wurmbea variabilis
19,19,19,19,Wyethia amplexicaulis
19,19,19,19,Wyethia angustifolia
19,19,19,19,Wyethia arizonica
19,19,19,19,Wyethia helenioides
19,19,19,19,Wyethia mollis
4-5,5,4,4,Xanthisma blephariphyllum
4-8,8,4,4,Xanthisma coloradoense
2-3-4,4,2,2,Xanthisma gracile
4-8,8,8,4,Xanthisma grindelioides
4,4,4,4,Xanthisma gymnocephalum
4,4,4,4,Xanthisma gypsophilum
4-8,8,4,4,Xanthisma junceum
3-4-8,8,4,3,Xanthisma scabrellum
4-5-6-8,8,4,4,Xanthisma spinulosum
4-8,8,4,4,Xanthisma spinulosum var. chihuahuanum
4-8,8,4,4,Xanthisma spinulosum var. glaberrimum
4-5-8,8,4,4,Xanthisma spinulosum var. gooddingii
4-5-6-8,8,4,4,Xanthisma texanum
4,4,4,4,Xanthisma texanum var. drummondii
4,4,4,4,Xanthisma viscidum
18,18,18,18,Xanthium albinum
18,18,18,18,Xanthium cavanillesii
18,18,18,18,Xanthium orientale
