institute	id_number	project	higher_group	family	genus	species	standard	buffer	mean1	mean2	cv1	cv2	ratio	ave_sample	ave_standard	gs_pg_2c_replicate	gs_pg_2c	gs_pg_1c	x1c_gbp	cv_sample	cv_standard	sd_r_sample	stdv_gs	measured_by	date	d_to_l_specimen_id	previous_estimate_2c_prime	comments_on_d_to_l_sample	x30	x32	primary
RBGE	DB1415	DTOL	Bryophyte	Dicranaceae	Dichodontium	palustre	<Oryza	GPB3%PVPBmet	328.48	499.93	3.89	2.82	1.504	341.74	538.77	NA	0.63	0.32	0.31	4.15	2.52	0.084	NA	Sahr Mian	8/9/2020	NA	-	NA	NA	NA	1
RBGE	DB1418	DTOL	Bryophyte	Fontinalaceae	Fontinalis	antipyretica	<Solanum	GPB3%PVPBmet	193.07	327.26	3.99	2.84	1.695	208.96	343.5	NA	2.38	1.19	1.16	3.97	2.85	0.030	NA	Sahr Mian	9/9/2020	NA	same	NA	NA	NA	1
RBGE	DB1423	DTOL	Bryophyte	Hylocomiaceae	Hylocomium	splendens	<Solanum	GPB3%PVPBmet	279.57	654.83	4.47	2.93	2.332	306.88	691.3	NA	0.87	0.44	0.43	3.76	3.1	0.070	NA	Sahr Mian	9/9/2020	NA	0.78	NA	NA	NA	1
RBGE	DB1417	DTOL	Bryophyte	Bartramiaceae	Philonotis	fontana	<Oryza	GPB3%PVPBmet	172.60	488.30	3.95	2.87	1.414	181.01	519.18	NA	0.7	0.35	0.34	3.69	3.27	0.020	NA	Sahr Mian	9/9/2020	NA	none	NA	NA	NA	1
RBGE	DB1422	DTOL	Bryophyte	Polytrichaceae	Polytrichum	commune	<Solanum	GPB3%PVPBmet	152.32	603.50	2.69	3.14	3.962	167.47	626.9	NA	1.05	0.52	0.51	2.69	2.59	0.180	NA	Sahr Mian	1/10/2020	NA	0.93	NA	NA	NA	1
RBGE	DB1424	DTOL	Bryophyte	Leucobryaceae	Campylopus	atrovirens	<Oryza	OXPRO	295.58	516.36	3.54	2.78	3.594	301.16	526.41	NA	0.57	0.29	0.28	3.54	3.02	0.131	NA	Sahr Mian	20/10/20	NA	-	NA	NA	NA	1
RBGE	DB1425	DTOL	Bryophyte	Grimmiaceae	Racomitrium	lanuginosum	<Oryza	OXPRO	277.06	547.07	3.42	3.27	1.975	286.67	567.28	NA	0.51	0.25	0.24	3.29	3.18	0.008	NA	Sahr Mian	2/10/2020	NA	-	NA	NA	NA	1
RBGE	DB1426	DTOL	Bryophyte	Orthotrichaceae	Amphidium	mougeotii	<Oryza	GPB3%PVPBmet	352.94	507.49	3.74	3.87	1.438	374.35	551.47	NA	0.68	0.34	0.33	3.02	3.61	0.035	NA	Sahr Mian	2/10/2020	NA	-	NA	NA	NA	1
RBGE	DB1431	DTOL	Bryophyte	Bartramiaceae	Breutelia	chrysocoma	<Solanum	GPB3%PVPBmet	133.47	675.74	3.98	2.51	5.063	137.51	696.35	NA	0.77	0.39	0.38	3.86	2.64	0.020	NA	Sahr Mian	2/10/2020	NA	-	NA	NA	NA	1
RBGE	DB1432	DTOL	Bryophyte	Fissidentaceae	Fissidens	osmundoides	<Oryza	GPB3%PVPBmet	214.28	438.63	3.35	3.21	2.047	221.76	458.63	NA	0.97	0.48	0.47	3.46	3.24	0.035	NA	Sahr Mian	1/10/2020	NA	genus estimate 0.57-1.27	NA	NA	NA	1
RBGE	DB1433	DTOL	Bryophyte	Frullaniaceae	Frullania	tamarisci	<Solanum	OXPRO	145.82	492.48	5.14	2.62	3.377	151.99	507.29	NA	1.17	0.59	0.58	5.53	2.89	0.040	NA	Sahr Mian	1/10/2020	NA	genus estimate 1.11-1.50	NA	NA	NA	1
RBGE	DB1434	DTOL	Bryophyte	NA	Plagiochila	porelloides	>Oryza	GPB3%PVPBmet	173.24	287.05	3.76	3.71	1.657	294.41	180.56	NA	3.26	1.63	1.59	3.77	3.72	0.025	NA	Sahr Mian	1/10/2020	NA	3.14	NA	NA	NA	1
RBGE	DB1435	DTOL	Bryophyte	NA	Ptilidium	ciliare	<Solanum	OXPRO	238.90	379.99	4.08	2.71	1.591	248.39	396.05	NA	2.46	1.23	1.2	3.77	3	0.000	NA	Sahr Mian	1/10/2020	NA	2.34	NA	NA	NA	1
RBGE	DB1436	DTOL	Bryophyte	NA	Rhytidiadelphus	squarrosus	<Solanum	OXPRO	283.58	654.11	2.77	2.42	4.627	306.99	700.22	NA	0.86	0.43	0.42	3.43	2.29	0.080	NA	Sahr Mian	2/10/2020	NA	0.85	NA	NA	NA	1
RBGE	DB1438	DTOL	Bryophyte	NA	Aulacomnium	palustre	<Oryza	GPB3%PVPBmet	148.05	372.45	3.83	2.41	2.516	153.57	393.28	NA	0.78	0.39	0.38	3.77	3.16	0.048	NA	Sahr Mian	1/10/2020	NA	0.64	NA	NA	NA	1
RBGE	DB1421	DTOL	Bryophyte	NA	Pleurozium	schreberi	<Solanum	OXPRO	162.66	402.64	3.34	3.29	2.475	174.97	417.77	NA	1.64	0.82	0.8	2.99	2.79	0.080	NA	Sahr Mian	7/10/2020	NA	1.51	NA	NA	NA	1
RBGE	DB1429	DTOL	Bryophyte	NA	Lejeunea	patens	<Oryza	OXPRO	154.72	686.51	4.78	2.82	4.437	161.21	742.93	NA	0.43	0.22	0.22	5.79	2.5	0.146	NA	Sahr Mian	7/10/2020	NA	0.4	NA	NA	NA	1
RBGE	DB1430	DTOL	Bryophyte	NA	Marsupella	emarginata	<Solanum	OXPRO	185.99	634.55	4.2	2.29	3.412	193.73	658.22	NA	1.15	0.58	0.57	3.97	2.66	0.030	NA	Sahr Mian	7/10/2020	NA	-	NA	NA	NA	1
RBGE	DB1439	DTOL	Bryophyte	NA	Hylocomiadelphus	triquetrus	<Solanum	GPB3%PVPBmet	417.04	699.87	3.14	2.7	1.678	451.44	761.65	NA	1.16	0.58	0.57	2.88	2.57	0.020	NA	Sahr Mian	7/10/2020	NA	-	NA	NA	NA	1
RBGE	DB1440	DTOL	Bryophyte	NA	Rhytidiadelphus	loreus	<Oryza	GPB3%PVPBmet	191.97	362.43	3.76	3.05	1.888	203.21	392.13	NA	1.04	0.52	0.51	3.41	2.91	0.038	NA	Sahr Mian	7/10/2020	NA	0.86	NA	NA	NA	1
RBGE	DB1442	DTOL	Bryophyte	NA	Hypnum	andoi	<Solanum	OXPRO	203.80	519.10	4.06	3.75	2.547	204.27	538.8	NA	0.74	0.37	0.36	3.64	3.54	0.280	NA	Sahr Mian	8/10/2020	NA	genus estimate 0.54-0.95	NA	NA	NA	1
RBGE	DB1443	DTOL	Bryophyte	NA	Hypnum	cupressiforme	<Solanum	OXPRO	259.26	597.83	2.73	2.62	2.196	268.93	608.51	NA	0.87	0.43	0.42	3.19	2.69	0.060	NA	Sahr Mian	8/10/2020	NA	0.41	NA	NA	NA	1
RBGE	DB1444	DTOL	Bryophyte	NA	Riccardia	palmata	<Solanum	GPB3%PVPBmet	210.63	351.99	4.18	2.6	1.671	216.4	365.64	NA	2.32	1.16	1.13	3.76	2.76	0.020	NA	Sahr Mian	7/10/2020	NA	1.78	NA	NA	NA	1
RBGE	DB1445	DTOL	Bryophyte	NA	Thuidium	tamariscinum	<Solanum	GPB3%PVPBmet	119.59	552.81	3.92	2.47	4.622	125.31	563.52	NA	0.87	0.44	0.43	3.84	2.33	0.120	NA	Sahr Mian	7/10/2020	NA	0.82	NA	NA	NA	1
RBGE	DB1447	DTOL	Bryophyte	NA	Neckera	pumila	<Oryza	GPB3%PVPBmet	214.15	478.85	2.81	3.03	2.236	216.49	498.84	NA	0.87	0.43	0.42	2.94	2.85	0.059	NA	Sahr Mian	8/10/2020	NA	genus estimate 0.88-1.62	NA	NA	NA	1
RBGE	DB1448	DTOL	Bryophyte	NA	Isothecium	myosuroides	<Solanum	GPB3%PVPBmet	313.14	681.25	3.44	2.45	2.175	340.52	725.35	NA	0.92	0.46	0.45	2.97	2.64	0.040	NA	Sahr Mian	8/10/2020	NA	genus estimate 0.86-0.95	NA	NA	NA	1
RBGE	DB1449	DTOL	Bryophyte	NA	Isothecium	alopecuroides	<Solanum	GPB3%PVPBmet	345.46	658.71	2.55	2.33	3.757	340.3	644.09	NA	1.04	0.52	0.51	2.47	2.4	0.000	NA	Sahr Mian	8/10/2020	NA	0.95, genus estimate 0.86-0.95	NA	NA	NA	1
RBGE	DB1451	DTOL	Bryophyte	NA	Homalothecium	sericeum	<Solanum	GPB3%PVPBmet	346.34	668.37	2.91	2.4	1.93	368.57	716.95	NA	1.01	0.5	0.49	2.63	2.28	0.010	NA	Sahr Mian	8/10/2020	NA	0.90	NA	NA	NA	1
RBGE	DB1452	DTOL	Bryophyte	NA	Zygodon	viridissimus	<Oryza	OXPRO	130.38	436.84	4.33	3.21	3.35	139.13	448.44	NA	0.62	0.31	0.3	5.47	3.66	0.114	NA	Sahr Mian	21/10/20	NA	-	NA	NA	NA	1
RBGE	DB1453	DTOL	Bryophyte	NA	Thamnobryum	alopecurum	<Solanum	GPB3%PVPBmet	287.57	589.02	2.89	2.66	2.048	290.76	591.91	NA	0.96	0.48	0.47	3.07	2.8	0.022	NA	Sahr Mian	8/10/2020	NA	0.94	NA	NA	NA	1
RBGE	DB1455	DTOL	Bryophyte	NA	Campylium	stellatum	<Solanum	GPB3%PVPBmet	126.50	583.78	3.57	2.32	4.615	131.35	596.58	NA	0.86	0.43	0.42	3.73	2.22	0.063	NA	Sahr Mian	21/10/20	NA	0.73	NA	NA	NA	1
RBGE	DB1456	DTOL	Bryophyte	NA	Schistidium	strictum	<Oryza	OXPRO	219.32	712.45	3.96	2.55	3.248	228.49	732	NA	0.62	0.31	0.3	3.52	3.15	0.040	NA	Sahr Mian	21/10/20	NA	genus est 0.69-0.71	NA	NA	NA	1
RBGE	DB1457	DTOL	Bryophyte	NA	Ctenidium	molluscum	<Solanum	Galbraith	159.27	737.62	3.2	3.13	4.613	163.03	753.25	NA	0.85	0.42	0.41	3.07	2.73	0.007	NA	Sahr Mian	22/10/20	NA	Genus est 0.76-0.82	NA	NA	NA	1
RBGE	DB1458	DTOL	Bryophyte	NA	Tortella	tortuosa	<Oryza	GPB3%PVPBmet	183.96	485.87	3.32	3.68	2.641	191.65	521.86	NA	0.73	0.37	0.36	3.59	3.13	0.088	NA	Sahr Mian	20/10/20	NA	0.67	NA	NA	NA	1
RBGE	DB1459	DTOL	Bryophyte	NA	Thuidium	delicatulum	<Oryza	GPB3%PVPBmet	187.73	449.49	3.89	3.23	2.394	192.5	460.23	NA	0.84	0.42	0.41	3.66	3.35	0.018	NA	Sahr Mian	20/10/20	NA	0.77	NA	NA	NA	1
RBGE	DB1462	DTOL	Bryophyte	NA	Grimmia	ramondii	<Oryza	OXPRO	192.61	667.75	5.96	2.25	3.467	196.21	683.65	NA	0.57	0.29	0.28	5.13	2.56	0.015	NA	Sahr Mian	22/10/20	NA	-	NA	NA	NA	1
RBGE	DB1463	DTOL	Bryophyte	NA	Ptilium	crista-castrensis	<Oryza	GPB3%PVPBmet	194.36	453.42	3.65	2.62	2.324	204.38	472.21	NA	0.87	0.43	0.42	3.43	2.81	0.021	NA	Sahr Mian	20/10/20	NA	0.79	NA	NA	NA	1
RBGE	DB1464	DTOL	Bryophyte	NA	Palustriella	falcata	<Oryza	Galbraith	188.26	572.44	2.65	2.11	3.041	191.76	582.44	NA	0.66	0.33	0.32	2.47	1.94	0.004	NA	Sahr Mian	22/10/20	NA	-	NA	NA	NA	1
RBGE	DB1465	DTOL	Bryophyte	NA	Scorpidium	revolvens	<Solanum	OxPRO	204.73	612.56	2.98	2.7	1.556	211.45	628.12	NA	1.32	0.66	0.65	3.22	2.64	0.014	NA	Sahr Mian	21/10/20	NA	-	NA	NA	NA	1
RBGE	DB1466	DTOL	Bryophyte	NA	Metzgeria	furcata	<Solanum	GPB3%PVPBmet	219.01	689.66	8.08	2.58	3.149	229.17	708.76	NA	1.27	0.63	0.62	8.78	2.79	0.056	NA	Sahr Mian	3/11/2020	NA	2.02	NA	NA	NA	1
RBGE	DB1467	DTOL	Bryophyte	NA	Encalypta	streptocarpa	<Oryza	GPB3%PVPBmet	202.81	407.25	3.06	2.93	2.324	209.23	423.35	NA	0.99	0.49	0.48	2.94	2.42	0.021	NA	Sahr Mian	3/11/2020	NA	0.9	NA	NA	NA	1
RBGE	DB1468	DTOL	Bryophyte	NA	Calliergonella	cuspidata	<Solanum	GPB3%PVPBmet	265.95	638.65	3.04	3.2	2.402	280.36	669.54	NA	0.82	0.41	0.4	3.45	2.88	0.028	NA	Sahr Mian	3/11/2020	NA	0.69	NA	NA	NA	1
RBGE	DB1469	DTOL	Bryophyte	NA	Anomodon	viticulosus	<Oryza	GPB3%PVPBmet	203.77	448.65	3.07	3.69	2.202	217.3	471.22	NA	0.92	0.46	0.45	3.09	3.69	0.028	NA	Sahr Mian	3/11/2020	NA	0.8	NA	NA	NA	1
RBGE	DB1470	DTOL	Bryophyte	NA	Radula	complanata	<Solanum	GPB3%PVPBmet	186.83	436.84	5.85	2.98	2.338	194.75	447.57	NA	1.71	0.85	0.83	5.92	2.78	0.035	NA	Sahr Mian	3/11/2020	NA	1.51	NA	NA	NA	1
RBGE	DB1471	DTOL	Bryophyte	NA	Frullania	dilatata	<Oryza	GPB3%PVPBmet	258.34	385.85	6.4	3.69	2.202	261.54	399.79	NA	1.31	0.65	0.64	4.76	3.69	0.028	NA	Sahr Mian	3/11/2020	NA	1.11/1.50	NA	NA	NA	1
RBGE	DB1471	DTOL	Bryophyte	NA	Frullania	dilatata	<Oryza	GPB3%PVPBmet	329.27	385.85	5.54	3.69	2.202	338.44	399.79	NA	1.69	0.85	0.83	5.95	3.69	0.028	NA	Sahr Mian	3/11/2020	NA	1.11/1.50	NA	NA	NA	1
RBGE	DB1472	DTOL	Bryophyte	NA	Lepidozia	reptans	<Solanum	GPB3%PVPBmet	198.67	480.60	6.47	3	2.419	204.14	487.67	NA	1.64	0.82	0.8	6.25	3.01	0.032	NA	Sahr Mian	3/11/2020	NA	1.33	NA	NA	NA	1
RBGE	DB1473	DTOL	Bryophyte	NA	Dicranella	heteromalla	<Oryza	GPB3%PVPBmet	165.04	452.02	3.51	3.12	3.351	172.52	477.73	NA	0.72	0.36	0.35	2.95	3.1	0.299	NA	Sahr Mian	3/11/2020	NA	0.63	NA	NA	NA	1
RBGE	DB1474	DTOL	Bryophyte	NA	Sanionia	uncinata	<Solanum	GPB3%PVPBmet	278.93	688.59	3.7	3.94	2.632	287.1	725.73	NA	1.55	0.78	0.76	3.02	2.98	0.084	NA	Sahr Mian	4/11/2020	NA	-	NA	NA	NA	1
RBGE	DB1475	DTOL	Bryophyte	NA	Lophocolea	bidentata	<Oryza	GPB3%PVPBmet	234.43	372.50	4.75	2.41	1.589	234.56	377.16	NA	1.24	0.62	0.61	5.17	2.08	0.017	NA	Sahr Mian	4/11/2020	NA	0.92	NA	NA	NA	1
RBGE	DB1477	DTOL	Bryophyte	NA	Plagiothecium	denticulatum	<Solanum	GPB3%PVPBmet	299.42	590.89	4.24	2.94	1.968	316.42	609.07	NA	1.02	0.51	0.5	3.9	3.05	0.044	NA	Sahr Mian	4/11/2020	NA	1.10	NA	NA	NA	1
RBGE	DB1478	DTOL	Bryophyte	NA	Sphagnum	inundatum	<Solanum	GPB3%PVPBmet	255.20	556.11	3.88	2.55	2.179	260.92	562.61	NA	1.82	0.91	0.89	3.78	2.48	0.020	NA	Sahr Mian	4/11/2020	NA	1.44	NA	NA	NA	1
RBGE	DB1479	DTOL	Bryophyte	NA	Pogonatum	urnigerum	<Solanum	GPB3%PVPBmet	155.51	512.09	3.55	2.87	3.293	162.44	525.18	NA	1.21	0.61	0.6	3.16	2.45	0.062	NA	Sahr Mian	4/11/2020	NA	-	NA	NA	NA	1
RBGK	MC9125	DTOL	Angiosperm	Papaveraceae	Fumaria	muralis	<Solanum	OXPRO	186.81	301.55	4.52	4.61	1.614	190.84	318.53	NA	1.17	0.59	0.58	4.53	3.63	0.048	NA	Sahr Mian	16/03/2021	KDTOL10135	1.10	low nuclei count	NA	NA	1
RBGK	MC9126	DTOL	Angiosperm	Asteraceae	Senecio	vulgaris	<Petro	OXPRO	191.88	251.89	3.3	2.15	1.313	190.45	250.29	NA	3.42	1.71	1.67	3.06	2.1	0.004	NA	Sahr Mian	16/03/2021	KDTOL10136	3.20	NA	NA	NA	1
RBGK	MC9127	DTOL	Angiosperm	Brassicaceae	Cardamine	flexuosa	<Oryza	OXPRO	115.62	222.61	4.42	3.88	1.925	120.99	237.59	NA	0.51	0.25	0.24	4.31	3.33	0.033	NA	Sahr Mian	16/03/2021	KDTOL10137	1.80	PREVIOUS ESTIMATION POTENTIALLY BASED OFF POLYPLOID	NA	NA	1
RBGK	MC9128	DTOL	Angiosperm	Lamiaceae	Lamium	purpureum	<Petro	GPB3%PVPBmet	131.16	372.51	3.88	1.57	2.84	135.34	376.31	NA	1.62	0.81	0.79	3.7	1.82	0.062	NA	Sahr Mian	16/03/2021	KDTOL10138	2.20	NA	NA	NA	1
RBGK	MC9129	DTOL	Angiosperm	Caryophyllaceae	Cerastium	glomeratum	<Petro	GPB3%PVPBmet	115.57	277.56	3.5	3.12	2.402	114.04	273.75	NA	1.87	0.94	0.92	3.71	3.14	0.011	NA	Sahr Mian	16/03/2021	KDTOL10139	genus estimate 1.3-8	NA	NA	NA	1
RBGE	DB1495	DTOL	Bryophyte	NA	Pellia	epiphylla	<Oryza	GPB3%PVPBmet	113.14	336.66	5.94	4.69	2.976	116.57	355.24	NA	0.66	0.33	0.32	6.67	4.12	0.071	NA	Sahr Mian	17/03/2021	NA	4.20	NA	NA	NA	1
RBGE	DB1499	DTOL	Bryophyte	NA	Mylia	taylorii	>Solanum	GPB3%PVPBmet	101.08	382.95	3.42	2.45	1.947	389.03	106.6	NA	14.31	7.15	6.99	3.35	2.94	0.021	NA	Sahr Mian	17/03/2021	NA	14.84	NA	NA	NA	1
RBGE	DB1488	DTOL	Bryophyte	NA	Pseudoscleropodium	purum	<Solanum	Ebihara	119.04	568.89	5.21	2.39	4.777	123.7	593.39	NA	0.82	0.41	0.4	4.69	2.36	0.018	NA	Sahr Mian	17/03/2021	NA	-	NA	NA	NA	1
RBGE	DB1496	DTOL	Bryophyte	NA	Conocephalum	salebrosum	NO RESULT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
RBGK	MC9132	DTOL	Angiosperm	Plantaginaceae	Veronica	hederifolia	<Petro	GPB3%PVPBmet	182.37	257.14	3.59	3.16	1.41	190.73	277.55	NA	3.09	1.55	1.51	3.37	2.92	0.044	NA	Sahr Mian	23/03/2021	KDTOL10142-49	2.82	NA	NA	NA	1
RBGK	MC9131	DTOL	Angiosperm	Apiaceae	Anthriscus	sylvestris	>Solanum	GPB3%PVPBmet	163.03	322.55	2.02	1.47	1.978	326.89	166.89	NA	3.92	1.96	1.92	1.59	2.04	0.018	NA	Sahr Mian	23/03/2021	KDTOL10141	4.5	NA	NA	NA	1
RBGK	MC9133	DTOL	Angiosperm	Adoxaceae	Adoxa	moschatellina	>Pisum	OXPRO	125.26	442.70	2.18	2.71	4.005	459.54	133.92	NA	31.19	15.6	15.25	2.93	2.52	0.020	NA	Sahr Mian	23/03/2021	KDTOL10150	28.60	NA	NA	NA	1
RBGE	DB1487	DTOL	Bryophyte	NA	Polytrichum	formosum	<Oryza	GPB3%PVPBmet	213.85	324.38	4.18	3.85	1.591	220.61	350.39	NA	1.26	0.63	0.62	6.67	4.12	0.023	NA	Sahr Mian	24/03/2021	NA	1.08	NA	NA	NA	1
RGBE	DB1491	DTOL	Bryophyte	NA	Brachythecium	rutabulum	<Solanum	OXPRO	205.58	414.22	5.07	2.41	2.015	216.23	427.7	NA	2	1	0.98	4.69	2.72	0.035	NA	Sahr Mian	24/03/2021	NA	1.84	NA	NA	NA	1
RBGE	DB1498	DTOL	Bryophyte	NA	Dichodontium	flavescens	<Oryza	OXPRO	286.71	560.25	4.55	3.23	1.954	295.47	575.86	NA	0.51	0.26	0.25	6.67	4.12	0.016	NA	Sahr Mian	24/03/2021	NA	-	NA	NA	NA	1
RBGE	DB1502	DTOL	Bryophyte	NA	Porella	arboris-vitae	<Solanum	OXPRO	212.73	297.10	3.75	2.39	1.397	210.08	302.74	NA	2.75	1.37	1.34	4.69	2.72	0.042	NA	Sahr Mian	24/03/2021	NA	Genus est 0.68 - 2.66	NA	NA	NA	1
RBGE	DB1497	DTOL	Bryophyte	NA	Sciuro-hypnum	plumosum	<Oryza	OXPRO	209.14	503.33	4.8	3.22	2.407	219.85	517.36	NA	0.85	0.42	0.42	6.67	4.12	0.047	NA	Sahr Mian	24/03/2021	NA	-	NA	NA	NA	1
RBGE	DB1494	DTOL	Bryophyte	NA	Ptychomitrium	polyphyllum	<Oryza	OXPRO	98.85	495.30	4.41	3.22	5.011	101.73	526.9	NA	0.39	0.19	0.19	6.67	4.12	0.150	NA	Sahr Mian	24/03/2021	NA	-	NA	NA	NA	1
RBGE	DB1493	DTOL	Bryophyte	NA	Marchantia	quadrata	<Solanum	OXPRO	191.71	423.96	5.45	3.87	2.211	204.01	454.34	NA	1.78	0.89	0.87	4.69	2.72	0.024	NA	Sahr Mian	07/04/2021	NA	0.58-1.30 genus est	NA	NA	NA	1
RBGK	MC9134	DTOL	Angiosperm	Brassicaceae	Cardamine	pratensis	<Petro	GPB3%PVPBmet	137.48	320.27	4.87	3.07	2.329	119.01	274.52	NA	1.95	0.98	0.95	4.94	2.96	0.021	NA	Robyn Powell	07/04/2021	KDTOL10151	3.30	NA	NA	NA	1
RBGK	MC9135	DTOL	Angiosperm	Asteraceae	Calendula	officinalis	<Petro	GPB3%PVPBmet	195.07	281.50	4.09	4.18	1.443	164.6	238.41	NA	3.11	1.55	1.52	4.36	4.39	0.011	NA	Robyn Powell	07/04/2021	KDTOL10152	2.79	NA	NA	NA	1
RBGK	MC9136	DTOL	Angiosperm	Ranunculaceae	Ranunculus	bulbosus	>Petro	GPB3%PVPBmet	112.73	282.40	3.33	2.94	2.505	285.36	114.61	NA	11.2	5.6	5.48	2.83	3.32	0.015	NA	Sahr Mian	07/04/2021	KDTOL10153	11.12	NA	NA	NA	1
RBGK	MC9138	DTOL	Angiosperm	Plantaginaceae	Plantago	coronopus	<Petro	GPB3%PVPBmet	122.59	401.02	3.61	2.17	3.271	125.4	408.18	NA	1.38	0.69	0.68	3.26	1.97	0.016	NA	Robyn Powell	07/04/2021	KDTOL10155	1.73	NA	NA	NA	1
RBGK	MC9141	DTOL	Angiosperm	Orobanchaceae	Lathraea	squamaria	<Petro	OXPRO	148.44	238.07	3.62	2.34	1.604	153.31	244.91	NA	2.82	1.41	1.38	3.31	2.64	0.009	NA	Sahr Mian	07/04/2021	KDTOL10159	no previous estimate	NA	NA	NA	1
RBGK	MC9142	DTOL	Angiosperm	Orobanchaceae	Lathraea	clandestina	<Pisum	OXPRO	195.67	370.22	4.05	3.13	1.892	200.69	392.18	NA	4.65	2.33	2.27	3.53	3.04	0.060	NA	Sahr Mian	07/04/2021	KDTOL10160	No previous estimate	NA	NA	NA	1
RBGK	MC9137	DTOL	Angiosperm	Berberidaceae	Berberis	aquifolium	<Petro	OXPRO	143.77	246.20	4.18	2.65	1.712	152.67	257.37	NA	2.67	1.33	1.31	4.25	2.56	0.029	NA	Sahr Mian	07/04/2021	KDTOL10154	No previous estimate	Flower bud tissue used as leaves thin and waxy	NA	NA	1
RBGK	MC9139	DTOL	Angiosperm	Geraniaceae	Erodium	moschatum	<Petro	GPB3%PVPBmet	148.09	353.01	2.77	1.9	2.384	153.78	360.03	NA	1.92	0.96	0.94	2.77	1.91	0.038	NA	Sahr Mian	07/04/2021	KDTOL10156	No previous estimate	NA	NA	NA	1
RBGK	MC9130	DTOL	Angiosperm	Boraginaceae	Pentaglottis	sempervirens	<Petro	GPB3%PVPBmet	113.48	240.93	3.78	3.2	2.123	113.92	239.72	NA	2.14	1.07	1.05	3.66	3.08	0.020	NA	Sahr Mian	07/04/2021	KDTOL10140	No previous estimate	Flower material used as leaf tissue difficult to sample	NA	NA	1
RBGK	MC9144	DTOL	Angiosperm	Amaryllidaceae	Allium	triquetrum	>Pisum	GPB3%PVPBmet	108.76	459.76	2.92	3.12	4.227	458.26	109.83	NA	37.93	18.96	18.55	3.04	2.88	0.058	NA	Sahr Mian	13/04/2021	KDTOL10162	36.30	NA	NA	NA	1
RBGK	MC9146	DTOL	Angiosperm	Poaceae	Dactylis	glomerata	>Petro	GPB3%PVPBmet	171.20	330.91	3.3	3.21	1.933	330.59	173.29	NA	8.58	4.29	4.2	3.01	3.29	0.026	NA	Sahr Mian	13/04/2021	KDTOL10164	6.60/8.80	NA	NA	NA	1
RBGK	MC9147	DTOL	Angiosperm	Lamiaceae	Glechoma	hederacea	<Petro	GPB3%PVPBmet	160.20	350.54	3.56	1.91	2.188	165.28	356.42	NA	2.09	1.04	1.02	3.92	2.08	0.030	NA	Sahr Mian	13/04/2021	KDTOL10165	1.80	NA	NA	NA	1
RBGK	MC9143	DTOL	Angiosperm	Apiaceae	Smyrnium	perfoliatum	<Pisum	GPB3%PVPBmet	138.88	221.48	3.41	3.21	1.595	141.66	224.68	NA	5.73	2.87	2.8	3.28	3.23	0.008	NA	Sahr Mian	13/04/2021	KDTOL10161	5.64	NA	NA	NA	1
RBGK	MC9148	DTOL	Angiosperm	Poaceae	Bromus	sterilis	<Pisum	GPB3%PVPBmet	154.42	220.08	3.34	3.59	1.43	159.5	226.87	NA	6.39	3.2	3.13	3.33	3.3	0.007	NA	Sahr Mian	13/04/2021	KDTOL10166	NA	NA	NA	NA	1
RBGE	DB1504	DTOL	Bryophyte	NA	Ceratodon	purpureus	<Oryza	OXPRO	157.37	342.03	5.57	3.09	2.173	164.73	368.84	NA	0.89	0.45	0.44	6.67	4.12	0.062	NA	Sahr Mian	13/04/2021	NA	0.78	NA	NA	NA	1
RBGE	DB1506	DTOL	Bryophyte	NA	Bryum	pseudotriquetrum	<Sol	OXPRO	224.71	432.41	3.96	3.87	1.924	237.61	456.76	NA	2.08	1.04	1.02	6.67	4.12	0.014	NA	Sahr Mian	13/04/2021	NA	-	NA	NA	NA	1
RBGE	DB1507	DTOL	Bryophyte	NA	Fissidens	adianthoides	<Oryza	OXPRO	281.42	382.73	3.37	3.81	1.36	294.87	396	NA	1.49	0.74	0.73	6.67	4.12	0.014	NA	Sahr Mian	13/04/2021	NA	1.28	NA	NA	NA	1
RBGE	DB1510	DTOL	Bryophyte	NA	Dicranum	majus	<Sol	OXPRO	365.59	444.48	3.77	2.38	1.216	284.97	346.22	NA	1.65	0.82	0.8	6.67	4.12	0.008	NA	Robyn Powell	14/04/2021	NA	-	NA	NA	NA	1
RBGE	DB1513	DTOL	Bryophtye	NA	Racomitrium	lanuginosum	<Oryza	OXPRO	299.61	586.18	3.6	4.41	1.956	264.41	515.68	NA	0.51	0.26	0.25	6.67	4.12	0.006	NA	Robyn Powell	14/04/2021	NA	-	NA	NA	NA	1
RBGE	DB1507	DTOL	Bryophyte	NA	Oligotrichum	hercynicum	<Solanum	OXPRO	164.35	573.51	3.71	2.32	3.49	168.78	596.91	NA	0.57	0.28	0.28	6.67	4.12	0.042	NA	Sahr Mian	14/04/2021	NA	-	NA	NA	NA	1
RBGE	DB1509	DTOL	Bryophyte	NA	Gymnomitrion	obtusum	<Oryza	OXPRO	199.79	468.59	5.99	4.02	2.345	205.08	495.51	NA	0.83	0.41	0.4	6.67	4.12	0.061	NA	Sahr Mian	14/04/2021	NA	-	NA	NA	NA	1
