"Infra Class","Order","Family","Common name","Species","Synonym*","2n","Estimated_haploid_2n/2","Reference"
"NEOGNATHAE","PASSERIFORMES","Pycnonotidae","","Pycnonotus cafer","","80","40","Ray-Chaudhuri 1976; Misra and Srivastava 1973; Patnaik and Prasad 1980"
"NEOGNATHAE","PASSERIFORMES","Pycnonotidae","","Pycnonotus jocosus","","82","41","Ray-Chaudhuri 1976; Patnaik and Prasad 1980"
"NEOGNATHAE","PASSERIFORMES","Pycnonotidae","","Pycnonotus sinensis","","78","39","Guo and Dong 1990; Chen et al. 1999"
"NEOGNATHAE","PASSERIFORMES","Pycnonotidae","","Pycnonotus xanthorrhous","","78","39","Li et al. 1994a"
"NEOGNATHAE","PASSERIFORMES","Pycnonotidae","","Spizixos canifrons","","78","39","Li et al. 1994a"
"NEOGNATHAE","PASSERIFORMES","Pycnonotidae","","Spizixos semitorques","","78","39","Li et al. 1994a; Chen et al. 2002"
"NEOGNATHAE","PASSERIFORMES","Regulidae","Goldcrests, Kinglets","Regulus regulus","","78","39","Xiaozhuang et al. 1991b"
"NEOGNATHAE","PASSERIFORMES","Remizidae","Penduline Tits","Remiz pendulinus","","76","38","Li and Bian 1988"
"NEOGNATHAE","PASSERIFORMES","Sittidae","Nuthatches","Sitta europaea","","80","40","Li and Bian 1988"
"NEOGNATHAE","PASSERIFORMES","Sittidae","","Sitta frontalis","","76","38","Li et al. 1994a"
"NEOGNATHAE","PASSERIFORMES","Sittidae","","Sitta neumayer","","94","47","Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Sturnidae","Starlings, Rhabdornis","Acridotheres fuscus","","80","40","Sharma et al. 1980; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Sturnidae","","Acridotheres ginginianus","","76","38","Misra and Srivastava 1973"
"NEOGNATHAE","PASSERIFORMES","Sturnidae","","Acridotheres tristis","","80","40","Misra and Srivastava 1973; Sharma et al. 1980; Patnaik and Prasad 1980; Tandon et al. 1984"
"NEOGNATHAE","PASSERIFORMES","Sturnidae","","Agropsar sturninus","Sturnus sturninus","80","40","Li and Bian 1988"
"NEOGNATHAE","PASSERIFORMES","Sturnidae","","Gracupica contra","Sturnus contra","82","41","Ray-Chaudhuri et al. 1969; Patnaik and Prasad 1980; Garg and Shrivastava 2013e"
"NEOGNATHAE","PASSERIFORMES","Sturnidae","","Sturnia malabarica","","80","40","Patnaik and Prasad 1980"
"NEOGNATHAE","PASSERIFORMES","Sturnidae","","Sturnia pagodarum","Sturnus pagodrum","80-82","#VALUE!","Patnaik and Prasad 1980"
"NEOGNATHAE","PASSERIFORMES","Sturnidae","","Sturnus vulgaris","","80","40","Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Sylviidae","Sylviid Babblers","Chrysomma sinense","","76","38","Mittal and Sharma 1989a"
"NEOGNATHAE","PASSERIFORMES","Sylviidae","","Fulvetta ruficapilla","Alcippe ruficapilla","76","38","Li et al. 1993"
"NEOGNATHAE","PASSERIFORMES","Sylviidae","","Sinosuthora webbiana","Paradoxornis webbiana","76","38","Bian et al. 1988a"
"NEOGNATHAE","PASSERIFORMES","Sylviidae","","Sylvia atricapilla","","74","37","Nanda et al. 2011"
"NEOGNATHAE","PASSERIFORMES","Sylviidae","","Sylvia communis","","84","42","Bulatova et al. 1971; Bulatova 1981; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Tephrodornithidae","Woodshrikes and allies","Tephrodornis pondicerianus","","62","31","Mittal and Sharma 1989b"
"NEOGNATHAE","PASSERIFORMES","Thamnophilidae","Antbirds","Dysithamnus mentalis","","76","38","Ledesma et al. 2002"
"NEOGNATHAE","PASSERIFORMES","Thamnophilidae","","Isleria hauxwelli","Myrmotherula bauxwelli","80","40","De Lucca 1974b"
"NEOGNATHAE","PASSERIFORMES","Thamnophilidae","","Pyriglena leucoptera","","82","41","Ledesma et al. 2002"
"NEOGNATHAE","PASSERIFORMES","Thamnophilidae","","Thamnophilus doliatus","","82","41","De Lucca and Chamma 1977"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Camarhynchus parvulus","","78","39","Jo 1983"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Camarhynchus pauper","","78","39","Jo 1983"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Camarhynchus psittacula","","78","39","Jo 1983"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Certhidea olivacea","","78","39","Jo 1983"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Charitospiza eucosma","","78","39","Correia et al. 2009"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Coereba flaveola","","78","39","De Lucca and Chamma 1977"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Coryphospingus cucullatus","","80","40","De Lucca 1974a"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Coryphospingus pileatus","","80","40","De Lucca 1974a"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Dacnis cayana","","78","39","Correia et al. 2009"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Emberizoides herbicola","","82","41","De Lucca and Waldrigues 1985; Carvalho 1989"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Geospiza conirostris","","78","39","Jo 1983"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Geospiza fortis","","78","39","Jo 1983"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Geospiza fuliginosa","","78","39","Jo 1983"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Geospiza magnirostris","","78","39","Jo 1983"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Geospiza scandens","","78","39","Jo 1983"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Haplospiza unicolor","","78","39","Carvalho 1989"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Neothraupis fasciata","","80","40","De Lucca 1977"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Paroaria coronata","","78","39","Carvalho 1989"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Pipraeidea bonariensis","Thraupis bonariensis","78","39","Carvalho 1989"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Platyspiza crassirostris","","78","39","Jo 1983"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Porphyrospiza caerulescens","","82","41","Correia et al. 2009"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Ramphocelus carbo","","78","39","De Lucca 1974b; De Lucca and Waldrigues 1985; Correia et al. 2009"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Saltator aurantiirostris","","80","40","dos Santos et al. 2015"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Saltator coerulescens","","88","44","Cabanne et al. 1997"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Saltator maximus","","82","41","De Lucca 1974a"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Saltator similis","","80","40","Cabanne et al. 1997; dos Santos et al. 2015"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Schistochlamys melanopis","","78","39","De Lucca and Waldrigues 1985"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Schistochlamys ruficapillus","","84","42","De Lucca and Chamma 1977"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Sicalis flaveola","","80","40","De Lucca 1974a; De Lucca and Chamma 1977; Carvalho 1989"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Sporophila americana","","80","40","De Lucca and Chamma 1977"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Sporophila caerulescens","","78","39","De Lucca 1974a; Carvalho 1989; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Sporophila leucoptera","","80","40","Correia et al. 2009"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Sporophila lineola","","78","39","De Lucca 1974b"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Sporophila nigricollis","","80","40","De Lucca and Chamma 1977"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Stephanophorus diadematus","","78","39","De Lucca 1974a"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Tachyphonus rufus","","80","40","Correia et al. 2009"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Tangara cayana","","78","39","Correia et al. 2009"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Tangara preciosa","","78","39","Carvalho 1989"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Thraupis palmarum","","80","40","De Lucca 1974b"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Thraupis sayaca","","78","39","De Lucca and Chamma 1977; Carvalho 1989; Gunski et al. 1998"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Tiaris canora","","78","39","Les Christidis 1986c"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Volatinia jacarina","","78","39","De Lucca 1974a"
"NEOGNATHAE","PASSERIFORMES","Timaliidae","Babblers, Scimitar Babblers","Cyanoderma ruficeps","Stuchvris ruficeps","74","37","Li et al. 1993"
"NEOGNATHAE","PASSERIFORMES","Timaliidae","","Pomatorhinus ruficollis","","76","38","Li et al. 1993"
"NEOGNATHAE","PASSERIFORMES","Tityridae","Tityras, Becards, Sharpbill","Pachyramphus castaneus","","76","38","De Lucca and Waldrigues 1985"
"NEOGNATHAE","PASSERIFORMES","Troglodytidae","Wrens","Campylorhynchus brunneicapillus","","74","37","Minzenmayer et al. 1995"
"NEOGNATHAE","PASSERIFORMES","Troglodytidae","","Cantorchilus leucotis","","78","39","De Lucca and Chamma 1977"
"NEOGNATHAE","PASSERIFORMES","Troglodytidae","","Catherpes mexicanus","","80","40","Minzenmayer et al. 1995"
"NEOGNATHAE","PASSERIFORMES","Troglodytidae","","Cistothorus palustris","","76","38","Minzenmayer et al. 1995"
"NEOGNATHAE","PASSERIFORMES","Troglodytidae","","Cistothorus platensis","","76","38","Minzenmayer et al. 1995"
"NEOGNATHAE","PASSERIFORMES","Troglodytidae","","Salpinctes obsoletus","","80","40","Minzenmayer et al. 1995"
"NEOGNATHAE","PASSERIFORMES","Troglodytidae","","Thryomanes bewickii","","76","38","Minzenmayer et al. 1995"
"NEOGNATHAE","PASSERIFORMES","Troglodytidae","","Thryothorus ludovicianus","","76","38","Minzenmayer et al. 1995"
"NEOGNATHAE","PASSERIFORMES","Troglodytidae","","Troglodytes aedon","","68","34","De Lucca and Waldrigues 1985"
"NEOGNATHAE","PASSERIFORMES","Turdidae","Thrushes","Geokichla sibirica","Zoothera sibirica","80","40","Udagawa 1957; Itoh et al. 1969; Li 1989"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Troglodytes troglodytes","","86","43","Udagawa 1956"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus albicollis","","78","39","Giannoni et al. 1990; Kretschmer et al. 2014a"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus amaurochalinus","","80","40","De Lucca 1974b; Giannoni et al. 1990"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus cardis","","84","42","Udagawa 1956"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus celaenops","","80","40","Udagawa 1955b"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus chrysolaus","","80","40","Yamashina 1951"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus eunomus","","78","39","Li 1989"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus hortulorum","","80","40","Li 1989"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus iliacus","Turdus musicus","80","40","Bulatova et al. 1971; Bulatova and Panov 1973"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus leucomelas","","80","40","Giannoni et al. 1990"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus merula","","80","40","Hammar 1970; Piccinni and Stella 1970"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus migratorius","","80","40","Jovanovic and Atkins 1969a; Giannoni et al. 1990"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus naumanni","","80","40","Udagawa 1957; Li 1989; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus obscurus","","80","40","Udagawa 1957"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus pallidus","","80","40","Udagawa 1955b; Li 1989"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus philomelos","","80","40","Bulatova et al. 1971; Bulatova and Panov 1973; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus pilaris","","80","40","Bulatova and Panov 1973; Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus ruficollis","","80","40","Li 1989"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Turdus rufiventris","","78","39","Giannoni et al. 1990; Kretschmer et al. 2014a"
"NEOGNATHAE","PASSERIFORMES","Turdidae","","Zoothera dauma","","80","40","Udagawa 1957; Li 1989"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","Tyrant Flycatchers, Calyptura","Cnemotriccus fuscatus","","84","42","Gunski et al. 2000"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Elaenia parvirostris","","78","39","Gunski et al. 2000"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Elaenia spectabilis","","80","40","Kretschmer et al. 2015b"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Empidonax alnorum","","82","41","Shields et al. 1987"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Empidonax flaviventris","","82","41","Shields et al. 1987"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Empidonax hammondii","","82","41","Shields et al. 1987"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Empidonax minimus","","82","41","Shields et al. 1987"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Empidonax traillii","","82","41","Shields et al. 1987"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Knipolegus cyanirostris","","78","39","De Lucca and Chamma 1977"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Legatus leucophaius","","82","41","Gunski et al. 2009"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Megarynchus pitangua","","82","41","Gunski et al. 2009"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Myiarchus ferox","","76","38","Gunski et al. 2000"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Myiodynastes maculatus","","80","40","Gunski et al. 2009"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Myiozetetes similis","","78","39","Gunski et al. 2009"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Pitangus sulphuratus","","80","40","Rocha and De Lucca 1988; Gunski et al. 2000; Rodrigues et al. 2018"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Platyrinchus mystaceus","","60","30","Gunski et al. 2000"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Satrapa icterophrys","","82","41","Rodrigues et al. 2018"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Serpophaga subcristata","","82","41","Rodrigues et al. 2018"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Tyrannus melancholicus","","78","39","Gunski et al. 2000"
"NEOGNATHAE","PASSERIFORMES","Tyrannidae","","Tyrannus savana","","78","39","Gunski et al. 2000"
"NEOGNATHAE","PASSERIFORMES","Vireonidae","Vireos, Greenlets & Shrike-babblers","Vireo flavifrons","","80","40","Shields 1982"
"NEOGNATHAE","PASSERIFORMES","Vireonidae","","Vireo gilvus","","80","40","Shields 1982"
"NEOGNATHAE","PASSERIFORMES","Vireonidae","","Vireo olivaceus","","80","40","Shields 1982"
"NEOGNATHAE","PASSERIFORMES","Vireonidae","","Vireo solitarius","","80","40","Shields 1982"
"NEOGNATHAE","PASSERIFORMES","Vireonidae","","Xolmis cinereus","","80","40","Rocha 1987"
"NEOGNATHAE","PASSERIFORMES","Zosteropidae","White-eyes","Yuhina diademata","","76","38","Li et al. 1993"
"NEOGNATHAE","PASSERIFORMES","Zosteropidae","","Zosterops erythropleurus","Zosterops erythropleura","78","39","Li and Bian 1988"
"NEOGNATHAE","PASSERIFORMES","Zosteropidae","","Zosterops japonicus","","78","39","Li et al. 1994a"
"NEOGNATHAE","PASSERIFORMES","Zosteropidae","","Zosterops lateralis","","78","39","Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Zosteropidae","","Zosterops palpebrosus","","78","39","Sharma 1989"
"NEOGNATHAE","ANSERIFORMES","Anatidae","","Anas penelope","Mareca penelope","80","40","Abu-Almaaty et al. 2019"
"NEOGNATHAE","GALLIFORMES","Cracidae","","Pipile cumanensis grayi","","76","38","Belterman and De Boer 1990"
"NEOGNATHAE","PHOENICOPTERIFORMES","Phoenicopteridae","","Phoenicopterus ruber chilensis","","80","40","Omura 1976; De Boer and Van Brink 1982"
"NEOGNATHAE","GRUIFORMES","Gruidae","Cranes","Anthropoides virgo","","80","40","Takagi and Sasaki 1974"
"NEOGNATHAE","GRUIFORMES","Rallidae","","Laterallus viridis","","76","38","Les Christidis 1990"
"NEOGNATHAE","CHARADRIIFORMES","Laridae","","Larus ridibundus","","66","33","Hammar 1966; Bian et al. 1991"
"NEOGNATHAE","MUSOPHAGIFORMES","Musophagidae","","Tauraco porphyreolophus","Gallirex porphyreolophus","82","41","Stock and Mengden 1975"
"NEOGNATHAE","CUCULIFORMES","Cuculidae","","Phaenicophaeus tristis","","78","39","Bian et al. 1991"
"NEOGNATHAE","CAPRIMULGIFORMES","Caprimulgidae","","Setopagis parvula","Caprimulgus parvulus","72","36","Nieto and Gunski 1998"
"NEOGNATHAE","APODIFORMES","Trochilidae","","Chlorestes notatus","","82","41","Les Christidis 1990"
"NEOGNATHAE","PICIFORMES","Picidae","","Leuconotopicus villosus","Picoides villosus","92","46","Shields et al. 1982"
"NEOGNATHAE","PICIFORMES","Picidae","","Yungipicus kizuki","Dendrocopos kizuki","92","46","Xiaozhuang and Qingwei 1989"
"NEOGNATHAE","PICIFORMES","Ramphastidae","","Ramphastos tucanus cuvieri","","88","44","Castro et al. 2002"
"NEOGNATHAE","PICIFORMES","Ramphastidae","","Ramphastos vitellinus ariel","Ramphastos ariel","106","53","Castro et al. 2002"
"NEOGNATHAE","PSITTACIFORMES","Psittacidae","","Pionus seniloides","","72","36","De Lucca et al. 1991"
"NEOGNATHAE","PASSERIFORMES","Alaudidae","","Alaudala rufescens","Calandrella rufescens","74","37","Bian et al. 1988a"
"NEOGNATHAE","PASSERIFORMES","Corvidae","","Corvus monedula","","80","40","Bulatova 1981"
"NEOGNATHAE","PASSERIFORMES","Corvidae","","Urocissa erythrorhyncha","","78","39","Chen et al. 2002"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Erythrura gouldiae","","78","39","Les Christidis 1986b"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Neochmia modesta","Aidemosyne modesta","78","39","Les Christidis 1986a"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Neochmia ruficauda","Bathilda ruficauda","78","39","Takagi 1972"
"NEOGNATHAE","PASSERIFORMES","Estrildidae","","Taeniopygia bichenovii","","78","39","Les Christidis 1986a"
"NEOGNATHAE","PASSERIFORMES","Hirundinidae","","Pygochelidon cyanoleuca","","76","38","Barcellos et al. 2019; Barcellos et al. 2020"
"NEOGNATHAE","PASSERIFORMES","Icteridae","","Sturnella militaris","","76","38","De Lucca and Waldrigues 1985"
"NEOGNATHAE","PASSERIFORMES","Leiothrichidae","","Babax lanceolatus","","76","38","Li et al. 1993"
"NEOGNATHAE","PASSERIFORMES","Leiothrichidae","","Garrulax cineraceus","","76","38","Li et al. 1993"
"NEOGNATHAE","PASSERIFORMES","Leiothrichidae","","Minla cyanouroptera","","76","38","Li et al. 1993"
"NEOGNATHAE","PASSERIFORMES","Leiothrichidae","","Turdoides malcolmi","","70","35","Tandon et al. 1984"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Larvivora cyane","","82","41","Udagawa 1955b; Li 1989"
"NEOGNATHAE","PASSERIFORMES","Muscicapidae","","Monticola cinclorhynchus","","82","41","Li 1989"
"NEOGNATHAE","PASSERIFORMES","Passeridae","","Montifringilla davidiana","","70","35","Bulatova 1973b; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Pycnonotidae","","Pycnonotus leucogenys","","82","41","Patnaik and Prasad 1980"
"NEOGNATHAE","PASSERIFORMES","Sturnidae","","Spodiopsar cineraceus","Sturnus cineraceus","80","40","Li and Bian 1988; Les Christidis 1990"
"NEOGNATHAE","PASSERIFORMES","Sturnidae","","Temenuchus pagodarum","","80-82","#VALUE!","Patnaik and Prasad 1980"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","Tanagers and allies","Cactospiza pallida","","78","39","Jo 1983"
"NEOGNATHAE","PASSERIFORMES","Thraupidae","","Oryzoborus maximiliani","","72","36","Goldschmidt et al. 2000"
"NEOGNATHAE","PASSERIFORMES","Timaliidae","","Pomatorhinus erythrogenys","","74","37","Li et al. 1993"
