PHYLUM	ORDER	GENUS	SPECIES	METHOD	1C in pg	1C in Mbp	x	FGSDID	SPECIMEN ID
Ascomycota	Pezizales	Scutellinia	pseudotrechispora	Fl-PC	0.032	30.97	2	2698	REG
Ascomycota	Pezizales	Scutellinia	scutellata	Fl-PC	0.029	28.50	2	2692	REG (Weber 56)
Ascomycota	Pezizales	Scutellinia	scutellata	Fl-PC	0.032	30.97	2	2693	REG (Weber 62)
Ascomycota	Pezizales	Scutellinia	scutellata	Fl-PC	0.033	32.68	2	2694	REG (Weber 298)
Ascomycota	Pezizales	Scutellinia	scutellata	Fl-PC	0.034	33.44	2	2695	REG (Weber 52)
Ascomycota	Pezizales	Scutellinia	scutellata	Fl-PC	0.035	34.20	2	2696	REG (Weber 59)
Ascomycota	Pezizales	Scutellinia	subhirtella	Fl-PC	0.034	33.44	2	2701	REG
Ascomycota	Pezizales	Sphaerosporella	brunnea	CS	0.053	51.60		6048	Sb_GMNB300 v2.0
Ascomycota	Pezizales	Tarzetta	catinus	Fl-PC	0.155	151.62	10	2678	REG (Weber 44)
Ascomycota	Pezizales	Tarzetta	catinus	Fl-PC	0.169	165.30	10	2679	REG (Weber 43)
Ascomycota	Pezizales	Tarzetta	cupularis	Fl-PC	0.165	161.31	10	2680	REG
Ascomycota	Pezizales	Terfezia	boudieri	CS	0.065	63.23		5231	S1 v1.0
Ascomycota	Pezizales	Terfezia	claveryi	CS	0.076	74.47		5961	T7 v1.0
Ascomycota	Pezizales	Terfezia	claveryi	CS	0.076	74.47		6049	T7 v1.0
Ascomycota	Pezizales	Tirmania	nivea	CS	0.065	63.13		6050	G3 v1.0
Ascomycota	Pezizales	Tricharina	praecox	CS	0.039	38.36		6051	DOB2270 v1.0
Ascomycota	Pezizales	Trichophaea	gregaria	Fl-PC	0.175	171.00	10	2676	REG (Weber 406)
Ascomycota	Pezizales	Trichophaea	gregaria	Fl-PC	0.179	175.18	10	2677	REG (Weber 242)
Ascomycota	Pezizales	Trichophaea	hemisphaerioides	PI-FC	0.023	22.20		5890	TAAM147708, TFC 97-71 (T)
Ascomycota	Pezizales	Trichophaea	hemisphaerioides	Fl-PC	0.030	29.10		5862	TAAM 147708; TFC1997-071 (T)
Ascomycota	Pezizales	Trichophaea	hemisphaerioides	PI-FC	0.032	30.99		5891	TAAM147708, TFC 97-71 (T)
Ascomycota	Pezizales	Trichophaea	hemisphaerioides	Fl-PC	0.045	44.08	2-3	2674	REG (Weber 68)
Ascomycota	Pezizales	Trichophaea	hemisphaerioides	Fl-PC	0.045	44.08	2-3	2673	REG (Weber 179)
Ascomycota	Pezizales	Trichophaea	hemisphaerioides	Fl-PC	0.046	44.60		5909	TAAM 147708; TFC1997-071 (TK)
Ascomycota	Pezizales	Trichophaea	hemisphaerioides	Fl-PC	0.046	44.84	2-3	2675	REG (Weber 67)
Ascomycota	Pezizales	Trichophaea	hybrida	CS	0.147	144.18		5911	UTF0779 v1.0
Ascomycota	Pezizales	Tuber	aestivum	light microscopy, staining with orcein			2	4059	
Ascomycota	Pezizales	Tuber	aestivum	light microscopy, staining with orcein			2	4060	
Ascomycota	Pezizales	Tuber	aestivum	light microscopy, staining with orcein			1	4061	
Ascomycota	Pezizales	Tuber	aestivum	light microscopy, staining with orcein			1	4062	
Ascomycota	Pezizales	Tuber	aestivum	CS	0.147	144.00		6053	v1.0
Ascomycota	Pezizales	Tuber	borchii		0.035	34.00		3977	
Ascomycota	Pezizales	Tuber	borchii	CS	0.099	97.18		5910	Tbo3840 v1.0
Ascomycota	Pezizales	Tuber	brumale	CS	0.175	171.44		6054	v1.0
Ascomycota	Pezizales	Tuber	canaliculatum	CS	0.122	119.02		6055	GB_Tcana1 v1.0
Ascomycota	Pezizales	Tuber	gibbosum	CS	0.075	73.83		6056	GB_Tgibb2 v1.0
Ascomycota	Pezizales	Tuber	indicum	CS	0.113	110.50		6057	v1.0
Ascomycota	Pezizales	Tuber	melanosporum	CS	0.126	123.59		4974	Mel28
Ascomycota	Pezizales	Verpa	conica	CS	0.047	45.51		6059	TJ0815 v1.0
Ascomycota	Pezizales	Verpa	conica	Fl-PC	0.050	48.83	3	2612	REG (Weber 275)
Ascomycota	Pezizales	Verpa	conica	Fl-PC	0.053	52.06	3	2613	REG culture (Weber 16)
Ascomycota	Pezizales	Wilcoxina	mikolae	CS	0.120	117.29		5233	CBS 423.85 v1.0
Ascomycota	Phaeotrichales	Trichodelitschia	bisporula	CS	0.026	25.79		5382	CBS 262.69 v1.0
Ascomycota	Pleosporales	Alternaria	alternata	CS	0.034	32.99		5374	SRC1lrK2f v1.0
Ascomycota	Pleosporales	Alternaria	brassicicola	CS	0.030	29.60		4792	strain ATCC 96836
Ascomycota	Pleosporales	Alternaria	brassicicola	CS	0.031	30.30		4997	
Ascomycota	Pleosporales	Amniculicola	lignicola	CS	0.051	49.58		5375	CBS 123094 v1.0
Ascomycota	Pleosporales	Bipolaris	cookei	CS	0.037	36.17		5823	strain LSLP18.3
Ascomycota	Pleosporales	Bipolaris	maydis	CS	0.033	32.09		5819	ATCC 48331 ; ID: 2586
Ascomycota	Pleosporales	Bipolaris	oryzae	CS	0.032	31.36		5821	ATCC 44560
Ascomycota	Pleosporales	Bipolaris	sorokiniana	CS	0.034	33.21		5822	ND90Pr
Ascomycota	Pleosporales	Bipolaris	victoriae	CS	0.034	32.82		5820	FI3
Ascomycota	Pleosporales	Coleroa	chaetomium	Fl-PC	0.027	26.03		2049	REG
Ascomycota	Pleosporales	Leptosphaeria	maculans	CS	0.046	44.89		5005	
Ascomycota	Pleosporales	Parastagonospora	nodorum	CS	0.038	37.07		5824	SN15
Ascomycota	Pleosporales	Phaeosphaeria	caricinella	Fl-PC	0.050	48.83	3	2163	BARAL 4123
Ascomycota	Pleosporales	Pyrenophora	graminea	CHEF gel electrophoresis	0.042	41.30		4019	strain Dg9
Ascomycota	Pleosporales	Pyrenophora	graminea	CHEF gel electrophoresis	0.042	41.30		4020	strain Dg18
Ascomycota	Pleosporales	Pyrenophora	graminea	CHEF gel electrophoresis	0.045	43.90		4018	strain Dg8
Ascomycota	Pleosporales	Pyrenophora	graminea	CHEF gel electrophoresis	0.046	44.50		4017	strain Dg2
Ascomycota	Pleosporales	Pyrenophora	teres	CS	0.034	33.58		4021	
Ascomycota	Pleosporales	Pyrenophora	tritici-repentis	CS	0.039	37.84		5010	
Ascomycota	Pleosporales	Sporormia	fimetaria	CS	0.026	25.89		5388	v1.0
Ascomycota	Pleosporales	Trematosphaeria	pertusa	CS	0.049	47.75		5383	CBS 122368 v1.0
Ascomycota	Pleosporales	Westerdykella	ornata	CS	0.028	26.98		5379	CBS 379.55 v1.0
Ascomycota	Pleosporales	Zopfia	rhizophila	CS	0.156	152.78		5378	v1.0
Ascomycota	Pneumocystidales	Pneumocystis	carinii		0.007	6.50		3914	
Ascomycota	Pneumocystidales	Pneumocystis	carinii		0.008	7.50	0.0	2899	
Ascomycota	Pneumocystidales	Pneumocystis	carinii	CS	0.008	8.00	0.0	4884	
Ascomycota	Pneumocystidales	Pneumocystis	jirovecii	CS	0.008	8.15		5354	SE8 v1.0
Ascomycota	Rhytismatales	Coccomyces	coronatus	Fl-PC	0.067	65.93	4	1995	REG
Ascomycota	Rhytismatales	Cyclaneusma	minus	Fl-PC	0.050	48.83	3	1996	BARAL 4318
Ascomycota	Rhytismatales	Lophodermium	arundinaceum	Fl-PC	0.044	43.13	0.0	1997	REG
Ascomycota	Rhytismatales	Potebniamyces	pyri	Fl-PC	0.018	17.86	0.0	1998	BARAL 4021
Ascomycota	Rhytismatales	Propolis	farinosa	Fl-PC	0.023	22.80	0.0	1999	REG
Ascomycota	Rhytismatales	Tryblidiopsis	pinastri	Fl-PC	0.110	107.54	6	2429	REG
Ascomycota	Saccharomycetales	Ascoidea	rubescens	CS	0.018	17.50		5944	DSM 1968
Ascomycota	Saccharomycetales	Candida	albicans	CS	0.014	14.00	1	4893	WO-1
Ascomycota	Saccharomycetales	Candida	albicans	CS	0.015	14.86	1	4835	SC5314
Ascomycota	Saccharomycetales	Candida	albicans		0.016	16.00		3959	WO-1
Ascomycota	Saccharomycetales	Candida	albicans	CS	0.016	16.00		4833	Strain SC5314
Ascomycota	Saccharomycetales	Candida	albicans	CS	0.018	17.40		4834	strain SC5314
Ascomycota	Saccharomycetales	Candida	albicans	CS	0.029	28.50		4994	SC5314
Ascomycota	Saccharomycetales	Candida	albicans	Re-association kinetics	0.037	36.19	2	4416	H317
Ascomycota	Saccharomycetales	Candida	albicans	Re-association kinetics	0.037	36.19	2	4417	4W
Ascomycota	Saccharomycetales	Candida	albicans	Re-association kinetics	0.037	36.19	2	4418	H350
Ascomycota	Saccharomycetales	Candida	albicans	Re-association kinetics	0.039	38.14	2	4415	H317
Ascomycota	Saccharomycetales	Candida	dubliniensis	CS	0.015	14.61		4982	CD36
Ascomycota	Saccharomycetales	Candida	dubliniensis	CS	0.016	16.00		4449	
Ascomycota	Saccharomycetales	Candida	parapsilosis	CS	0.013	13.10	1	4450	
Ascomycota	Saccharomycetales	Candida	tropicalis	CS	0.015	15.00		3960	strain MYA-3404
Ascomycota	Saccharomycetales	Candida	tropicalis	CS	0.015	15.00		4897	CBS 94
Ascomycota	Saccharomycetales	Clavispora	lusitaniae		0.016	16.00		3953	
Ascomycota	Saccharomycetales	Debaryomyces	hansenii	CS	0.012	12.20		4024	CBS767
Ascomycota	Saccharomycetales	Endomyces	scopularum	Fl-PC	0.021	20.33	3?	1988	M 13/84, culture 504M
Ascomycota	Saccharomycetales	Eremothecium	gossypii	CS	0.009	8.74		4876	ATCC 10895
Ascomycota	Saccharomycetales	Kazachstania	exigua	CS	0.018	18.00		4898	CBS 379
Ascomycota	Saccharomycetales	Kazachstania	servazzii	CS	0.013	12.30		4889	CBS 431
Ascomycota	Saccharomycetales	Kluyveromyces	lactis	CS	0.011	10.60		4023	CLIB210
Ascomycota	Saccharomycetales	Kluyveromyces	lactis	CS	0.011	10.69		4880	NRRL Y-1140
Ascomycota	Saccharomycetales	Kluyveromyces	marxianus	CS	0.014	14.00		4894	CBS 712
Ascomycota	Saccharomycetales	Komagataella	pastoris	CS	0.010	9.30		4981	GS115
Ascomycota	Saccharomycetales	Lachancea	kluyveri	CS	0.012	11.34		4979	NRRL Y-12651
Ascomycota	Saccharomycetales	Lachancea	kluyveri	CS	0.013	12.60		4452	NRRL Y-12651
Ascomycota	Saccharomycetales	Lachancea	thermotolerans	CS	0.011	10.39		4980	CBS 6340
Ascomycota	Saccharomycetales	Lachancea	thermotolerans	CS	0.011	10.60		4878	CBS 6340
Ascomycota	Saccharomycetales	Lodderomyces	elongisporus	CS	0.016	16.00		3961	strain NRRL YB-4239
Ascomycota	Saccharomycetales	Meyerozyma	guilliermondii	CS	0.012	12.00		4886	ATCC 6260
Ascomycota	Saccharomycetales	Millerozyma	farinosa	CS	0.014	13.90		4892	CBS 706
Ascomycota	Saccharomycetales	Nadsonia	fulvescens	CS	0.014	13.75		5018	DSM 6958
Ascomycota	Saccharomycetales	Ogataea	polymorpha	CS	0.009	8.97		5017	NCYC 495 leu1.1
Ascomycota	Saccharomycetales	Ogataea	polymorpha	CS	0.010	9.50		4879	RB11
Ascomycota	Saccharomycetales	Pachysolen	tannophilus	CS	0.013	12.24		5078	CBS 4044/NRRL Y-2460.
Ascomycota	Saccharomycetales	Pichia	membranifaciens	CS	0.012	11.50		5020	
Ascomycota	Saccharomycetales	Saccharomyces	bayanus	CS	0.012	11.32		4050	MCYC623
Ascomycota	Saccharomycetales	Saccharomyces	bayanus	CS	0.012	11.47		4820	CBS 7001
Ascomycota	Saccharomycetales	Saccharomyces	bayanus	CS	0.012	11.54		4882	623-6C
Ascomycota	Saccharomycetales	Saccharomyces	bayanus	CS	0.012	11.54		4883	MCYC623
Ascomycota	Saccharomycetales	Saccharomyces	cerevisiae	CS	0.012	11.51		5360	M3707 v1.0
Ascomycota	Saccharomycetales	Saccharomyces	cerevisiae	CS	0.012	11.53		5358	M3837 v1.0
Ascomycota	Saccharomycetales	Saccharomyces	cerevisiae	CS	0.012	11.53		5359	M3836 v1.0
Ascomycota	Saccharomycetales	Saccharomyces	cerevisiae	CS	0.012	11.55		5356	M3839 v1.0
Ascomycota	Saccharomycetales	Saccharomyces	cerevisiae	CS	0.012	11.57		5357	M3838 v1.0
Ascomycota	Saccharomycetales	Saccharomyces	cerevisiae	CS	0.012	11.60		4977	JAY291
Ascomycota	Saccharomycetales	Saccharomyces	cerevisiae	CS	0.012	11.74		3946	strain RM11-1a
Ascomycota	Saccharomycetales	Saccharomyces	cerevisiae	CS	0.012	11.80		5355	YB210 v1.0
Ascomycota	Saccharomycetales	Saccharomyces	cerevisiae	CS	0.012	12.00		4887	YJM789
Ascomycota	Saccharomycetales	Saccharomyces	cerevisiae	CS	0.012	12.06		3978	S288C
Ascomycota	Saccharomycetales	Saccharomyces	cerevisiae	quantitative real-time PCR	0.012	12.10		4420	FY 1679
Ascomycota	Saccharomycetales	Saccharomyces	kudriavzevii	CS	0.011	11.19		4822	ZP 591
Ascomycota	Saccharomycetales	Saccharomyces	kudriavzevii	CS	0.012	11.29		4821	IFO 1802 T
Ascomycota	Saccharomycetales	Saccharomyces	kudriavzevii	CS	0.012	12.00		4791	
Ascomycota	Saccharomycetales	Saccharomyces	mikatae	CS	0.011	11.22		4049	IFO1815
Ascomycota	Saccharomycetales	Saccharomyces	mikatae	CS	0.012	11.45		4823	IFO 1815 T
Ascomycota	Saccharomycetales	Saccharomyces	mikatae	CS	0.012	12.12		4888	IFO1815
Ascomycota	Saccharomycetales	Saccharomyces	paradoxus	CS	0.012	11.57		4048	NRRL Y-17217
Ascomycota	Saccharomycetales	Saccharomyces	paradoxus	CS	0.012	11.75		4885	NRRL Y-17217
Ascomycota	Saccharomycetales	Saccharomyces	pastorianus	CS	0.023	22.27		5587	CBS 1513
Ascomycota	Saccharomycetales	Saccharomyces	pastorianus	CS	0.023	22.95		5201	Weihenstephan WS34/70
Ascomycota	Saccharomycetales	Scheffersomyces	stipitis	CS	0.016	15.40		4441	strain CBS 6054
Ascomycota	Saccharomycetales	Scheffersomyces	stipitis	CS	0.016	15.40		5021	
Ascomycota	Saccharomycetales	Spathaspora	passalidarum	CS	0.013	13.20		5023	NRRL Y-27907
Ascomycota	Saccharomycetales	Vanderwaltozyma	polyspora	CS	0.015	14.66		4987	DSM 70294
Ascomycota	Saccharomycetales	Wickerhamomyces	anomalus	CS	0.014	14.15		5024	
Ascomycota	Saccharomycetales	Yarrowia	lipolytica	CS	0.021	20.08		5956	FKP355 v1.0
Ascomycota	Saccharomycetales	Yarrowia	lipolytica	CS	0.021	20.50		4025	CLIB99
Ascomycota	Saccharomycetales	Yarrowia	lipolytica	CS	0.021	20.50		4900	CLIB122
Ascomycota	Saccharomycetales	Zygosaccharomyces	rouxii	CS	0.010	9.76		4978	CBS 732
Ascomycota	Saccharomycetales	Zygosaccharomyces	rouxii	CHEF gel electrophoresis	0.013	12.80		4422	CBS 732
Ascomycota	Saccharomycetales	Zygosaccharomyces	rouxii	CS	0.013	12.80		4891	CBS 732
Ascomycota	Schizosaccharomycetales	Schizosaccharomyces	cryophilus	CS	0.012	11.56		5352	OY26 v1.0
Ascomycota	Schizosaccharomycetales	Schizosaccharomyces	japonicus	CS	0.012	11.73		5351	yFS275
Ascomycota	Schizosaccharomycetales	Schizosaccharomyces	japonicus	CS	0.014	14.00		3940	
Ascomycota	Schizosaccharomycetales	Schizosaccharomyces	japonicus	CS	0.014	14.00		4895	yFS275
Ascomycota	Schizosaccharomycetales	Schizosaccharomyces	octosporus	CS	0.012	11.63		5350	yFS286 v1.0
Ascomycota	Schizosaccharomycetales	Schizosaccharomyces	octosporus	CS	0.014	14.00		3939	
Ascomycota	Schizosaccharomycetales	Schizosaccharomyces	octosporus	CS	0.014	14.00		4896	
Ascomycota	Schizosaccharomycetales	Schizosaccharomyces	pombe	CS	0.013	12.50		4890	972h-
Ascomycota	Schizosaccharomycetales	Schizosaccharomyces	pombe	CS	0.013	12.61		5349	
Ascomycota	Schizosaccharomycetales	Schizosaccharomyces	pombe		0.014	13.80		3947	
Ascomycota	Schizosaccharomycetales	Schizosaccharomyces	pombe	CS	0.014	13.80		4036	strain Urs Leupold 972h-
Ascomycota	Sordariales	Albertiniella	polyporicola	Fl-PC	0.030	29.26		1990	REG, culture 698M
Ascomycota	Sordariales	Chaetomium	globosum	CS	0.036	34.90		5268	v1.0
Ascomycota	Sordariales	Chaetomium	globosum		0.037	36.00		3958	
Ascomycota	Sordariales	Coniochaeta	ligniaria	PFGE	0.031	30.10		5077	NRRL30616
Ascomycota	Sordariales	Cryphonectria	parasitica	CS	0.045	43.90		4850	EP155 v2.0
Ascomycota	Sordariales	Lasiosphaeria	ovina	Fl-PC	0.025	24.51	0.0	2031	REG
Ascomycota	Sordariales	Neurospora	crassa	CS	0.038	37.09		4995	OR74A
Ascomycota	Sordariales	Neurospora	crassa		0.039	38.00		3948	
Ascomycota	Sordariales	Neurospora	crassa		0.040	39.20		4783	
Ascomycota	Sordariales	Neurospora	crassa	CS	0.040	39.22		5193	OR74A
Ascomycota	Sordariales	Neurospora	crassa	CS	0.041	40.42		5288	
Ascomycota	Sordariales	Neurospora	crassa	CS	0.042	41.00		4110	strain N150
Ascomycota	Sordariales	Neurospora	crassa	CS	0.042	41.04		5939	OR74A v2.0
Ascomycota	Sordariales	Neurospora	crassa	light microscopy, staining with orcein	0.044	42.90		4109	
Ascomycota	Sordariales	Neurospora	crassa	CS	0.044	43.00		4793	OR74A
Ascomycota	Sordariales	Neurospora	discreta	CS	0.038	37.30		4852	FGSC 8579 mat A
Ascomycota	Sordariales	Neurospora	discreta		0.041	40.00		3933	
Ascomycota	Sordariales	Neurospora	hispaniola	CS	0.042	40.81		5941	FGSC 10403 v1.0
Ascomycota	Sordariales	Neurospora	tetrasperma	CS	0.039	37.80		5290	FGSC 2508 mat A v1.0
Ascomycota	Sordariales	Neurospora	tetrasperma	CS	0.040	39.10		4853	FGSC 2508 mat A v2.0
Ascomycota	Sordariales	Neurospora	tetrasperma	CS	0.040	39.13		5943	FGSC 2509 mat a v1.0
Ascomycota	Sordariales	Neurospora	tetrasperma	CS	0.040	39.15		5942	FGSC 2508 mat A v2.0
Ascomycota	Sordariales	Neurospora	tetrasperma	CS	0.040	39.20		4854	FGSC 2509 mat a v1.0
Ascomycota	Sordariales	Neurospora	tetrasperma		0.041	40.00		3979	
Ascomycota	Sordariales	Podospora	pauciseta	CS	0.035	33.77		4920	S mat
Ascomycota	Sordariales	Podospora	pauciseta		0.035	34.00		3957	
Ascomycota	Sordariales	Podospora	pauciseta		0.035	34.00		4054	
Ascomycota	Sordariales	Podospora	pauciseta	CS	0.036	35.01		5293	S mat+ v1.0
Ascomycota	Sordariales	Podospora	pauciseta	CS	0.036	35.50		4808	
Ascomycota	Sordariales	Sordaria	macrospora	CS	0.040	38.70		4976	k-hell
Ascomycota	Sordariales	Thielavia	hyrcaniae	CS	0.032	31.18		5401	CBS 757.83 v1.0
Ascomycota	Taphrinales	Taphrina	deformans	CS	0.014	13.36		5348	PYCC 5710 v1.0
Ascomycota	Teloschistales	Xanthoria	parietina	CS	0.033	31.90		5255	v1.0
Ascomycota	Teloschistales	Xanthoria	parietina	CS	0.041	40.00		4010	
Ascomycota	Trypetheliales	Trypethelium	eluteriae	CS	0.033	32.16		5381	v1.0
Ascomycota	Xylariales	Biscogniauxia	repanda	Fl-PC	0.104	101.84	0.0	2034	REG
Ascomycota	Xylariales	Daldinia	eschscholtzii	CS	0.038	37.55		5274	EC12 v1.0
Ascomycota	Xylariales	Diatrype	disciformis	Fl-PC	0.039	38.38	0.0	2029	REG
Ascomycota	Xylariales	Entoleuca	mammata	Fl-PC	0.034	33.44	0.0	2040	CBS 235.34
Ascomycota	Xylariales	Eutypa	lata	CS	0.055	54.01		5275	UCREL1 v1.0
Ascomycota	Xylariales	Hypoxylon	fuscum	Fl-PC	0.027	26.03	0.0	2039	REG
Ascomycota	Xylariales	Hypoxylon	fuscum	CS	0.040	39.05		6063	CBS 119018 v1.0
Ascomycota	Xylariales	Hypoxylon	pulicicidum	CS	0.041	39.62		5825	strain MF5954
Ascomycota	Xylariales	Hypoxylon	punctulatum	Fl-PC	0.024	23.56		2036	CBS 282.61
Ascomycota	Xylariales	Hypoxylon	rubiginosum	Fl-PC	0.034	33.44	0.0	2041	CBS 233.73
Ascomycota	Xylariales	Hypoxylon	rubiginosum	Fl-PC	0.034	33.44	0.0	6064	CBS 233.73
Ascomycota	Xylariales	Hypoxylon	rubiginosum	CS	0.043	42.16		6065	CBS 119005 v1.0
Ascomycota	Xylariales	Hypoxylon	rubiginosum	CS	0.045	44.16		6066	ER1909 v1.0
Ascomycota	Xylariales	Kretzschmaria	deusta	CS	0.048	46.53		5828	strain DSM 104547
Ascomycota	Xylariales	Microdochium	bolleyi	CS	0.040	38.81		5829	
Ascomycota	Xylariales	Nemania	abortiva	CS	0.051	49.60		6067	FL1152 v1.0
Ascomycota	Xylariales	Nemania	serpens	Fl-PC	0.025	24.51	0.0	2038	CBS 241.65
Ascomycota	Xylariales	Pestalotiopsis	fici	CS	0.053	51.86		5826	W106-1
Ascomycota	Xylariales	Pseudomassariella	vexata	CS	0.046	44.71		5827	CBS 129021
Ascomycota	Xylariales	Xylaria	carpophila	Fl-PC	0.052	51.30		2042	REG
Ascomycota	Xylariales	Xylaria	hypoxylon	CS	0.044	42.85	0.0	5955	OSC100004
Ascomycota	Xylariales	Xylaria	hypoxylon	Fl-PC	0.068	66.88	0.0	2044	REG
Ascomycota	Xylariales	Xylaria	longipes	CS	0.052	50.75		6069	
Ascomycota	Xylariales	Xylaria	longipes	Fl-PC	0.065	63.46	0.0	2043	REG
Ascomycota	Xylariales	Xylaria	striata	CS	0.061	59.79		5830	strain RK1-1
Ascomycota	Xylariales	Xylona	heveae	CS	0.025	24.34		5410	TC161 v1.0
Basidiomycota	Agaricales	Agaricus	bisporus	CS	0.031	30.00		5497	JB137-S8
Basidiomycota	Agaricales	Agaricus	bisporus	CS	0.031	30.20		4870	(H97)
Basidiomycota	Agaricales	Agaricus	bisporus	CS	0.031	30.78		5666	Strain H39
Basidiomycota	Agaricales	Agaricus	bisporus	CS	0.033	32.60		4871	JB137-S8
Basidiomycota	Agaricales	Agaricus	bisporus		0.041	40.00		3976	
Basidiomycota	Agaricales	Amanita	bisporigera		0.041	40.00		3988	
Basidiomycota	Agaricales	Amanita	bisporigera	CS	0.077	75.35		5686	
Basidiomycota	Agaricales	Amanita	brunnescens	CS	0.059	57.56		5672	
Basidiomycota	Agaricales	Amanita	jacksonii	CS	0.032	30.86		5673	
Basidiomycota	Agaricales	Amanita	muscaria	CS	0.042	40.70		5496	Koide v1.0
Basidiomycota	Agaricales	Amanita	muscaria	CS	0.069	67.64		5594	Strain Koide BX008
Basidiomycota	Agaricales	Amanita	phalloides	CS	0.041	40.39		5687	
Basidiomycota	Agaricales	Amanita	polypyramis	CS	0.024	23.56		5670	
Basidiomycota	Agaricales	Amanita	thiersii	CS	0.034	33.69		5495	Skay4041 v1.0
Basidiomycota	Agaricales	Armillaria	calvescens	PI-FC	0.075	73.35	2	4086	FFC-7
Basidiomycota	Agaricales	Armillaria	calvescens	PI-FC	0.077	74.82	2	4084	JB56A, PR-3 and FFC-7
Basidiomycota	Agaricales	Armillaria	calvescens	PI-FC	0.079	77.75	2	4085	PR-3
Basidiomycota	Agaricales	Armillaria	cepistipes	CS	0.077	75.52		5683	Strain B5
Basidiomycota	Agaricales	Armillaria	fuscipes	CS	0.054	52.98		5692	Strain CMW2740
Basidiomycota	Agaricales	Armillaria	gallica	PI-FC	0.083	80.69	2	4083	SP81-29
Basidiomycota	Agaricales	Armillaria	gallica	PI-FC	0.084	82.64	2	4105	EL-1
Basidiomycota	Agaricales	Armillaria	gallica	PI-FC	0.084	82.64	2	4106	MA-1
Basidiomycota	Agaricales	Armillaria	gallica	CS	0.087	85.34		5492	Strain Ar21-2 v1.0 v1.0
Basidiomycota	Agaricales	Armillaria	gemina	PI-FC	0.059	57.70	2	4092	MIELKE
Basidiomycota	Agaricales	Armillaria	gemina	PI-FC	0.060	58.68	2	4091	JJW64
Basidiomycota	Agaricales	Armillaria	gemina	PI-FC	0.061	59.17	2	4090	JJW153
Basidiomycota	Agaricales	Armillaria	mellea	PI-FC	0.060	58.68	2	4096	GB934
Basidiomycota	Agaricales	Armillaria	mellea	PI-FC	0.061	59.66	2	4097	A3
Basidiomycota	Agaricales	Armillaria	mellea	PI-FC	0.063	61.13	2	4107	TCH-2
Basidiomycota	Agaricales	Armillaria	mellea	CS	0.081	79.55		5491	DSM 3731 v1.1
Basidiomycota	Agaricales	Armillaria	nabsnona	PI-FC	0.067	65.04	2	4098	C21
Basidiomycota	Agaricales	Armillaria	nabsnona	PI-FC	0.067	65.06	2	4099	M90
Basidiomycota	Agaricales	Armillaria	nabsnona	PI-FC	0.067	65.53	2	4108	SHAW,C
Basidiomycota	Agaricales	Armillaria	ostoyae	PI-FC	0.054	53.30	2	4088	AMM9067
Basidiomycota	Agaricales	Armillaria	ostoyae	PI-FC	0.057	55.75	2	4089	P1404
Basidiomycota	Agaricales	Armillaria	ostoyae	PI-FC	0.058	57.21	2	4087	DMR20
Basidiomycota	Agaricales	Armillaria	ostoyae	CS	0.061	60.11		5695	Strain C18/9
Basidiomycota	Agaricales	Armillaria	sinapina	PI-FC	0.074	72.86	2	4094	AMM9065
Basidiomycota	Agaricales	Armillaria	sinapina	PI-FC	0.076	73.84	2	4093	SP81-1
Basidiomycota	Agaricales	Armillaria	sinapina	PI-FC	0.118	115.89	3	4095	CF-2
Basidiomycota	Agaricales	Armillaria	solidipes	CS	0.059	58.01		5684	Strain 28-4
Basidiomycota	Agaricales	Armillaria sp.	NABS X	PI-FC	0.075	73.35	2	4100	837
Basidiomycota	Agaricales	Armillaria sp.	NABS X	PI-FC	0.077	74.82	2	4101	D82
Basidiomycota	Agaricales	Armillaria sp.	NABS X	PI-FC	0.077	74.82	2	4102	POR100
Basidiomycota	Agaricales	Atheniella	adonis	CS	0.121	118.53		5931	CBHHK072 v1.0
Basidiomycota	Agaricales	Baeospora	myosura	CS	0.062	61.02		5697	GenBank: CEMG00000000.1
Basidiomycota	Agaricales	Clavaria	fumosa	CS	0.072	70.47		5699	
Basidiomycota	Agaricales	Coprinopsis	cinerea	CS	0.035	34.12		5481	AmutBmut pab1-1 v1.0
Basidiomycota	Agaricales	Coprinopsis	cinerea	CS	0.037	36.19		5681	okayama7#130
Basidiomycota	Agaricales	Coprinopsis	cinerea	CS	0.038	37.50		4428	okayama7#13
Basidiomycota	Agaricales	Crepidotus		CS	0.072	70.26		5700	BD-2015
Basidiomycota	Agaricales	Cyathus	striatus	CS	0.093	91.18		5954	AH 40144
Basidiomycota	Agaricales	Cylindrobasidium	torrendii	CS	0.032	31.57		5478	v1.0
Basidiomycota	Agaricales	Cystoderma	amianthinum	FC	0.040	39.24	2	2725	TAAM147300,147321,147342,147350,47386,147358,147880,147886
Basidiomycota	Agaricales	Cystoderma	carcharias	FC	0.034	33.65	2	2726	TAAM147324,147334,147345,147349,147353,,171700
Basidiomycota	Agaricales	Cystoderma	granulosum	FC	0.051	49.61	3	2723	TAAM 147500,147337,147344,147387,147359,147379,147882
Basidiomycota	Agaricales	Cystoderma	jasonis	FC	0.035	34.45	2	2727	H 89,TAAM 147380,147383,147879,147885,147393
Basidiomycota	Agaricales	Cystoderma	terrei	FC	0.089	86.98	6	2724	TAAM 147355,171759,147878,147394
Basidiomycota	Agaricales	Fistulina	hepatica	CS	0.035	33.85		5470	v1.0
