family	genus	species	merged_genus_species	number_chromosomes	min_k	reference	ncbi_taxon_code	name	preferred_name_at_ncbi	taxid
Nymphalidae	Hypoleria	adasa	Hypoleria adasa	20	20	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Hypoleria adasa	NA	1908621
Nymphalidae	Hypoleria	lavinia	Hypoleria lavinia	29	29	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Hypoleria lavinia	NA	344645
Nymphalidae	Hypoleria	ocalea	Hypoleria ocalea	10-11	10	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Hypoleria ocalea	NA	1908626
Nymphalidae	Hypolimnas	misippus	Hypolimnas misippus	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Hypolimnas misippus	NA	124412
Nymphalidae	Hypomenitis	alphesiboea	Hypomenitis alphesiboea	60	60	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Hypomenitis alphesiboea	NA	1908637
Nymphalidae	Hypomenitis	dercetis	Hypomenitis dercetis	27	27	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Hypomenitis dercetis	NA	1908640
Nymphalidae	Hypomenitis	enigma	Hypomenitis enigma	42	42	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Hypomenitis enigma	NA	1908642
Nymphalidae	Hypomenitis	ortygia	Hypomenitis ortygia	68	68	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Hypomenitis ortygia	NA	1908655
Nymphalidae	Hypomenitis	theudelinda	Hypomenitis theudelinda	100	100	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Hypomenitis theudelinda	NA	1908659
Nymphalidae	Hyposcada	anchiala	Hyposcada anchiala	15	15	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Hyposcada anchiala	NA	304521
Nymphalidae	Hyposcada	illinissa	Hyposcada illinissa	14	14	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Hyposcada illinissa	NA	344647
Nymphalidae	Hyposcada	virginiana	Hyposcada virginiana	15	15	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Hyposcada virginiana	NA	331317
Nymphalidae	Hyposcada	zarepha	Hyposcada zarepha	14	14	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Hyposcada zarepha	NA	304551
Nymphalidae	Hypothyris	cantobrica	Hypothyris cantobrica	50	50	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Hypothyris cantobrica	NA	331294
Nymphalidae	Hypothyris	daphnis	Hypothyris daphnis	20	20	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Hypothyris daphnis	NA	127231
Nymphalidae	Hypothyris	euclea	Hypothyris euclea	14	14	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Hypothyris euclea	NA	331295
Nymphalidae	Hypothyris	fluonia	Hypothyris fluonia	15	15	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Hypothyris fluonia	NA	331320
Nymphalidae	Hypothyris	leprieuri	Hypothyris leprieuri	20	20	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Hypothyris leprieuri	NA	1497333
Nymphalidae	Hypothyris	lycaste	Hypothyris lycaste	45	45	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Hypothyris lycaste	NA	1674413
Nymphalidae	Hypothyris	mamercus	Hypothyris mamercus	24	24	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Hypothyris mamercus	NA	471053
Nymphalidae	Hypothyris	ninonia	Hypothyris ninonia	16	16	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Hypothyris ninonia	NA	331325
Nymphalidae	Hypothyris	semifulva	Hypothyris semifulva	17	17	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Hypothyris semifulva	NA	471057
Nymphalidae	Hypothyris	thea	Hypothyris thea	5	5	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Hypothyris thea	NA	2578217
Nymphalidae	Ithomia	agnosia	Ithomia agnosia	18	18	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Ithomia agnosia	NA	305980
Nymphalidae	Ithomia	avella	Ithomia avella	20	20	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Ithomia avella	NA	305985
Nymphalidae	Ithomia	celemia	Ithomia celemia	17	17	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Ithomia celemia	NA	305987
Nymphalidae	Ithomia	diasia	Ithomia diasia	17	17	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Ithomia diasia	NA	305990
Nymphalidae	Ithomia	drymo	Ithomia drymo	20	20	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Ithomia drymo	NA	304553
Nymphalidae	Ithomia	ellara	Ithomia ellara	20	20	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Ithomia ellara	NA	305993
Nymphalidae	Ithomia	hyala	Ithomia hyala	19	19	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Ithomia hyala	NA	305996
Nymphalidae	Ithomia	iphianassa	Ithomia iphianassa	11	11	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Ithomia iphianassa	NA	306000
Nymphalidae	Ithomia	jucunda	Ithomia jucunda	16	16	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Ithomia jucunda	NA	306002
Nymphalidae	Ithomia	lagusa	Ithomia lagusa	19	19	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Ithomia lagusa	NA	306004
Nymphalidae	Ithomia	lichyi	Ithomia lichyi	18	18	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Ithomia lichyi	NA	306007
Nymphalidae	Ithomia	patilla	Ithomia patilla	18	18	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Ithomia patilla	NA	306009
Nymphalidae	Ithomia	salapia	Ithomia salapia	34	34	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Ithomia salapia	NA	306012
Nymphalidae	Ithomia	terra	Ithomia terra	16	16	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Ithomia terra	NA	306015
Nymphalidae	Junonia	chorimene	Junonia chorimene	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Junonia chorimene	NA	NA
Nymphalidae	Junonia	coenia	Junonia coenia	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Junonia coenia	NA	39708
Nymphalidae	Junonia	evarete	Junonia evarete	31	31	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Junonia evarete	NA	165848
Nymphalidae	Junonia	genoveva	Junonia genoveva	31	31	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Junonia genoveva	NA	460130
Nymphalidae	Junonia	hierta	Junonia hierta	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Junonia hierta	NA	396708
Nymphalidae	Junonia	oenone	Junonia oenone	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Junonia oenone	NA	311033
Nymphalidae	Junonia	stygia	Junonia stygia	33	33	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Junonia stygia	NA	2684408
Nymphalidae	Junonia	vestina	Junonia vestina	31	31	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	1	Junonia vestina	NA	1158302
Nymphalidae	Junonia	westermanni	Junonia westermanni	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Junonia westermanni	NA	334119
Nymphalidae	Lampides	boeticus	Lampides boeticus	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Lampides boeticus	NA	228011
Nymphalidae	Laparus	doris	Laparus doris	20-38	20	Brown, K.S., Emmel, T.C., Eliazar, P.J. & Suomalainen, E. (1992). Evolutionary patterns in chromosome numbers in neotropical Lepidoptera. I. Chromosomes of the Heliconiini (family Nymphalidae: subfamily Nymphalinae). Hereditas 117: 109–125.	1	Laparus doris	NA	33455
Nymphalidae	Libytheana	carinenta	Libytheana carinenta	31	31	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	1	Libytheana carinenta	NA	124409
Nymphalidae	Limenitis	archippus	Limenitis archippus	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Limenitis archippus	NA	42270
Nymphalidae	Limenitis	camilla	Limenitis camilla	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Limenitis camilla	NA	270466
Nymphalidae	Limenitis	glorifica	Limenitis glorifica	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Limenitis glorifica	NA	351431
Nymphalidae	Limenitis	populi	Limenitis populi	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Limenitis populi	NA	227535
Nymphalidae	Limenitis	weidemeyerii	Limenitis weidemeyerii	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Limenitis weidemeyerii	NA	342679
Nymphalidae	Lycorea	halia	Lycorea halia	30	30	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Lycorea halia	NA	681801
Nymphalidae	Lycorea	ilione	Lycorea ilione	30	30	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Lycorea ilione	NA	681802
Nymphalidae	Magneuptychia	libye	Magneuptychia libye	25–26	25	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	1	Magneuptychia libye	NA	522314
Nymphalidae	Magneuptychia	moderata	Magneuptychia moderata	29	29	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Magneuptychia moderata	NA	270079
Nymphalidae	Manataria	hercyna	Manataria hercyna	28	28	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Manataria hercyna	NA	513124
Nymphalidae	Marpesia	berania	Marpesia berania	32	32	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	1	Marpesia berania	NA	722325
Nymphalidae	Marpesia	corinna	Marpesia corinna	33	33	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Marpesia corinna	NA	NA
Nymphalidae	Marpesia	petreus	Marpesia petreus	32	32	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	1	Marpesia petreus	NA	722326
Nymphalidae	Marpesia	zerynthia	Marpesia zerynthia	32	32	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Marpesia zerynthia	NA	1546297
Nymphalidae	Mcclungia	cymo	Mcclungia cymo	11	11	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Mcclungia cymo	NA	344649
Nymphalidae	Mechanitis	lysimnia	Mechanitis lysimnia	18	18	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Mechanitis lysimnia	NA	471059
Nymphalidae	Mechanitis	polymnia	Mechanitis polymnia	18	18	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Mechanitis polymnia	NA	127245
Nymphalidae	Megoleria	orestilla	Megoleria orestilla	35	35	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Megoleria orestilla	NA	345034
Nymphalidae	Melanargia	galathea	Melanargia galathea	24	24	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Melanargia galathea	NA	111923
Nymphalidae	Melinaea	ethra	Melinaea ethra	30	30	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Melinaea ethra	NA	1497334
Nymphalidae	Melinaea	idae	Melinaea idae	13	13	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Melinaea idae	NA	1108546
Nymphalidae	Melinaea	lilis	Melinaea lilis	22	22	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Melinaea lilis	NA	1108547
Nymphalidae	Melinaea	ludovica	Melinaea ludovica	17-23	17	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Melinaea ludovica	NA	331329
Nymphalidae	Melinaea	maenius	Melinaea maenius	22	22	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Melinaea maenius	NA	64455
Nymphalidae	Melinaea	marsaeus	Melinaea marsaeus	17	17	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Melinaea marsaeus	NA	331299
Nymphalidae	Melinaea	menophilus	Melinaea menophilus	20	20	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Melinaea menophilus	NA	304554
Nymphalidae	Melinaea	mnasias	Melinaea mnasias	26	26	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Melinaea mnasias	NA	1408237
Nymphalidae	Melinaea	mneme	Melinaea mneme	17	17	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	1	Melinaea mneme	NA	1116911
Nymphalidae	Melitaea	cinxia	Melitaea cinxia	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Melitaea cinxia	NA	113334
Nymphalidae	Melitaea	deserticola	Melitaea deserticola	29	29	Pazhenkova, E.A. & Lukhtanov, V.A. (2016). Chromosomal and mitochondrial diversity in Melitaea didyma complex (Lepidoptera, Nymphalidae): eleven deeply diverged DNA barcode groups in one non-monophyletic species? Comp Cytogenet 10: 697–717.	1	Melitaea deserticola	NA	113336
Nymphalidae	Melitaea	diamina	Melitaea diamina	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Melitaea diamina	NA	113337
Nymphalidae	Melitaea	didyma	Melitaea didyma	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Melitaea didyma	NA	104515
Nymphalidae	Melitaea	gina	Melitaea gina	28	28	Pazhenkova, E.A. & Lukhtanov, V.A. (2016). Chromosomal and mitochondrial diversity in Melitaea didyma complex (Lepidoptera, Nymphalidae): eleven deeply diverged DNA barcode groups in one non-monophyletic species? Comp Cytogenet 10: 697–717.	1	Melitaea gina	NA	578774
Nymphalidae	Melitaea	interrupta	Melitaea interrupta	29	29	Pazhenkova, E.A. & Lukhtanov, V.A. (2016). Chromosomal and mitochondrial diversity in Melitaea didyma complex (Lepidoptera, Nymphalidae): eleven deeply diverged DNA barcode groups in one non-monophyletic species? Comp Cytogenet 10: 697–717.	1	Melitaea interrupta	NA	130817
Nymphalidae	Melitaea	latonigena	Melitaea latonigena	29–30	29	Pazhenkova, E.A. & Lukhtanov, V.A. (2016). Chromosomal and mitochondrial diversity in Melitaea didyma complex (Lepidoptera, Nymphalidae): eleven deeply diverged DNA barcode groups in one non-monophyletic species? Comp Cytogenet 10: 697–717.	1	Melitaea latonigena	NA	113339
Nymphalidae	Melitaea	montium	Melitaea montium	27	27	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Melitaea montium	NA	1792569
Nymphalidae	Melitaea	persea	Melitaea persea	27-28	27	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Melitaea persea	NA	113341
Nymphalidae	Melitaea	phoebe	Melitaea phoebe	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Melitaea phoebe	NA	113342
Nymphalidae	Melitaea	transcaucasica	Melitaea transcaucasica	29	29	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Melitaea transcaucasica	NA	NA
Nymphalidae	Melitaea	trivia	Melitaea trivia	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Melitaea trivia	NA	113345
Nymphalidae	Mellicta	athalia	Mellicta athalia	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Mellicta athalia	NA	113330
Nymphalidae	Mellicta	varia	Mellicta varia	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	1	Mellicta varia	NA	113346
Nymphalidae	Memphis	acidalia	Memphis acidalia	18	18	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	1	Memphis acidalia	NA	1546298
Nymphalidae	Memphis	acidalia	Memphis acidalia	28	28	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Memphis acidalia	NA	1546298
Nymphalidae	Memphis	anna	Memphis anna	36	36	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Memphis anna	NA	1306977
Nymphalidae	Memphis	appias	Memphis appias	31	31	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Memphis appias	NA	366109
Nymphalidae	Memphis	arginussa	Memphis arginussa	31	31	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	1	Memphis arginussa	NA	741507
Nymphalidae	Memphis	arginussa	Memphis arginussa	35	35	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	1	Memphis arginussa	NA	741507
Nymphalidae	Memphis	cleomestra	Memphis cleomestra	15	15	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	1	Memphis cleomestra	NA	722329
Nymphalidae	Memphis	glauce	Memphis glauce	11	11	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Memphis glauce	NA	722330
Nymphalidae	Memphis	laertes	Memphis laertes	28	28	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	1	Memphis laertes	NA	2575790
Nymphalidae	Memphis	laura	Memphis laura	26	26	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	1	Memphis laura	NA	2575791
Nymphalidae	Memphis	leonida	Memphis leonida	29	29	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	1	Memphis leonida	NA	1546299
