	Species_name	Subspecies	Common Name	Family	Phase	sample_collected	sample_acquired	in_progress	insdc_submitted	sequencing_status	long_list	other_priority	family_representative
10402	Zimmerius petersi		Venezuelan Tyrannulet	Tyrannidae		nan	nan	nan	nan	nan	B10K		
10412	Zoonavena grandidieri		Madagascar Spinetailed Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
10413	Zoonavena sylvatica		White-rumped Spinetailed Swift	Apodidae		nan	nan	nan	nan	nan	B10K		
10414	Zoonavena thomensis		São Tomé Spinetailed Swift	Apodidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10422	Zoothera machiki		Fawn-breasted Thrush	Turdidae		nan	nan	nan	nan	nan	B10K		
10423	Zoothera major		Amami Thrush	Turdidae		nan	nan	nan	nan	nan	B10K		
10429	Zoothera terrestris		Bonin Thrush	Turdidae		nan	nan	nan	nan	nan	B10K		
10435	Zosterops atrifrons	hypoxantha	Black-crowned White-eye	Zosteropidae	Phase Genus	B10K	B10K	B10K	nan	in_progress	B10K	B10K	
10463	Zosterops kuehni		Ambon White-eye	Zosteropidae		nan	nan	nan	nan	nan	B10K		
10473	Zosterops meeki		White-throated White-eye	Zosteropidae		nan	nan	nan	nan	nan	B10K		
10483	Zosterops mysorensis		Biak White-eye	Zosteropidae		nan	nan	nan	nan	nan	B10K		
10485	Zosterops nehrkorni		Sangir White-eye	Zosteropidae		nan	nan	nan	nan	nan	B10K		
10486	Zosterops nigrorum	aureilis	Yellowish White-eye	Zosteropidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
10502	Zosterops somadikartai		Togian White-eye	Zosteropidae		nan	nan	nan	nan	nan	B10K		
10519	Amphispiza belli	belli			Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10521					Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10522					Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10524	Caracara plancus plancus				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10525	Pernis apivorus apivorus				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10526	Rupornis magnirostris saturatus				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10528	Platalea leucorodia leucorodia				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10534	Aethopyga jugularis				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10535	Pardilaparus venustulus				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10536	Amaurocichla Motacilla bocagii				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10537	Coccopygia bocagei				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10538	Neospiza Crithagra concolor				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10539	Xenocopsychus Cossypha ansorgei				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10540	Quoyornis georgiana				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10541	Granatinia ianthinogaster				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10542	Falco albogularis				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10543	Platycercus cenchroides				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10544	Cercropis daurica				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10545	Amalocichla inserta				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10548	Hagedashia hagedash nilotica				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10549	Bucanetes githaginea crassirostris	crassirostris			Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10551	Malacopteron cinerum				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10553	Tigrisoma lineatum marmoratum				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10554	Kurochkinegramma hypogrammicum lisettae				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10555	Setophaga coronata audoboni				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10556	Setophaga palmarum hypochrysea				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10559	Diomedea exulans gibsoni				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10562	Eurocephalus rueppelli				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10563	Hypocnemis hypoxanthus				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10564	Jacamerops aurea				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10565	Laniisoma buckleyi				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10566	Phlegopsis erythoptera				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10567	Sporathraupis cyanocephalus				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10568	Ardea cocoi - tube reads Ardea alba				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10571	Estrilda quartina				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10572	Ceratopipra erythocephala				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10573	Certhiasomus stictolaema				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10574	Crithagra melanochrous				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10575	Carpospiza (brachydactyle on tube)				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10576	Tickellia				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10577	Myiomela (Cinclidium leucurum on tube)				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10578	Rhamphocorys				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10579	Psophocichla				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10580	Scotocerca (inquieta on tube)				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10581	Timalia (pileata on tube)				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10582	Laticilla				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
10583	Phaenicophilus palmarun				Phase Genus	nan	nan	nan	nan	nan	B10K	B10K	
