available_samples_ready	common_name	desc	family	family_representative	family_representative_link	genome_notes	genus	infra_epithet	lab_work_status	marked_done	material_status	order_group	prefix	project_code	sample_count	scientific_name	sequencing_material_status_updated_at	sequencing_status	species_id	submitted_gals	taxon_group	taxon_id	taxon_uri	tissue_depleted	tissue_status	sequencing_status_simple	sequencing_status_dtol	sequencing_status_asg	sequencing_status_ergapi	sequencing_status_vgp	sequencing_status_blax	sequencing_status_durb	sequencing_status_rnd	sequencing_status_lawn	sequencing_status_berri	sequencing_status_meier	sequencing_status_misk	sample_collected	sample_acquired	in_progress
Yes	spotted jelly	ACCEPTED	Mastigiidae				Mastigias		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-26T19:00:30.660299'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-12-06T19:00:12.432177'}]			Rhizostomeae	jsMasPapu	['ASG']	34	Mastigias papua		[{'status': 'COMPLETE', 'updated_at': '2023-01-04T12:45:29.109972', 'name': 'HIC'}, {'status': 'IN_PROGRESS', 'updated_at': '2022-12-06T19:00:12.515796', 'name': 'PACBIO'}]	3376	PORTLAND STATE UNIVERSITY,UNIVERSITY OF CALIFORNIA	Cnidaria	596313		False	Yes	in_progress		in_progress										ASG	ASG	ASG
Yes	Woods’ Whipwort	ACCEPTED	Mastigophoraceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28255976%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Mastigophora		[{'status': 'RNA_EXTRACTED', 'updated_at': '2022-10-26T13:25:49.604082'}]			Jungermanniales	cjMasWood	['DTOL']	16	Mastigophora woodsii			2727	ROYAL BOTANIC GARDEN EDINBURGH	Marchantiophyta	255976		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Grape pip weed	ACCEPTED	Phyllophoraceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%2829227%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Mastocarpus		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-25T21:25:34.045253'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-05-17T16:05:49.050548'}]			Gigartinales	urMasStel	['DTOL']	20	Mastocarpus stellatus		[{'updated_at': '2021-11-25T21:25:34.045253', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	828	MARINE BIOLOGICAL ASSOCIATION	Rhodophyta	29227			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Asteraceae				Matricaria		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:54:59.374203'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:17:52.372494'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-02-15T12:50:40.591002'}]			Asterales	daMatCham	['DTOL']	4	Matricaria chamomilla		[{'updated_at': '2022-11-03T08:39:14.825766', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-11-01T15:17:52.41005', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	3920	ROYAL BOTANIC GARDENS KEW	Streptophyta	98504		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Asteraceae				Matricaria		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:55:08.628766'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:17:59.900851'}]			Asterales	daMatDisc	['DTOL']	4	Matricaria discoidea		[{'updated_at': '2022-10-04T10:55:08.664712', 'name': 'HIC', 'status': 'IN_PROGRESS'}, {'updated_at': '2022-11-01T15:17:59.937133', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	3919	ROYAL BOTANIC GARDENS KEW	Streptophyta	883867		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Brassicaceae				Matthiola		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-04-11T19:00:14.101904'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-04-13T03:20:10.452753'}]			Brassicales	ddMatSinu	['DTOL']	4	Matthiola sinuata		[{'updated_at': '2023-08-02T08:22:43.507957', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-04-13T03:20:10.535762', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	5316	ROYAL BOTANIC GARDENS KEW	Tracheophyta	500837		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Bonelliidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%281544306%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Maxmuelleria		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-08-09T19:00:05.940539'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-08-10T03:20:06.217418'}]			Echiuroidea	weMaxLank	['DTOL']	15	Maxmuelleria lankesteri		[{'updated_at': '2023-08-09T19:00:06.27673', 'name': 'HIC', 'status': 'IN_PROGRESS'}, {'updated_at': '2023-08-10T03:20:06.291899', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	5681	NATURAL HISTORY MUSEUM	Annelida	1544306		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	NOT_APPLICABLE	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28561864%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Mayorella		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:55:30.584244'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-04-05T18:00:34.328425'}]			Longamoebia	paMayGemm	['DTOL']	5	Mayorella gemmifera		[{'updated_at': '2022-10-04T11:43:49.763219', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-04-05T18:00:34.418503', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	3577	UNIVERSITY OF OXFORD	Discosea	561864		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	MAZE CORAL	ACCEPTED	Meandrinidae				Meandrina		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:55:28.522933'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-06-08T10:26:47.27736'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-08-03T13:15:32.652474'}]			Scleractinia	jaMeaMean	['ASG']	10	Meandrina meandrites		[{'updated_at': '2022-10-04T10:55:28.568338', 'name': 'HIC', 'status': 'IN_PROGRESS'}, {'updated_at': '2022-09-07T12:41:54.399413', 'name': 'PACBIO', 'status': 'COMPLETE'}]	1682	NOVA SOUTHEASTERN UNIVERSITY	Cnidaria	51056		False	Yes	in_progress		in_progress										ASG	ASG	ASG
Yes			Nymphalidae				Mechanitis		[{'status': 'DNA_EXTRACTED', 'updated_at': '2022-11-15T13:35:21.370265'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2022-11-25T20:00:14.871999'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-03-01T12:05:17.447822'}]			Lepidoptera	ilMecMess	['MEIER']	455	Mechanitis messenoides		[{'updated_at': '2023-02-01T08:47:31.158066', 'name': 'HIC', 'status': 'COMPLETE'}]	4258	SANGER INSTITUTE	Arthropoda	2578229		False	Yes	in_progress										in_progress		MEIER	MEIER	MEIER
No		ACCEPTED	Curculionidae				Mecinus		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-06-21T17:00:29.984118'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-06-21T08:38:19.179885'}]		RECOLLECTION_REQUIRED	Coleoptera	icMecCirc	['DTOL']	1	Mecinus circulatus			1414	NATURAL HISTORY MUSEUM	Arthropoda	1342047		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Curculionidae				Mecinus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:54:58.607151'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-04T11:07:42.696737'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-10-20T11:16:23.23638'}]		WAITING_FOR_NEW_SEQUENCING	Coleoptera	icMecPasc	['DTOL']	5	Mecinus pascuorum	2022-08-09 10:30:56	[{'updated_at': '2022-10-04T11:44:16.476272', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-10-25T07:40:13.793459', 'name': 'PACBIO', 'status': 'COMPLETE'}]	1941	NATURAL HISTORY MUSEUM	Arthropoda	878080			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Oak bush-cricket	ACCEPTED	Tettigoniidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28494438%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Meconema		[{'status': 'DNA_EXTRACTED', 'updated_at': '2020-11-06T16:41:10.629226'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:14:26.22803'}]			Orthoptera	iqMecThal	['DTOL']	2	Meconema thalassinum		[{'updated_at': '2022-10-05T14:02:19.708829', 'name': 'HIC', 'status': 'COMPLETE'}]	201	UNIVERSITY OF OXFORD	Arthropoda	494438			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Papaveraceae				Meconopsis		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:54:18.452724'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-12-13T10:17:01.808087'}]			Ranunculales	dmMecCamb	['DTOL']	4	Meconopsis cambrica		[{'updated_at': '2022-11-17T08:39:39.017776', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-12-13T10:17:01.896746', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	4014	ROYAL BOTANIC GARDEN EDINBURGH	Tracheophyta	248829		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Crambidae				Mecyna		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-11-02T20:00:14.957051'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:17:10.478627'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-01-18T13:05:28.811171'}]			Lepidoptera	ilMecFlav	['DTOL']	4	Mecyna flavalis		[{'updated_at': '2023-01-10T08:45:44.023873', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-01-16T08:53:59.677412', 'name': 'PACBIO', 'status': 'COMPLETE'}]	4561	NATURAL HISTORY MUSEUM	Arthropoda	1502335			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Fabaceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%2870936%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Medicago		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:25:05.391824'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:03:08.101532'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:25:05.391824'}, {'status': 'RNASEQ_SUBMITTED', 'updated_at': '2022-01-04T14:12:44.346554'}]			Fabales	drMedArab	['DTOL']	4	Medicago arabica		[{'updated_at': '2021-12-19T21:21:44.228695', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2021-12-19T21:18:53.834034', 'name': 'PACBIO', 'status': 'COMPLETE'}, {'updated_at': '2022-10-05T14:02:16.626587', 'name': 'RNASEQ', 'status': 'COMPLETE'}, {'updated_at': '2021-12-19T21:23:04.044187', 'name': '10X', 'status': 'COMPLETE'}]	496	ROYAL BOTANIC GARDENS KEW	Tracheophyta	70936			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Fabaceae				Medicago		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:55:34.20108'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:18:28.673055'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-01-18T13:05:17.292412'}]			Fabales	drMedLupu	['DTOL']	4	Medicago lupulina		[{'updated_at': '2022-10-04T11:43:27.588497', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-03-20T08:57:31.383844', 'name': 'PACBIO', 'status': 'COMPLETE'}]	3030	ROYAL BOTANIC GARDEN EDINBURGH	Tracheophyta	47085		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Fabaceae				Medicago		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:55:37.967292'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-20T18:00:06.848313'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-07-06T15:00:19.660179'}]			Fabales	drMedSati	['DTOL']	4	Medicago sativa		[{'updated_at': '2022-10-04T11:43:03.291124', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-03-23T08:57:32.485773', 'name': 'PACBIO', 'status': 'COMPLETE'}]	2455	ROYAL BOTANIC GARDENS KEW	Tracheophyta	3879		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
No	A Capitellidae	ACCEPTED	Capitellidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%282980194%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Mediomastus		[{'status': 'HIC_SUBMITTED', 'updated_at': '2023-03-27T19:00:14.328517'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-03-28T03:20:13.71825'}]		RECOLLECTION_REQUIRED	Capitellida	wxMedFrag	['DTOL']	3	Mediomastus fragilis	2023-07-10 12:18:43	[{'updated_at': '2023-06-14T07:55:38.776949', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-03-28T03:20:13.799767', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	5567	MARINE BIOLOGICAL ASSOCIATION	Annelida	2980194		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	NOT_APPLICABLE				Mediopyxis		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2023-04-13T18:00:20.998392'}]			NOT_APPLICABLE	uoMedHely	['DTOL']	5	Mediopyxis helysia		[{'updated_at': '2023-08-08T08:30:16.749701', 'name': 'PACBIO', 'status': 'COMPLETE'}]	3566	UNIVERSITY OF OXFORD	Ochrophyta	327391		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Broad-nerved Hump-moss	ACCEPTED	Meesiaceae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%2867408%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Meesia		[{'status': 'DNA_EXTRACTED', 'updated_at': '2022-10-25T12:35:32.406415'}]			Bryales	cbMeeUlig	['DTOL']	16	Meesia uliginosa			2737	ROYAL BOTANIC GARDEN EDINBURGH	Bryophyta	67408			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Megachilidae				Megachile		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-12-07T20:00:11.768253'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-06-08T10:27:18.813415'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-01-18T13:05:34.298213'}]			Hymenoptera	iyMegLeac	['DTOL']	8	Megachile leachella		[{'updated_at': '2023-06-14T07:55:48.910972', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2023-05-29T08:03:20.615297', 'name': 'PACBIO', 'status': 'COMPLETE'}]	2599	NATURAL HISTORY MUSEUM	Arthropoda	1542539			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Wood-carving leaf-cutter bee	ACCEPTED	Megachilidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%281542540%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Megachile		[{'status': 'DNA_EXTRACTED', 'updated_at': '2020-11-06T16:41:10.629226'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T19:11:02.179466'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-09-01T11:41:15.056224'}]			Hymenoptera	iyMegLign	['DTOL']	14	Megachile ligniseca		[{'updated_at': '2021-12-19T21:22:31.171447', 'name': 'HIC', 'status': 'COMPLETE'}]	216	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	1542540			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Megachilidae				Megachile		[{'status': 'DNA_EXTRACTED', 'updated_at': '2023-06-07T03:00:27.448191'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2023-05-31T19:00:17.063146'}]			Hymenoptera	iyMegMari	['DTOL']	2	Megachile maritima		[{'updated_at': '2023-08-14T12:04:37.199344', 'name': 'HIC', 'status': 'COMPLETE'}]	6268	NATURAL HISTORY MUSEUM	Arthropoda	1004188		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Willughby's leaf-cutter bee	ACCEPTED	Megachilidae				Megachile		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-25T20:52:15.994634'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-07-11T16:12:32.671685'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2021-12-02T10:21:14.513478'}]			Hymenoptera	iyMegWill	['DTOL']	4	Megachile willughbiella		[{'updated_at': '2022-10-05T14:02:08.291648', 'name': 'PACBIO', 'status': 'COMPLETE'}]	217	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	481575			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Megamerinidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%283037404%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Megamerina		[{'status': 'DNA_EXTRACTED', 'updated_at': '2023-06-07T03:00:19.705879'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2023-05-23T19:00:25.208975'}]			Diptera	idMegDoli	['DTOL']	1	Megamerina dolium		[{'updated_at': '2023-08-02T08:22:33.488209', 'name': 'HIC', 'status': 'COMPLETE'}]	6310	NATURAL HISTORY MUSEUM	Arthropoda	3037404		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	Kent black arches	ACCEPTED	Nolidae				Meganola		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:30:14.419544'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:14:10.644773'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:30:14.419544'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2022-07-21T12:25:19.629975'}]			Lepidoptera	ilMegAlbu	['DTOL']	7	Meganola albula		[{'updated_at': '2021-12-19T21:21:40.72568', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2021-12-19T21:19:07.344635', 'name': 'PACBIO', 'status': 'COMPLETE'}, {'updated_at': '2021-12-19T21:24:11.994711', 'name': '10X', 'status': 'COMPLETE'}]	909	NATURAL HISTORY MUSEUM,UNIVERSITY OF OXFORD	Arthropoda	987977			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	NA	ACCEPTED	Tachinidae				Meigenia		[{'status': 'DNA_EXTRACTED', 'updated_at': '2021-06-21T17:00:29.984118'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:34:55.228438'}]		RECOLLECTION_REQUIRED	Diptera	idMeiMuta	['DTOL']	2	Meigenia mutabilis	2023-04-03 15:02:19	[{'updated_at': '2021-12-19T21:21:42.522965', 'name': 'HIC', 'status': 'COMPLETE'}]	1486	UNIVERSITY OF OXFORD	Arthropoda	1918113		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Orobanchaceae				Melampyrum		[{'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:06:11.277731'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:26:32.837133'}]			Lamiales	daMelPrat	['DTOL']	5	Melampyrum pratense		[{'updated_at': '2021-12-19T21:21:59.61244', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2021-11-24T23:26:32.837133', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}]	2021	ROYAL BOTANIC GARDEN EDINBURGH	Tracheophyta	52725		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Orobanchaceae				Melampyrum		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:48:11.610569'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2022-11-02T20:00:28.365119'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-16T19:00:08.341893'}]			Lamiales	daMelSylv	['DTOL']	8	Melampyrum sylvaticum		[{'updated_at': '2023-02-09T08:48:27.631864', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-11-16T19:00:08.404651', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}, {'updated_at': '2021-12-19T21:27:05.612517', 'name': '10X', 'status': 'COMPLETE'}]	777	ROYAL BOTANIC GARDEN EDINBURGH	Tracheophyta	86092		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes	marbled white	ACCEPTED	Nymphalidae	{DTOL}	https://goat.genomehubs.org/preview/search?query=tax_tree%28111923%29&fields=HabReg_2017%2CMarHabReg-2017%2Cwaca_1981%2Cisb_wildlife_act_1976%2CProtection_of_Badgers_Act_1992%2CECHabs92&summaryValues=count&result=taxon		Melanargia		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:23:27.064525'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:44:46.746065'}, {'status': 'RNASEQ_SUBMITTED', 'updated_at': '2022-01-04T14:12:30.506531'}]			Lepidoptera	ilMelGala	['DTOL']	7	Melanargia galathea		[{'updated_at': '2021-12-19T21:20:05.452411', 'name': 'PACBIO', 'status': 'COMPLETE'}, {'updated_at': '2022-01-04T14:12:30.506531', 'name': 'RNASEQ', 'status': 'IN_PROGRESS'}, {'updated_at': '2021-12-19T21:22:53.779662', 'name': '10X', 'status': 'COMPLETE'}]	415	NATURAL HISTORY MUSEUM,SANGER INSTITUTE	Arthropoda	111923			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No	Dot moth	ACCEPTED	Noctuidae				Melanchra		[{'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-12-07T10:55:26.566156'}, {'status': 'RNA_EXTRACTED', 'updated_at': '2023-09-22T11:21:05.36245'}, {'status': 'TISSUE_SUBSAMPLE', 'updated_at': '2022-05-25T15:50:52.961844'}]			Lepidoptera	ilMelPers	['DTOL']	3	Melanchra persicariae		[{'updated_at': '2022-12-07T12:47:17.899455', 'name': 'PACBIO', 'status': 'COMPLETE'}]	2849	UNIVERSITY OF OXFORD	Arthropoda	987979		False	Yes	in_progress	in_progress											DTOL	DTOL	DTOL
Yes		ACCEPTED	Melanconidaceae				Melanconium		[{'status': 'ASSIGNED_TO_LAB', 'updated_at': '2022-09-21T16:50:18.597149'}]			Diaporthales	grMelHedr	['DTOL']	10	Melanconium hedericola			3365	ROYAL BOTANIC GARDENS KEW	Ascomycota	1577871		False	Yes	sample_acquired	sample_acquired											DTOL	DTOL	
No	Matt-backed Melangyna	ACCEPTED	Syrphidae				Melangyna		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:31:10.922845'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-25T00:14:18.957695'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-10-04T11:07:40.847706'}]			Diptera	idMelComo	['DTOL']	2	Melangyna compositarum		[{'updated_at': '2021-12-19T21:21:10.613774', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-10-04T11:07:40.881347', 'name': 'PACBIO', 'status': 'IN_PROGRESS'}, {'updated_at': '2021-12-19T21:24:17.811478', 'name': '10X', 'status': 'COMPLETE'}]	1035	UNIVERSITY OF OXFORD	Arthropoda	1822530		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Syrphidae				Melangyna		[{'status': 'HIC_SUBMITTED', 'updated_at': '2022-10-04T10:55:39.712286'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2022-11-01T15:18:30.083479'}]			Diptera	idMelQuad	['DTOL']	1	Melangyna quadrimaculata		[{'updated_at': '2022-10-04T11:43:35.979499', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2022-11-02T08:42:24.162216', 'name': 'PACBIO', 'status': 'COMPLETE'}]	3646	NATURAL HISTORY MUSEUM	Arthropoda	2884232		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
No	Shiny-backed Melangyna	ACCEPTED	Syrphidae				Melangyna		[{'status': '10X_SUBMITTED', 'updated_at': '2021-11-24T23:30:47.79783'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2021-11-24T23:27:40.092557'}, {'status': 'PACBIO_SUBMITTED', 'updated_at': '2021-11-24T23:30:47.79783'}]			Diptera	idMelUmbe	['DTOL']	3	Melangyna umbellatarum		[{'updated_at': '2021-12-19T21:21:12.613474', 'name': 'HIC', 'status': 'COMPLETE'}, {'updated_at': '2021-12-19T21:19:12.551209', 'name': 'PACBIO', 'status': 'COMPLETE'}, {'updated_at': '2021-12-19T21:24:34.768197', 'name': '10X', 'status': 'COMPLETE'}]	1183	UNIVERSITY OF OXFORD	Arthropoda	1352488			Unk	in_progress	in_progress											DTOL	DTOL	DTOL
No		ACCEPTED	Figitidae				Melanips		[{'status': 'DNA_EXTRACTED', 'updated_at': '2023-06-07T03:00:24.770503'}, {'status': 'HIC_SUBMITTED', 'updated_at': '2023-05-31T19:00:22.990679'}]			Hymenoptera	iyMelOpac	['DTOL']	1	Melanips opacus		[{'updated_at': '2023-08-03T08:24:31.232263', 'name': 'HIC', 'status': 'COMPLETE'}]	6328	NATURAL HISTORY MUSEUM	Arthropoda	1830383		True	No	in_progress	in_progress											DTOL	DTOL	DTOL
